energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-0.18,0,4.0,0.1742995,9.95e-05,0.04,0.1342
0.7,0,5.0,0.16765,0.00065,0.04,0.127
3.88,0,4.0,0.086291,0.000291,0.04,0.046
5.07,0,5.0,0.185653,0.000653,0.04,0.145
7.51,0,5.0,0.102147,0.000147,0.04,0.062
8.65,0,4.0,0.165444,0.000444,0.04,0.125
9.51,0,4.0,0.16061,0.00161,0.04,0.119
10.36,0,5.0,0.213234,0.000234,0.04,0.173
11.88,0,5.0,0.075047,4.7e-05,0.04,0.035
13.52,0,5.0,0.201772,0.000772,0.04,0.161
13.71,0,5.0,0.238956,0.000956,0.04,0.198
16.03,0,4.0,0.407045,0.001045,0.04,0.366
16.79,0,5.0,0.22684,0.00184,0.04,0.185
17.51,0,4.0,0.070079,7.9e-05,0.04,0.03
18.95,0,5.0,0.090396,0.000396,0.04,0.05
21.32,0,4.0,0.21303,0.00902999,0.04,0.164
21.65,0,5.0,0.16348,0.00148,0.04,0.122
23.41,0,4.0,0.26597,0.00097,0.04,0.225
26.0,0,5.0,0.46434,0.00134,0.04,0.423
27.64,0,4.0,0.08453,0.00053,0.04,0.044
28.15,0,5.0,0.11145,0.00145,0.04,0.07
28.7,0,4.0,0.24042,0.00042,0.04,0.2
30.37,0,4.0,0.09137,0.00037,0.04,0.051
31.0,0,5.0,0.34111,0.00111,0.04,0.3
31.5,0,4.0,0.24137,0.00137,0.04,0.2
33.39,0,5.0,0.3671,0.0011,0.04,0.326
36.35,0,5.0,0.1392499,0.00225,0.04,0.0969999
37.11,0,4.0,0.19211,0.00311,0.04,0.149
37.56,0,5.0,0.33106,0.00106,0.04,0.29
38.1,0,4.0,0.24103,0.00103,0.04,0.2
39.88,0,5.0,0.21112,0.00212,0.04,0.169
40.3,0,4.0,0.26588,0.00388,0.04,0.222
43.09,0,4.0,0.1403,0.0003,0.04,0.1
45.78,0,5.0,0.13734,0.00234,0.04,0.095
47.7,0,4.0,0.54077,0.00077,0.04,0.5
48.5,0,5.0,0.3673,0.0033,0.04,0.324
51.63,0,4.0,0.41755,0.00255,0.04,0.375
52.23,0,5.0,0.1803,0.00829999,0.04,0.132
54.02,0,4.0,0.5098,0.0048,0.04,0.465
56.28,0,5.0,0.5193,0.0043,0.04,0.475
57.7,0,4.0,0.684,0.006,0.04,0.638
58.8,0,5.0,0.2314,0.0014,0.04,0.19
61.1,0,4.0,0.7533,0.0023,0.04,0.711
64.2,0,5.0,1.07558,0.00058,0.04,1.035
65.9,0,5.0,0.2875,0.0055,0.04,0.242
69.5,0,4.0,0.1011,0.0011,0.04,0.06
74.6,0,5.0,1.20694,0.00094,0.04,1.166
75.5,0,4.0,0.17154,0.00154,0.04,0.13
77.4,0,5.0,0.6467,0.0017,0.04,0.605
78.7,0,4.0,0.0846,0.0006,0.04,0.044
79.7,0,5.0,0.192,0.003,0.04,0.149
81.5,0,4.0,0.0824,0.0024,0.04,0.04
85.2,0,5.0,0.5329,0.0029,0.04,0.49
86.6,0,4.0,0.1903,0.0003,0.04,0.15
88.0,0,5.0,0.2316,0.0036,0.04,0.188
89.8,0,4.0,0.05053,0.00053,0.04,0.01
