energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
1.27529,0,2.0,0.03610277,0.000282375,0.022,0.0138204
1.27529,0,3.0,0.03610277,0.000282375,0.022,0.0138204
3.77527,0,2.0,0.08730632,0.000486021,0.053,0.0338203
3.77527,0,3.0,0.08730632,0.000486021,0.053,0.0338203
6.27524,0,2.0,0.08744714,0.000626837,0.053,0.0338203
6.27524,0,3.0,0.08744714,0.000626837,0.053,0.0338203
8.77519,0,2.0,0.08756173,0.000741527,0.053,0.0338202
8.77519,0,3.0,0.08756173,0.000741527,0.053,0.0338202
11.2751,0,2.0,0.08766095,0.000840851,0.053,0.0338201
11.2751,0,3.0,0.08766095,0.000840851,0.053,0.0338201
13.775,0,2.0,0.08774975,0.000929745,0.053,0.03382
13.775,0,3.0,0.08774975,0.000929745,0.053,0.03382
16.275,0,2.0,0.08783097,0.00101097,0.053,0.03382
16.275,0,3.0,0.08783097,0.00101097,0.053,0.03382
18.7749,0,2.0,0.08790613,0.00108623,0.053,0.0338199
18.7749,0,3.0,0.08790613,0.00108623,0.053,0.0338199
21.2747,0,2.0,0.08797651,0.00115671,0.053,0.0338198
21.2747,0,3.0,0.08797651,0.00115671,0.053,0.0338198
23.7746,0,2.0,0.08804303,0.00122323,0.053,0.0338198
23.7746,0,3.0,0.08804303,0.00122323,0.053,0.0338198
26.2745,0,2.0,0.08810611,0.00128641,0.053,0.0338197
26.2745,0,3.0,0.08810611,0.00128641,0.053,0.0338197
28.7743,0,2.0,0.08816631,0.00134671,0.053,0.0338196
28.7743,0,3.0,0.08816631,0.00134671,0.053,0.0338196
31.2741,0,2.0,0.0882241,0.0014045,0.053,0.0338196
31.2741,0,3.0,0.0882241,0.0014045,0.053,0.0338196
33.7739,0,2.0,0.08827959,0.00146009,0.053,0.0338195
33.7739,0,3.0,0.08827959,0.00146009,0.053,0.0338195
36.2737,0,2.0,0.08833311,0.00151371,0.053,0.0338194
36.2737,0,3.0,0.08833311,0.00151371,0.053,0.0338194
38.7735,0,2.0,0.08838497,0.00156557,0.053,0.0338194
38.7735,0,3.0,0.08838497,0.00156557,0.053,0.0338194
41.2733,0,2.0,0.08843514,0.00161584,0.053,0.0338193
41.2733,0,3.0,0.08843514,0.00161584,0.053,0.0338193
43.773,0,2.0,0.08848386,0.00166466,0.053,0.0338192
43.773,0,3.0,0.08848386,0.00166466,0.053,0.0338192
46.2728,0,2.0,0.08853135,0.00171215,0.053,0.0338192
46.2728,0,3.0,0.08853135,0.00171215,0.053,0.0338192
48.7725,0,2.0,0.08857753,0.00175843,0.053,0.0338191
48.7725,0,3.0,0.08857753,0.00175843,0.053,0.0338191
51.2722,0,2.0,0.08862259,0.00180359,0.053,0.033819
51.2722,0,3.0,0.08862259,0.00180359,0.053,0.033819
53.7719,0,2.0,0.0886667,0.0018477,0.053,0.033819
53.7719,0,3.0,0.0886667,0.0018477,0.053,0.033819
56.2716,0,2.0,0.08870975,0.00189085,0.053,0.0338189
56.2716,0,3.0,0.08870975,0.00189085,0.053,0.0338189
58.7713,0,2.0,0.08875189,0.00193309,0.053,0.0338188
58.7713,0,3.0,0.08875189,0.00193309,0.053,0.0338188
61.271,0,2.0,0.08879319,0.00197449,0.053,0.0338187
61.271,0,3.0,0.08879319,0.00197449,0.053,0.0338187
63.7706,0,2.0,0.0888338,0.0020151,0.053,0.0338187
63.7706,0,3.0,0.0888338,0.0020151,0.053,0.0338187
66.2702,0,2.0,0.08887356,0.00205496,0.053,0.0338186
66.2702,0,3.0,0.08887356,0.00205496,0.053,0.0338186
68.7699,0,2.0,0.08891261,0.00209411,0.053,0.0338185
