energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-2.0,0,2.0,0.0477373,0.0013074,0.04638,8.633e-05
0.416,0,2.0,0.03900101,1.008e-06,0.039,0.0
0.983,0,2.0,0.03601632,1.632e-05,0.036,0.0
1.356,0,3.0,0.039756,0.001133,0.0386,2.3e-05
1.744,0,2.0,0.03835672,0.0003012,0.038,6.6e-05
3.14,0,3.0,0.02723369,9.685715e-06,0.027,0.000224
3.424,0,3.0,0.036316,0.000255,0.036,6.1e-05
3.845,0,2.0,0.0431406,1.56e-05,0.043,0.000125
5.125,0,3.0,0.03948028,0.0002682857,0.039,0.000212
6.554,0,3.0,0.03787272,0.0008297143,0.037,4.3e-05
7.067,0,2.0,0.0401614,8.64e-05,0.04,7.5e-05
7.863,0,3.0,0.040164,0.00114,0.039,2.4e-05
8.377,0,3.0,0.03937571,7.714286e-06,0.039,0.000368
8.77,0,2.0,0.0371368,0.0001368,0.037,0.0
9.314,0,2.0,0.0393716,0.0001836,0.039,0.000188
10.314,0,3.0,0.04947957,0.0003685714,0.049,0.000111
10.877,0,2.0,0.0391446,1.56e-05,0.039,0.000129
11.278,0,2.0,0.04143,0.000342,0.041,8.8e-05
11.693,0,2.0,0.0261272,0.0001272,0.026,0.0
12.122,0,3.0,0.03714914,0.0001491429,0.037,0.0
12.877,0,3.0,0.03812614,0.002057143,0.036,6.9e-05
13.152,0,3.0,0.04218814,0.001157143,0.041,3.1e-05
15.143,0,3.0,0.03906343,6.342858e-05,0.039,0.0
15.4,0,3.0,0.045256,0.00114,0.044,0.000116
16.21,0,2.0,0.0490892,0.0006612,0.048,0.000428
16.58,0,2.0,0.0362352,0.0002352,0.036,0.0
17.87,0,2.0,0.0422736,0.0002736,0.042,0.0
18.16,0,3.0,0.03905143,5.142857e-05,0.039,0.0
19.53,0,2.0,0.039288,0.000288,0.039,0.0
19.92,0,2.0,0.0391068,0.0001068,0.039,0.0
20.97,0,2.0,0.0396,0.0006,0.039,0.0
21.12,0,3.0,0.03985715,0.0008571429,0.039,0.0
21.87,0,2.0,0.0392016,0.0002016,0.039,0.0
22.01,0,3.0,0.03987357,4.457143e-05,0.039,0.000829
22.6,0,3.0,0.03944572,0.0004457143,0.039,0.0
22.74,0,2.0,0.039408,0.000408,0.039,0.0
24.45,0,3.0,0.03991,0.000816,0.039,9.4e-05
25.42,0,2.0,0.0391932,0.0001932,0.039,0.0
26.24,0,3.0,0.03903515,3.514286e-05,0.039,0.0
26.75,0,2.0,0.041248,0.001992,0.039,0.000256
27.36,0,3.0,0.03944572,0.0004457143,0.039,0.0
28.74,0,3.0,0.03993428,0.0009342858,0.039,0.0
29.3,0,2.0,0.039876,0.000876,0.039,0.0
30.13,0,2.0,0.039758,0.000624,0.039,0.000134
31.07,0,3.0,0.03985629,0.0006942857,0.039,0.000162
31.49,0,2.0,0.039204,0.000204,0.039,0.0
32.42,0,2.0,0.03918,0.00018,0.039,0.0
33.2,0,2.0,0.040468,0.001176,0.039,0.000292
33.94,0,3.0,0.04062157,0.001568571,0.039,5.3e-05
34.99,0,3.0,0.03985715,0.0008571429,0.039,0.0
36.67,0,3.0,0.03972857,0.0007285714,0.039,0.0
37.03,0,3.0,0.04072286,0.001722857,0.039,0.0
37.55,0,2.0,0.039096,9.6e-05,0.039,0.0
37.93,0,3.0,0.03970943,0.0005314286,0.039,0.000178
39.5,0,2.0,0.039881,0.000732,0.039,0.000149
40.5,0,3.0,0.03908229,8.228572e-05,0.039,0.0
40.95,0,3.0,0.03927429,0.0002742857,0.039,0.0
41.26,0,3.0,0.03994286,0.0009428572,0.039,0.0
41.54,0,3.0,0.04114286,0.002142857,0.039,0.0
42.95,0,2.0,0.042494,0.00336,0.039,0.000134
44.11,0,3.0,0.03936857,0.0003685714,0.039,0.0
45.35,0,3.0,0.04010414,0.0009771428,0.039,0.000127
47.11,0,3.0,0.03934286,0.0003428572,0.039,0.0
48.55,0,3.0,0.03939429,0.0003942857,0.039,0.0
49.29,0,2.0,0.040221,0.0009120001,0.039,0.000309
50.2,0,2.0,0.039132,0.000132,0.039,0.0
51.28,0,3.0,0.03991714,0.0009171429,0.039,0.0
52.17,0,3.0,0.03909429,9.428572e-05,0.039,0.0
53.03,0,3.0,0.04080857,0.001808572,0.039,0.0
53.6,0,2.0,0.039114,0.000114,0.039,0.0
54.02,0,3.0,0.03956572,0.0005657143,0.039,0.0
54.55,0,3.0,0.04064571,0.001645714,0.039,0.0
54.93,0,3.0,0.03914572,0.0001457143,0.039,0.0
55.87,0,3.0,0.04058972,0.001405714,0.039,0.000184
58.74,0,2.0,0.03954,0.00054,0.039,0.0
59.13,0,3.0,0.03977143,0.0007714286,0.039,0.0
59.98,0,3.0,0.03966857,0.0006685714,0.039,0.0
60.76,0,2.0,0.040452,0.001452,0.039,0.0
61.2,0,3.0,0.04147714,0.002477143,0.039,0.0
62.51,0,2.0,0.039324,0.000324,0.039,0.0
63.19,0,3.0,0.03934286,0.0003428572,0.039,0.0
64.82,0,3.0,0.03934286,0.0003428572,0.039,0.0
66.21,0,2.0,0.040632,0.001632,0.039,0.0
67.36,0,2.0,0.04032,0.00132,0.039,0.0
68.01,0,2.0,0.040488,0.001488,0.039,0.0
68.67,0,3.0,0.04037143,0.001371429,0.039,0.0
69.66,0,3.0,0.04236857,0.003368572,0.039,0.0
70.27,0,2.0,0.041904,0.002904,0.039,0.0
71.6,0,3.0,0.03921429,0.0002142857,0.039,0.0
72.22,0,2.0,0.042156,0.003156,0.039,0.0
72.88,0,3.0,0.04157143,0.002571429,0.039,0.0
73.93,0,2.0,0.039432,0.000432,0.039,0.0
74.34,0,2.0,0.039432,0.000432,0.039,0.0
74.88,0,3.0,0.03926571,0.0002657143,0.039,0.0
75.43,0,3.0,0.04168286,0.002682857,0.039,0.0
76.5,0,2.0,0.039252,0.000252,0.039,0.0
77.0,0,3.0,0.03945429,0.0004542857,0.039,0.0
77.54,0,2.0,0.0408,0.0018,0.039,0.0
78.22,0,3.0,0.03926571,0.0002657143,0.039,0.0
80.5,0,3.0,0.03980571,0.0008057143,0.039,0.0
81.0,0,3.0,0.04104,0.00204,0.039,0.0
