energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-6.0,0,0.5,0.02161,0.00159,0.02,2e-05
4.0,0,0.5,0.020046,2.6e-05,0.02,2e-05
30.7,0,0.5,0.022222,0.0022,0.02,2.2e-05
40.3,0,0.5,0.021052,0.00103,0.02,2.2e-05
53.5,0,0.5,0.020825,0.0008,0.02,2.5e-05
64.3,0,0.5,0.035521,0.0155,0.02,2.1e-05
87.6,0,0.5,0.023213,0.0032,0.02,1.3e-05
102.0,0,0.5,0.06302,0.043,0.02,2e-05
128.0,0,0.5,0.02302,0.003,0.02,2e-05
161.0,0,0.5,0.022112,0.0021,0.02,1.2e-05
185.0,0,0.5,0.051018,0.031,0.02,1.8e-05
191.0,0,0.5,0.023223,0.0032,0.02,2.3e-05
227.0,0,0.5,0.32002,0.3,0.02,2e-05
233.0,0,0.5,0.02412,0.0041,0.02,2e-05
285.0,0,0.5,0.08102,0.061,0.02,2e-05
