energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-0.1,0,3.0,0.2309461,4.61e-05,0.0359,0.195
0.85,0,4.0,0.84409,9e-05,0.044,0.8
1.98,0,4.0,0.2192,0.0002,0.044,0.175
2.45,0,3.0,0.3331257,0.0001257,0.033,0.3
4.68,0,4.0,0.359867,0.001867,0.033,0.325
5.75,0,3.0,0.43322,0.00022,0.033,0.4
7.53,0,3.0,0.2258,0.0028,0.033,0.19
8.65,0,3.0,0.5336057,0.0006057,0.033,0.5
9.15,0,4.0,0.2333467,0.0003467,0.033,0.2
10.25,0,3.0,0.43354,0.00054,0.033,0.4
11.52,0,3.0,0.1841,0.0011,0.033,0.15
14.0,0,3.0,0.20342,0.00042,0.033,0.17
15.8,0,4.0,0.43365,0.00065,0.033,0.4
21.48,0,4.0,0.4368108,0.00193084,0.025,0.40988
22.3,0,3.0,1.284426,0.000825989,0.033,1.2506
24.5,0,4.0,1.30848,0.00118048,0.033,1.2743
24.86,0,3.0,0.1168097,0.00181872,0.02,0.094991
26.76,0,3.0,0.1615914,0.000831429,0.048,0.11276
27.6,0,4.0,0.1344363,0.000427271,0.042,0.092009
29.28,0,4.0,0.158532,0.00105202,0.04,0.11748
29.52,0,3.0,0.2070205,0.00308046,0.058,0.14594
30.05,0,4.0,0.9684382,0.000438187,0.04,0.928
31.79,0,4.0,0.9182279,0.000737902,0.032,0.88549
33.05,0,3.0,0.9785706,0.000710606,0.04,0.93786
33.9,0,4.0,1.003708,0.000698009,0.045,0.95801
34.59,0,3.0,0.9038271,0.000907131,0.041,0.86192
35.25,0,3.0,0.8591626,0.00142258,0.04,0.81774
35.9,0,4.0,0.1762387,0.000338738,0.04,0.1359
36.23,0,3.0,0.3102195,0.00355954,0.058,0.24866
37.2,0,4.0,0.9702874,0.000287413,0.04,0.93
38.0,0,4.0,0.8973103,0.000210258,0.04,0.8571
39.42,0,3.0,0.1686318,0.00078176,0.06,0.10785
40.54,0,4.0,0.6102839,0.00437387,0.042,0.56391
41.5,0,3.0,0.3697253,4.52526e-05,0.04,0.32968
41.6,0,4.0,0.177963,4.30187e-05,0.04,0.13792
42.44,0,3.0,0.2410218,0.00195177,0.02,0.21907
43.04,0,4.0,0.1869694,0.000999378,0.06,0.12597
44.57,0,4.0,0.4312257,0.00144565,0.039,0.39078
45.0,0,3.0,0.2302159,0.000435909,0.039,0.19078
45.94,0,4.0,0.5719286,0.00057856,0.028,0.54335
46.6,0,3.0,0.9215284,0.000878446,0.033,0.88765
47.0,0,4.0,0.2962076,0.000287573,0.02,0.27592
47.49,0,3.0,0.2411353,0.00206535,0.02,0.21907
48.2,0,4.0,0.2899869,0.000266862,0.02,0.26972
48.6,0,4.0,0.8696969,0.00120688,0.031,0.83749
49.3,0,3.0,0.7909956,0.0043856,0.042,0.74461
50.0,0,4.0,0.4772686,0.000738596,0.026,0.45053
50.58,0,4.0,0.7123639,0.00160389,0.026,0.68476
51.6,0,3.0,1.04546,0.00336023,0.038,1.0041
52.48,0,4.0,0.6500224,0.00126242,0.026,0.62276
52.9,0,3.0,0.4920678,0.00192775,0.04,0.45014
53.2,0,4.0,0.4355453,0.00181529,0.027,0.40673
53.66,0,3.0,0.3857862,0.00629623,0.027,0.35249
56.24,0,4.0,0.3482373,0.000767324,0.06,0.28747
58.28,0,4.0,0.4120766,0.00631662,0.024,0.38176
58.55,0,3.0,0.3092294,0.00624937,0.023,0.27998
59.99,0,4.0,0.558293,0.00023296,0.04,0.51806
62.3,0,4.0,0.5435887,0.00112868,0.051,0.49146
62.75,0,3.0,0.1832721,0.00105214,0.02,0.16222
63.17,0,4.0,0.6717279,0.0104379,0.043,0.61829
64.3,0,3.0,0.5079784,0.000808366,0.052,0.45517
65.2,0,4.0,0.9830619,0.00151188,0.036,0.94555
66.1,0,3.0,0.5512984,0.00160837,0.049,0.50069
67.2,0,4.0,0.5895531,0.000403111,0.028,0.56115
68.2,0,3.0,0.5380415,0.000681486,0.027,0.51036
68.75,0,4.0,0.6327068,0.0022368,0.055,0.57547
69.36,0,4.0,0.5377397,0.00059968,0.027,0.51014
72.5,0,3.0,0.6668418,0.00472183,0.055,0.60712
73.2,0,4.0,0.4998473,0.00472533,0.054002,0.44112
73.7,0,3.0,0.3849781,0.00770811,0.035,0.34227
79.5,0,4.0,1.330122,0.000721689,0.039,1.2904
81.2,0,3.0,1.025153,0.0010333,0.037,0.98712
82.01,0,4.0,0.6197166,0.000136635,0.029,0.59058
82.95,0,4.0,1.186859,0.00405724,0.045002,1.1378
84.6,0,3.0,0.6752203,0.00418034,0.056,0.61504
85.2,0,4.0,0.7340854,0.00379538,0.03,0.70029
86.4,0,4.0,0.5088915,0.00113145,0.053,0.45476
87.0,0,3.0,0.8106162,0.00157625,0.03,0.77904
88.6,0,3.0,0.9564727,0.00248274,0.05,0.90399
89.8,0,4.0,0.4615109,0.000360853,0.025,0.43615
90.4,0,3.0,0.9292631,0.00339314,0.035,0.89087
91.45,0,4.0,0.6371494,0.00146939,0.047,0.58868
92.27,0,3.0,0.9192152,0.0111552,0.032,0.87606
93.07,0,3.0,0.938985,0.011195,0.033,0.89479
97.12,0,4.0,0.6711919,0.00158194,0.029,0.64061
99.01,0,4.0,0.3262448,0.00110482,0.024,0.30114
99.87,0,3.0,0.9719362,0.0127662,0.031,0.92817
