energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-2.031,0,4.0,0.08262,0.009463,0.02391,0.04926
1.661,0,4.0,0.07344,0.0005555,0.02391,0.04898
4.161,0,4.0,0.07376,0.0008792,0.02391,0.04898
6.661,0,4.0,0.074,0.001112,0.02391,0.04898
9.161,0,4.0,0.07419,0.001305,0.02391,0.04898
11.66,0,4.0,0.07436,0.001472,0.02391,0.04898
14.16,0,4.0,0.07451,0.001622,0.02391,0.04898
16.66,0,4.0,0.07464,0.001759,0.02391,0.04898
19.16,0,4.0,0.07477,0.001887,0.02391,0.04898
21.66,0,4.0,0.07489,0.002006,0.02391,0.04898
24.16,0,4.0,0.075,0.002119,0.02391,0.04898
26.66,0,4.0,0.07511,0.002225,0.02391,0.04898
29.16,0,4.0,0.07521,0.002327,0.02391,0.04898
31.66,0,4.0,0.07531,0.002425,0.02391,0.04898
34.16,0,4.0,0.0754,0.002519,0.02391,0.04898
36.66,0,4.0,0.07549,0.00261,0.02391,0.04898
39.16,0,4.0,0.07558,0.002697,0.02391,0.04898
41.66,0,4.0,0.07567,0.002782,0.02391,0.04898
44.16,0,4.0,0.07575,0.002864,0.02391,0.04898
46.66,0,4.0,0.07583,0.002944,0.02391,0.04898
49.16,0,4.0,0.07591,0.003022,0.02391,0.04898
51.66,0,4.0,0.07598,0.003098,0.02391,0.04898
54.16,0,4.0,0.07606,0.003172,0.02391,0.04898
56.66,0,4.0,0.07613,0.003244,0.02391,0.04898
59.16,0,4.0,0.0762,0.003315,0.02391,0.04898
61.66,0,4.0,0.07627,0.003384,0.02391,0.04898
64.16,0,4.0,0.07634,0.003452,0.02391,0.04898
66.66,0,4.0,0.0764,0.003519,0.02391,0.04898
69.16,0,4.0,0.07647,0.003584,0.02391,0.04898
71.66,0,4.0,0.07653,0.003649,0.02391,0.04898
74.16,0,4.0,0.0766,0.003712,0.02391,0.04898
76.66,0,4.0,0.07666,0.003774,0.02391,0.04898
79.16,0,4.0,0.07672,0.003835,0.02391,0.04898
81.66,0,4.0,0.07678,0.003895,0.02391,0.04898
84.16,0,4.0,0.07684,0.003954,0.02391,0.04898
86.66,0,4.0,0.0769,0.004012,0.02391,0.04898
89.16,0,4.0,0.07695,0.00407,0.02391,0.04898
91.66001,0,4.0,0.07701,0.004126,0.02391,0.04898
94.16001,0,4.0,0.07707,0.004182,0.02391,0.04898
96.66001,0,4.0,0.07712,0.004237,0.02391,0.04898
99.16001,0,4.0,0.07718,0.004292,0.02391,0.04898
