energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-1.9344,0,0.5,0.1750019,0.00090185,0.05,0.1241
0.34965,0,1.5,0.5573716,0.00015165,0.05,0.50722
2.1899,0,0.5,0.1776563,0.00028626,0.05,0.12737
2.3129,0,1.5,0.5798022,0.00015217,0.05,0.52965
3.708,0,1.5,0.2141904,0.00060036,0.05,0.16359
4.1267,0,1.5,0.4752419,1.8961e-06,0.05,0.42524
5.909,0,1.5,0.7055006,8.0594e-05,0.05,0.65542
6.4141,0,1.5,0.2945028,1.2846e-05,0.05,0.24449
6.71,0,1.5,0.7818796,0.00012964,0.05,0.73175
6.9928,0,1.5,0.1432609,0.0017439,0.05,0.091517
8.3309,0,1.5,1.449596,0.00089585,0.05,1.3987
8.863,0,0.5,0.1123748,2.8357e-06,0.05,0.062372
9.4209,0,1.5,0.83484,0.00019003,0.05,0.78465
10.707,0,1.5,1.653769,0.0011686,0.05,1.6026
11.365,0,0.5,0.3078658,0.00045578,0.05,0.25741
12.31,0,1.5,0.598337,0.00087703,0.05,0.54746
13.536,0,1.5,0.1453085,0.00077751,0.05,0.094531
14.825,0,1.5,0.5315534,0.00098338,0.05,0.48057
15.277,0,0.5,0.1595897,0.0014897,0.05,0.1081
15.387,0,1.5,0.5796114,0.00069139,0.05,0.52892
17.716,0,1.5,0.8540424,0.0039624,0.05,0.80008
17.844,0,0.5,0.2583811,0.00014115,0.05,0.20824
19.597,0,1.5,0.2527267,0.0017067,0.05,0.20102
19.668,0,0.5,0.1396742,7.5191e-05,0.05,0.089599
20.279,0,1.5,0.5884505,4.9653e-07,0.05,0.53845
21.128,0,0.5,0.1238584,0.0010304,0.05,0.072828
22.06,0,1.5,0.1877688,0.00046875,0.05,0.1373
23.377,0,0.5,0.4373948,2.4833e-05,0.05,0.38737
23.966,0,0.5,0.2629614,0.0017414,0.05,0.21122
24.787,0,1.5,0.4534287,0.0021987,0.05,0.40123
27.254,0,1.5,0.6517169,0.00020695,0.05,0.60151
28.223,0,0.5,0.2880033,0.00078335,0.05,0.23722
28.633,0,1.5,0.7990893,0.0028493,0.05,0.74624
