energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-0.8,0,1.0,0.0375,0.0024,0.035,0.0001
1.5,0,1.0,0.0356333,0.0005333,0.035,0.0001
5.0,0,1.0,0.039043,0.001043,0.035,0.003
8.5,0,1.0,0.040361,0.001361,0.035,0.004
12.0,0,1.0,0.040617,0.001617,0.035,0.004
15.5,0,0.0,0.044512,0.005512,0.035,0.004
19.0,0,1.0,0.041034,0.002034,0.035,0.004
22.5,0,0.0,0.045641,0.006641,0.035,0.004
26.0,0,1.0,0.04138,0.00238,0.035,0.004
29.5,0,1.0,0.041535,0.002535,0.035,0.004
33.0,0,0.0,0.047042,0.008042,0.035,0.004
36.5,0,1.0,0.041819,0.002819,0.035,0.004
40.0,0,1.0,0.041951,0.002951,0.035,0.004
43.5,0,0.0,0.048234,0.009234,0.035,0.004
46.2,0,1.0,0.064173,0.003173,0.035,0.026
52.4,0,0.0,0.045751,0.01014,0.035,0.000611
57.3,0,1.0,0.03944,0.003533,0.035,0.000907
60.3,0,1.0,0.039178,0.003627,0.035,0.000551
67.5,0,0.0,0.04804,0.0115,0.035,0.00154
70.0,0,0.0,0.04776,0.01172,0.035,0.00104
73.8,0,1.0,0.079307,0.004007,0.035,0.0403
81.1,0,0.0,0.05562,0.0126,0.035,0.00802
82.7,0,0.0,0.048644,0.01274,0.035,0.000904
87.3,0,0.0,0.04947,0.01308,0.035,0.00139
88.4,0,1.0,0.049347,0.004387,0.035,0.00996
92.7,0,0.0,0.04936,0.01348,0.035,0.00088
93.7,0,1.0,0.04185,0.00452,0.035,0.00233
98.0,0,1.0,0.04086,0.00462,0.035,0.00124
103.9,0,1.0,0.04011,0.00476,0.035,0.00035
112.4,0,0.0,0.05156,0.01484,0.035,0.00172
119.9,0,1.0,0.042567,0.005107,0.035,0.00246
129.5,0,0.0,0.051454,0.01594,0.035,0.000514
131.0,0,0.0,0.06382,0.01602,0.035,0.0128
138.8,0,0.0,0.05365,0.0165,0.035,0.00215
143.0,0,0.0,0.05369,0.01674,0.035,0.00195
145.4,0,1.0,0.042883,0.005633,0.035,0.00225
149.9,0,0.0,0.05367,0.01714,0.035,0.00153
153.7,0,0.0,0.05507,0.01736,0.035,0.00271
160.2,0,0.0,0.05448,0.01772,0.035,0.00176
169.1,0,0.0,0.05563,0.0182,0.035,0.00243
175.3,0,1.0,0.0466,0.00618,0.035,0.00542
184.9,0,1.0,0.044967,0.006347,0.035,0.00362
192.4,0,1.0,0.057373,0.006473,0.035,0.0159
200.9,0,1.0,0.043163,0.006613,0.035,0.00155
207.7,0,0.0,0.0861,0.0202,0.035,0.0309
212.4,0,0.0,0.05745,0.0204,0.035,0.00205
216.7,0,0.0,0.06436,0.0206,0.035,0.00876
235.0,0,0.0,0.1531,0.0214,0.035,0.0967
