energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
8.016,0,1.0,0.03678,0.001875,0.03456,0.000348
11.52,0,1.0,0.03716,0.002247,0.03456,0.000348
15.02,0,1.0,0.03747,0.002566,0.03456,0.000348
18.52,0,1.0,0.03776,0.002849,0.03456,0.000348
22.02,0,1.0,0.03802,0.003107,0.03456,0.000348
25.52,0,1.0,0.03825,0.003345,0.03456,0.000348
29.02,0,1.0,0.03848,0.003567,0.03456,0.000348
32.52,0,1.0,0.03868,0.003776,0.03456,0.000348
36.02,0,1.0,0.03888,0.003974,0.03456,0.000348
39.52,0,1.0,0.03907,0.004163,0.03456,0.000348
43.02,0,1.0,0.03925,0.004343,0.03456,0.000348
46.52,0,1.0,0.03943,0.004516,0.03456,0.000348
50.02,0,1.0,0.03959,0.004683,0.03456,0.000348
53.52,0,1.0,0.03975,0.004844,0.03456,0.000348
57.02,0,1.0,0.03991,0.005,0.03456,0.000348
60.52,0,1.0,0.04006,0.005151,0.03456,0.000348
64.02,0,1.0,0.04021,0.005298,0.03456,0.000348
67.52,0,1.0,0.04035,0.005441,0.03456,0.000348
71.02,0,1.0,0.04049,0.00558,0.03456,0.000348
74.52,0,1.0,0.04063,0.005716,0.03456,0.000348
78.02,0,1.0,0.04076,0.005849,0.03456,0.000348
81.52,0,1.0,0.04089,0.005979,0.03456,0.000348
85.02,0,1.0,0.04101,0.006106,0.03456,0.000348
88.52,0,1.0,0.04114,0.00623,0.03456,0.000348
92.02,0,1.0,0.04126,0.006352,0.03456,0.000348
95.52,0,1.0,0.04138,0.006472,0.03456,0.000348
99.02,0,1.0,0.0415,0.006589,0.03456,0.000348
