energy,L,J,totalWidth,neutronWidth,captureWidth
-4400.0,0,0.5,319.369,319.0,0.369
323.5,0,0.5,0.1975,0.011,0.1865
3558.0,1,0.5,0.176,0.006,0.17
4046.0,0,0.5,5.398,5.2,0.198
4385.0,1,0.5,0.228,0.072,0.156
5204.0,1,0.5,0.1721,0.0021,0.17
5343.0,1,0.5,0.356,0.15,0.206
6482.0,1,0.5,0.173,0.003,0.17
6714.0,1,1.5,0.322,0.1,0.222
8950.0,2,1.5,0.1715,0.0015,0.17
9175.0,1,0.5,0.403,0.18,0.223
9816.0,1,1.5,0.264,0.12,0.144
10420.0,0,0.5,112.419,112.0,0.419
10886.0,1,1.5,0.26,0.09,0.17
13275.0,2,1.5,0.1735,0.0035,0.17
13414.0,1,0.5,0.212,0.042,0.17
14200.0,0,0.5,571.772,570.0,1.772
15632.0,1,1.5,0.47,0.3,0.17
15880.0,1,0.5,0.203,0.033,0.17
17040.0,0,0.5,4.512,4.2,0.312
17260.0,1,0.5,1.841,1.55,0.291
17350.0,2,1.5,0.176,0.006,0.17
19520.0,0,0.5,289.448,289.0,0.448
20726.0,1,0.5,0.242,0.072,0.17
20815.0,1,0.5,0.52,0.35,0.17
21680.0,1,0.5,0.212,0.042,0.17
21705.0,1,1.5,2.646,2.5,0.146
23076.0,1,0.5,0.205,0.035,0.17
24078.0,1,0.5,4.508,4.25,0.258
24310.0,0,0.5,436.551,436.0,0.551
24617.0,2,1.5,0.1795,0.0095,0.17
25995.0,2,1.5,0.183,0.013,0.17
26433.0,1,0.5,0.245,0.075,0.17
26690.0,1,1.5,0.549,0.43,0.119
27387.0,1,0.5,0.33,0.16,0.17
28523.0,2,1.5,0.172,0.002,0.17
28864.0,2,1.5,0.1795,0.0095,0.17
29017.0,2,1.5,0.1925,0.0225,0.17
29340.0,1,1.5,0.42,0.25,0.17
31020.0,0,0.5,0.853,0.72,0.133
33730.0,1,1.5,0.29,0.12,0.17
34380.0,0,0.5,8.425,8.2,0.225
34920.0,1,1.5,0.764,0.6,0.164
35169.0,2,1.5,0.185,0.015,0.17
35960.0,1,0.5,2.263,2.1,0.163
36845.0,0,0.5,4.447,4.3,0.147
37480.0,1,1.5,0.305,0.135,0.17
37840.0,1,0.5,0.27,0.1,0.17
40370.0,1,0.5,4.17,4.0,0.17
40570.0,1,0.5,2.683,2.4,0.283
40715.0,1,1.5,0.29,0.12,0.17
