energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-0.88,0,5.0,0.12785,0.00015,0.059,0.0687
1.24,0,4.0,0.082665,0.000665,0.032,0.05
2.94,0,4.0,0.08513,0.00013,0.04,0.045
3.175,0,5.0,0.11406,0.00106,0.04,0.073
4.725,0,4.0,0.23147,0.00147,0.04,0.19
6.12,0,5.0,0.2508045,0.0001045,0.04,0.2107
7.115,0,5.0,0.13745,0.00045,0.04,0.097
7.65,0,5.0,0.2201145,0.0001145,0.04,0.18
7.94,0,5.0,0.0409,0.0004,0.04,0.0005
9.5,0,5.0,0.20072,0.00072,0.04,0.16
10.0,0,5.0,0.24015,0.00015,0.04,0.2
11.19,0,4.0,0.1370422,0.0001222,0.04,0.09692
11.67,0,4.0,0.1812044,0.0002044,0.04,0.141
18.13,0,5.0,0.341,0.0036,0.04,0.2974
19.35,0,4.0,0.46045,0.00045,0.04,0.42
21.24,0,5.0,0.57642,0.00022,0.04,0.5362
24.03,0,4.0,0.1740489,4.889e-05,0.04,0.134
25.35,0,5.0,0.06600909,9.091e-06,0.04,0.026
26.19,0,5.0,0.2600136,1.364e-05,0.04,0.22
28.04,0,4.0,0.09306444,6.444e-05,0.04,0.053
30.25,0,4.0,0.048833,0.003833,0.04,0.005
30.62,0,4.0,0.0922111,0.0002111,0.04,0.052
32.23,0,4.0,0.0705667,0.0005667,0.04,0.03
36.36,0,5.0,0.102482,0.001482,0.04,0.061
37.76,0,5.0,0.05328,0.00028,0.04,0.013
37.85,0,5.0,0.6401,0.0001,0.04,0.6
39.52,0,4.0,0.7450067,6.667e-06,0.04,0.705
39.95,0,5.0,0.2070864,8.636e-05,0.04,0.167
40.61,0,4.0,0.08803556,3.556e-05,0.04,0.048
41.25,0,5.0,0.0606,0.0006,0.04,0.02
41.76,0,5.0,0.5860473,4.727e-05,0.04,0.546
43.39,0,4.0,0.0442111,0.0002111,0.04,0.004
44.87,0,4.0,0.082333,0.002333,0.04,0.04
45.21,0,4.0,0.1006444,0.0006444,0.04,0.06
47.92,0,4.0,0.2413,0.0013,0.04,0.2
48.85,0,5.0,0.141182,0.006182,0.04,0.095
50.08,0,4.0,0.097622,0.002622,0.04,0.055
50.69,0,4.0,0.095533,0.003533,0.04,0.052
51.78,0,4.0,0.055844,0.001844,0.04,0.014
52.19,0,5.0,0.045145,0.001145,0.04,0.004
53.63,0,4.0,0.3645,0.0005,0.04,0.324
55.1,0,5.0,0.0784818,0.0004818,0.04,0.038
56.18,0,5.0,0.1096,0.0006,0.04,0.069
59.66,0,4.0,0.21744,0.01744,0.04,0.16
