energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-2.06,0,0.5,0.0300661,0.00575,0.0243,1.61e-05
5.16,0,0.5,0.03393822,0.00392,0.03,1.822e-05
22.74,0,0.5,0.0260305,1.8e-05,0.026,1.25e-05
23.42,0,0.5,0.02616327,0.00016,0.026,3.27e-06
31.13,0,0.5,0.0332086,0.0072,0.026,8.6e-06
45.61,0,0.5,0.0264967,0.00043,0.026,6.67e-05
48.56,0,0.5,0.03473,0.00873,0.026,0.0
77.38,0,0.5,0.03628444,0.01028,0.026,4.44e-06
94.29,0,0.5,0.0677335,0.0417,0.026,3.35e-05
106.13,0,0.5,0.0301411,0.00405,0.026,9.11e-05
111.06,0,0.5,0.044808,0.0185,0.026,0.000308
146.25,0,0.5,0.0394188,0.01339,0.026,2.88e-05
152.16,0,0.5,0.0439016,0.01788,0.026,2.16e-05
176.18,0,0.5,0.0653896,0.0393,0.026,8.96e-05
182.49,0,0.5,0.073214,0.0471,0.026,0.000114
187.52,0,0.5,0.0802175,0.0542,0.026,1.75e-05
194.35,0,0.5,0.026526,0.000526,0.026,0.0
208.4,0,0.5,0.0315481,0.00551,0.026,3.81e-05
220.9,0,0.5,0.02634991,0.000341,0.026,8.91e-06
226.7,0,0.5,0.0276297,0.00159,0.026,3.97e-05
237.8,0,0.5,0.031103,0.00509,0.026,1.3e-05
254.3,0,0.5,0.028156,0.00148,0.026,0.000676
258.3,0,0.5,0.032219,0.00603,0.026,0.000189
276.5,0,0.5,0.0318388,0.00577,0.026,6.88e-05
290.7,0,0.5,0.063377,0.0372,0.026,0.000177
307.5,0,0.5,0.04255,0.0164,0.026,0.00015
322.6,0,0.5,0.0486211,0.0226,0.026,2.11e-05
331.4,0,0.5,0.0271323,0.00105,0.026,8.23e-05
349.7,0,0.5,0.062065,0.0359,0.026,0.000165
359.1,0,0.5,0.066307,0.0403,0.026,7e-06
364.0,0,0.5,0.027226,0.0009,0.026,0.000326
387.6,0,0.5,0.02859,0.00079,0.026,0.0018
391.0,0,0.5,0.042528,0.0158,0.026,0.000728
412.6,0,0.5,0.034374,0.0081,0.026,0.000274
436.3,0,0.5,0.0311502,0.00514,0.026,1.02e-05
440.9,0,0.5,0.02954,0.00244,0.026,0.0011
455.3,0,0.5,0.04909,0.01894,0.026,0.00415
464.2,0,0.5,0.041281,0.01479,0.026,0.000491
465.5,0,0.5,0.032337,0.00615,0.026,0.000187
489.0,0,0.5,0.090138,0.0633,0.026,0.000838
504.1,0,0.5,0.035156,0.00885,0.026,0.000306
511.0,0,0.5,0.039697,0.0131,0.026,0.000597
515.9,0,0.5,0.04245,0.00773,0.026,0.00872
518.9,0,0.5,0.03302,0.00302,0.026,0.004
526.2,0,0.5,0.03133,0.00311,0.026,0.00222
547.4,0,0.5,0.0945364,0.0685,0.026,3.64e-05
555.7,0,0.5,0.07552,0.0463,0.026,0.00322
560.9,0,0.5,0.03981,0.00876,0.026,0.00505
574.4,0,0.5,0.05345,0.0263,0.026,0.00115
582.4,0,0.5,0.0418,0.00883,0.026,0.00697
585.6,0,0.5,0.03527,0.00676,0.026,0.00251
594.1,0,0.5,0.029307,0.00284,0.026,0.000467
614.6,0,0.5,0.034577,0.00817,0.026,0.000407
625.9,0,0.5,0.03779,0.0111,0.026,0.00069
637.0,0,0.5,0.02952,0.00168,0.026,0.00184
643.5,0,0.5,0.03799,0.00702,0.026,0.00497
671.2,0,0.5,0.03096,0.00346,0.026,0.0015
681.1,0,0.5,0.037514,0.0115,0.026,1.4e-05
690.0,0,0.5,0.04136,0.0103,0.026,0.00506
702.1,0,0.5,0.042474,0.01614,0.026,0.000334
709.1,0,0.5,0.0403,0.0143,0.026,0.0
726.1,0,0.5,0.03614,0.00527,0.026,0.00487
734.6,0,0.5,0.031315,0.00527,0.026,4.5e-05
757.1,0,0.5,0.116345,0.0903,0.026,4.5e-05
764.7,0,0.5,0.2910307,0.265,0.026,3.07e-05
766.7,0,0.5,0.0953119,0.0693,0.026,1.19e-05
780.0,0,0.5,0.02957,0.0033,0.026,0.00027
