energy,L,J,totalWidth,neutronWidth,captureWidth
-96.15,0,0.5,1.1,0.99,0.11
66.3,0,0.5,0.176,0.066,0.11
135.7,0,0.5,0.74,0.63,0.11
181.0,0,0.5,0.1143,0.0043,0.11
187.0,0,0.5,0.1142,0.0042,0.11
232.0,0,0.5,0.1181,0.0081,0.11
274.0,0,0.5,0.426,0.315,0.111
533.0,0,0.5,0.922,0.81,0.112
633.0,0,0.5,1.571,1.46,0.111
876.0,0,0.5,1.502,1.39,0.112
