energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-0.21,0,0.5,0.003443,0.00115,0.0022,9.3e-05
2.885,0,0.5,0.0385997,7.47e-05,0.038,0.000525
9.975,0,0.5,0.041428,0.000208,0.037,0.00422
18.6,0,0.5,0.038971,0.00414,0.034,0.000831
32.2,0,0.5,0.038868,6.8e-05,0.034,0.0048
36.6,0,0.5,0.039924,2.4e-05,0.034,0.0059
59.8,0,0.5,0.03598,0.00131,0.034,0.00067
70.1,0,0.5,0.04391,0.00251,0.034,0.0074
77.7,0,0.5,0.0434264,2.64e-05,0.034,0.0094
83.1,0,0.5,0.0581,0.0206,0.034,0.0035
96.2,0,0.5,0.0388588,5.88e-05,0.034,0.0048
99.6,0,0.5,0.039359,0.000259,0.034,0.0051
110.1,0,0.5,0.04377,0.00567,0.034,0.0041
111.2,0,0.5,0.037227,0.000127,0.034,0.0031
113.6,0,0.5,0.0517,0.0123,0.034,0.0054
118.6,0,0.5,0.0664,0.0308,0.034,0.0016
122.4,0,0.5,0.0725,0.03,0.034,0.0085
129.0,0,0.5,0.035216,0.000216,0.034,0.001
132.4,0,0.5,0.040151,0.000851,0.034,0.0053
139.7,0,0.5,0.04314,0.00284,0.034,0.0063
151.1,0,0.5,0.0726,0.0294,0.034,0.0092
165.0,0,0.5,0.044918,0.000218,0.034,0.0107
171.0,0,0.5,0.08152,0.0468,0.034,0.00072
176.8,0,0.5,0.08066,0.00266,0.034,0.044
182.9,0,0.5,0.0696,0.0285,0.034,0.0071
192.5,0,0.5,0.1795,0.0155,0.034,0.13
203.0,0,0.5,0.04119,0.00499,0.034,0.0022
216.0,0,0.5,0.0746,0.0176,0.034,0.023
221.0,0,0.5,0.0942,0.059,0.034,0.0012
232.0,0,0.5,0.035556,0.000716,0.034,0.00084
245.0,0,0.5,0.06573,0.00673,0.034,0.025
252.0,0,0.5,0.1066,0.0156,0.034,0.057
261.0,0,0.5,0.041258,0.000258,0.034,0.007
285.0,0,0.5,3.56,0.026,0.034,3.5
289.0,0,0.5,0.0956,0.0376,0.034,0.024
300.0,0,0.5,0.1914,0.0554,0.034,0.102
305.0,0,0.5,0.11003,0.00803,0.034,0.068
320.0,0,0.5,0.2185,0.179,0.034,0.0055
327.0,0,0.5,0.0767,0.0277,0.034,0.015
337.0,0,0.5,0.0578,0.0154,0.034,0.0084
361.0,0,0.5,0.041798,0.000798,0.034,0.007
368.0,0,0.5,0.0557,0.0173,0.034,0.0044
382.0,0,0.5,0.05139,0.00039,0.034,0.017
391.0,0,0.5,0.0499,0.0131,0.034,0.0028
408.0,0,0.5,0.0551,0.0186,0.034,0.0025
419.0,0,0.5,0.1162,0.0532,0.034,0.029
426.0,0,0.5,0.093,0.0477,0.034,0.0113
448.0,0,0.5,0.11156,0.00656,0.034,0.071
461.0,0,0.5,0.0903,0.0496,0.034,0.0067
465.0,0,0.5,0.1263,0.0856,0.034,0.0067
473.0,0,0.5,0.0594,0.0231,0.034,0.0023
496.0,0,0.5,0.05015,0.00935,0.034,0.0068
