energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-1.41,0,5.5,7.806149,0.002722893,0.04,7.763426
0.1707543,0,6.5,0.3408995,2.178583e-05,0.04,0.3008777
0.7046641,0,6.5,0.1647407,4.315771e-05,0.04,0.1246975
2.02383,0,5.5,0.3893676,0.0001516968,0.04,0.3492159
2.413722,0,5.5,0.262832,5.53382e-05,0.04,0.2227767
2.704939,0,5.5,0.3221377,9.710603e-05,0.04,0.2820406
2.773103,0,6.5,0.3378038,7.099976e-05,0.04,0.2977328
3.125982,0,6.5,0.2848331,9.914225e-05,0.04,0.244734
3.538905,0,5.5,0.6281737,0.0001151296,0.04,0.5880586
5.071354,0,6.5,0.9076025,0.0003544568,0.04,0.867248
6.029634,0,5.5,0.1829979,0.0001954597,0.04,0.1428024
7.013596,0,6.5,0.630136,0.0005794281,0.04,0.5895566
7.922144,0,5.5,0.3676366,0.0001787654,0.04,0.3274578
9.755124,0,6.5,1.960193,0.001853331,0.04,1.91834
11.90215,0,6.5,0.7867623,0.001270193,0.04,0.7454921
12.38354,0,6.5,0.1550855,0.0004755715,0.04,0.1146099
12.82598,0,5.5,0.3230927,0.001116941,0.04,0.2819758
14.47852,0,6.5,0.7184712,0.002883601,0.04,0.6755876
15.48415,0,6.5,0.5370987,0.0009062239,0.04,0.4961925
16.24547,0,5.5,0.7727017,0.002262332,0.04,0.7304394
17.90598,0,6.5,0.6008895,0.001086531,0.04,0.559803
19.2475,0,5.5,1.0931,0.001978416,0.04,1.051122
20.32379,0,6.5,1.069569,0.00141388,0.04,1.028155
21.91487,0,5.5,0.8271813,0.001173589,0.04,0.7860077
22.68179,0,6.5,0.4597232,0.0008503001,0.04,0.4188729
24.87545,0,6.5,1.082489,0.002927687,0.04,1.039561
26.1274,0,5.5,0.6256659,0.001358084,0.04,0.5843078
27.25269,0,6.5,1.088789,0.002429524,0.04,1.046359
28.5865,0,6.5,0.7076071,0.001449776,0.04,0.6661573
29.80455,0,5.5,1.182522,0.003320897,0.04,1.139201
31.84139,0,5.5,1.385245,0.002635618,0.04,1.342609
33.93566,0,6.5,0.9095887,0.002045013,0.04,0.8675437
