energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-6.65,0,0.5,0.0476,0.0042,0.037,0.0064
7.67,0,0.5,0.046724,0.0096,0.037,0.000124
16.77,0,0.5,0.04035,0.00195,0.037,0.0014
22.85,0,0.5,0.04084,0.00084,0.037,0.003
34.99,0,0.5,0.0444,0.0045,0.037,0.0029
52.78,0,0.5,0.03926,0.00056,0.037,0.0017
67.99,0,0.5,0.04067,0.00067,0.037,0.003
85.96,0,0.5,0.06215,0.0245,0.037,0.00065
96.12,0,0.5,0.04584,0.0073,0.037,0.00154
132.8,0,0.5,0.05367,0.0155,0.037,0.00117
139.1,0,0.5,0.0423,0.0025,0.037,0.0028
171.2,0,0.5,0.0416,0.0033,0.037,0.0013
181.6,0,0.5,0.0491,0.01,0.037,0.0021
197.0,0,0.5,0.081,0.043,0.037,0.001
209.8,0,0.5,0.07952,0.042,0.037,0.00052
220.1,0,0.5,0.09225,0.054,0.037,0.00125
230.5,0,0.5,0.0674,0.03,0.037,0.0004
234.9,0,0.5,0.0417,0.0038,0.037,0.0009
242.7,0,0.5,0.0405,0.0013,0.037,0.0022
264.9,0,0.5,0.0479,0.01,0.037,0.0009
274.1,0,0.5,0.0536,0.016,0.037,0.0006
316.8,0,0.5,0.0428,0.0055,0.037,0.0003
329.5,0,0.5,0.04389,0.0066,0.037,0.00029
343.6,0,0.5,0.06416,0.026,0.037,0.00116
353.1,0,0.5,0.13928,0.101,0.037,0.00128
361.7,0,0.5,0.07203,0.034,0.037,0.00103
364.4,0,0.5,0.0491,0.01,0.037,0.0021
386.2,0,0.5,0.06411,0.026,0.037,0.00111
397.6,0,0.5,0.06066,0.023,0.037,0.00066
415.0,0,0.5,0.05627,0.019,0.037,0.00027
420.6,0,0.5,0.1308899,0.0929999,0.037,0.00089
426.9,0,0.5,0.05035,0.013,0.037,0.00035
443.4,0,0.5,0.12382,0.086,0.037,0.00082
470.9,0,0.5,0.20584,0.167,0.037,0.00184
488.9,0,0.5,0.0525,0.015,0.037,0.0005
491.9,0,0.5,0.09147,0.054,0.037,0.00047
512.4,0,0.5,0.2372,0.2,0.037,0.0002
520.5,0,0.5,0.06555,0.026,0.037,0.00255
596.4,0,0.5,0.055,0.017,0.037,0.001
612.4,0,0.5,0.068,0.03,0.037,0.001
620.0,0,0.5,0.0648,0.027,0.037,0.0008
627.8,0,0.5,0.0445,0.007,0.037,0.0005
637.9,0,0.5,0.0477,0.01,0.037,0.0007
646.9,0,0.5,0.23768,0.2,0.037,0.00068
652.4,0,0.5,0.1181,0.081,0.037,9.99999e-05
691.3,0,0.5,0.0508,0.013,0.037,0.0008
695.3,0,0.5,0.0537,0.016,0.037,0.0007
704.5,0,0.5,0.1024999,0.0639999,0.037,0.0015
712.8,0,0.5,0.0572,0.02,0.037,0.0002
731.6,0,0.5,0.09717,0.06,0.037,0.00017
746.0,0,0.5,0.0426,0.004,0.037,0.0016
759.7,0,0.5,0.23717,0.2,0.037,0.00017
778.6,0,0.5,0.1107,0.072,0.037,0.0017
790.1,0,0.5,0.0427,0.004,0.037,0.0017
797.5,0,0.5,0.0427,0.002,0.037,0.0037
802.5,0,0.5,0.0471,0.007,0.037,0.0031
815.8,0,0.5,0.051,0.011,0.037,0.003
823.0,0,0.5,0.0743,0.028,0.037,0.0093
846.3,0,0.5,0.0447,0.006,0.037,0.0017
857.9,0,0.5,0.0714,0.033,0.037,0.0014
865.6,0,0.5,0.0561,0.015,0.037,0.0041
872.0,0,0.5,0.061,0.023,0.037,0.001
884.9,0,0.5,0.0992,0.062,0.037,0.0002
899.7,0,0.5,0.16514,0.128,0.037,0.00014
914.0,0,0.5,0.23717,0.2,0.037,0.00017
926.3,0,0.5,0.0565,0.019,0.037,0.0005
946.9,0,0.5,0.0714,0.034,0.037,0.0004
971.5,0,0.5,0.23735,0.2,0.037,0.00035
