energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-70.0,0,0.5,0.18237,0.15897,0.0234,0.0
2.67,0,0.5,0.024325,0.002325,0.022,0.0
14.6,0,0.5,0.023461,6.1e-05,0.0234,0.0
22.57,0,0.5,0.02329,0.00029,0.023,0.0
40.95,0,0.5,0.02745,0.00045,0.027,0.0
53.46,0,0.5,0.073244,0.052,0.0212,4.4e-05
67.6,0,0.5,0.027577,0.0045,0.023,7.7e-05
88.45,0,0.5,0.024092,0.00066,0.0234,3.2e-05
107.32,0,0.5,0.038051,0.017,0.021,5.1e-05
131.4,0,0.5,0.032149,0.0061,0.026,4.9e-05
141.43,0,0.5,0.02351892,0.00011892,0.0234,0.0
149.7,0,0.5,0.037049,0.014,0.023,4.9e-05
163.5,0,0.5,0.02392426,0.00052426,0.0234,0.0
204.8,0,0.5,0.07349,0.052,0.021,0.00049
210.0,0,0.5,0.02382025,0.00042025,0.0234,0.0
215.3,0,0.5,0.028653,0.005253,0.0234,0.0
219.3,0,0.5,0.0237,0.0003,0.0234,0.0
232.7,0,0.5,0.028374,0.0049,0.0234,7.4e-05
264.5,0,0.5,0.02376,0.00036,0.0234,0.0
271.95,0,0.5,0.02365591,0.00016491,0.0234,9.1e-05
273.6,0,0.5,0.0386,0.0166,0.022,0.0
274.75,0,0.5,0.02357,0.00017,0.0234,0.0
281.05,0,0.5,0.02353,0.00013,0.0234,0.0
298.7,0,0.5,0.034,0.008,0.026,0.0
303.6,0,0.5,0.04091,0.0183,0.0225,0.00011
319.9,0,0.5,0.25123,0.229,0.022,0.00023
327.6,0,0.5,0.0239,0.0005,0.0234,0.0
332.4,0,0.5,0.0961,0.071,0.025,0.0001
374.3,0,0.5,0.0298,0.0064,0.0234,0.0
379.63,0,0.5,0.02367,0.00027,0.0234,0.0
382.2,0,0.5,0.069484,0.0459,0.0235,8.4e-05
396.1,0,0.5,0.0259,0.0025,0.0234,0.0
399.9,0,0.5,0.0252,0.0018,0.0234,0.0
410.6,0,0.5,0.0309,0.0075,0.0234,0.0
424.1,0,0.5,0.0275,0.0041,0.0234,0.0
425.15,0,0.5,0.02368,0.00028,0.0234,0.0
473.7,0,0.5,0.02436,0.00096,0.0234,0.0
482.5,0,0.5,0.0444,0.0209,0.0235,0.0
494.75,0,0.5,0.02367,0.00027,0.0234,0.0
503.9,0,0.5,0.1734,0.15,0.0234,0.0
536.6,0,0.5,0.121,0.1,0.021,0.0
548.6,0,0.5,0.099,0.074,0.025,0.0
576.4,0,0.5,0.0534,0.03,0.0234,0.0
595.0,0,0.5,0.055226,0.0318,0.0234,2.6e-05
599.8,0,0.5,0.032234,0.0087,0.0234,0.000134
610.8,0,0.5,0.034484,0.011,0.0234,8.4e-05
638.5,0,0.5,0.0278,0.0044,0.0234,0.0
665.0,0,0.5,0.0172,0.0027,0.0145,0.0
669.3,0,0.5,0.02761,0.013,0.0145,0.00011
693.2,0,0.5,0.05728,0.035,0.022,0.00028
711.6,0,0.5,0.195048,0.175,0.02,4.8e-05
727.6,0,0.5,0.0177,0.0032,0.0145,0.0
736.7,0,0.5,0.16911,0.154,0.0145,0.00061
755.0,0,0.5,0.20915,0.193,0.0145,0.00165
761.2,0,0.5,0.0983,0.0038,0.0145,0.08
788.5,0,0.5,0.07974,0.064,0.0145,0.00124
794.0,0,0.5,0.189543,0.175,0.0145,4.3e-05
824.5,0,0.5,0.01767,0.003,0.0145,0.00017
837.7,0,0.5,0.052549,0.038,0.0145,4.9e-05
856.6,0,0.5,0.04967,0.035,0.0145,0.00017
865.6,0,0.5,0.025048,0.0105,0.0145,4.8e-05
878.1,0,0.5,0.072531,0.058,0.0145,3.1e-05
886.5,0,0.5,0.037315,0.0228,0.0145,1.5e-05
923.2,0,0.5,0.102337,0.0878,0.0145,3.7e-05
935.4,0,0.5,0.0306,0.0161,0.0145,0.0
939.6,0,0.5,0.0291,0.0146,0.0145,0.0
949.1,0,0.5,0.0349,0.0204,0.0145,0.0
977.9,0,0.5,0.0356,0.0211,0.0145,0.0
