energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
195.13,0,2.0,0.04583782,0.00032592,0.04,0.0055119
195.79,0,2.0,0.04408007,0.003312,0.04,0.00076807
196.62,0,3.0,0.04844598,0.00828,0.04,0.00016598
196.79,0,3.0,0.04461367,0.004511,0.04,0.00010267
197.95,0,2.0,0.042653,0.000252,0.04,0.002401
198.67,0,2.0,0.04080044,0.00068112,0.04,0.00011932
199.87,0,2.0,0.04136075,0.0013481,0.04,1.2648e-05
200.27,0,2.0,0.04061819,0.00060168,0.04,1.6511e-05
200.93,0,3.0,0.052525,0.001944,0.04,0.010581
202.43,0,3.0,0.04044106,0.00026589,0.04,0.00017517
203.08,0,3.0,0.04109008,0.00065194,0.04,0.00043814
203.76,0,2.0,0.04095782,0.00045792,0.04,0.0004999
204.35,0,3.0,0.04308878,0.003071,0.04,1.7785e-05
204.85,0,2.0,0.04098795,0.00016416,0.0408,2.3795e-05
205.73,0,2.0,0.04204363,0.001974,0.04,6.9626e-05
206.71,0,3.0,0.04821096,0.007998,0.04,0.00021296
207.03,0,2.0,0.0417133,0.00085454,0.040801,5.7764e-05
207.97,0,2.0,0.04464457,0.004621,0.04,2.3574e-05
208.67,0,3.0,0.04025979,0.00024909,0.04,1.0697e-05
208.86,0,2.0,0.0413778,0.00020108,0.040799,0.00037772
210.27,0,2.0,0.04517572,0.0051701,0.04,5.6239e-06
210.56,0,2.0,0.04475842,0.00474,0.04,1.8417e-05
213.03,0,2.0,0.04257232,0.0025721,0.04,2.2468e-07
213.62,0,3.0,0.04080768,0.00080657,0.04,1.1052e-06
214.58,0,2.0,0.04171992,0.001704,0.04,1.5923e-05
214.9,0,3.0,0.04049331,0.00049286,0.04,4.5334e-07
216.75,0,2.0,0.04673267,0.006732,0.04,6.719e-07
217.24,0,2.0,0.05266733,0.01242,0.04,0.00024733
217.65,0,3.0,0.04110157,0.00021973,0.040776,0.00010584
218.61,0,2.0,0.04278402,0.002736,0.04,4.8015e-05
219.42,0,3.0,0.04081951,0.00080023,0.04,1.9279e-05
220.3,0,2.0,0.0422939,0.0022939,0.04,2.7975e-10
221.52,0,3.0,0.04028841,0.00027206,0.04,1.6348e-05
222.05,0,2.0,0.0439138,0.0037951,0.04,0.0001187
222.64,0,2.0,0.04121606,0.0012041,0.04,1.1963e-05
223.65,0,3.0,0.0402911,0.00025851,0.04,3.2591e-05
224.34,0,2.0,0.0453618,0.00531,0.04,5.1796e-05
225.53,0,3.0,0.04034838,0.00033446,0.04,1.3919e-05
226.4,0,2.0,0.04641259,0.0063701,0.04,4.2485e-05
226.63,0,3.0,0.04791271,0.0077011,0.04,0.00021161
227.62,0,3.0,0.04048857,0.00033754,0.04,0.00015103
228.21,0,3.0,0.0419314,0.00189,0.04,4.1397e-05
228.95,0,2.0,0.04334916,0.003349,0.04,1.5694e-07
229.3,0,2.0,0.04358708,0.0032681,0.04,0.00031898
230.17,0,3.0,0.04363296,0.0032611,0.04,0.00037186
231.7,0,2.0,0.05366342,0.01365,0.04,1.3416e-05
231.93,0,3.0,0.04424353,0.004241,0.04,2.5287e-06
232.98,0,2.0,0.04471784,0.0040951,0.04,0.00062274
233.71,0,2.0,0.04136381,0.00044034,0.040799,0.00012447
234.09,0,2.0,0.04524,0.0040111,0.04,0.0012289
234.79,0,2.0,0.04052848,0.00052848,0.04,0.0
235.39,0,2.0,0.04432791,0.0036139,0.04,0.00071401
235.75,0,2.0,0.04216847,0.0012796,0.040788,0.00010087
236.15,0,3.0,0.04083799,0.00083606,0.04,1.934e-06
237.28,0,3.0,0.04498017,0.00498,0.04,1.6842e-07
238.03,0,3.0,0.04144995,0.001176,0.04,0.00027395
238.29,0,2.0,0.04750293,0.007283,0.04,0.00021993
239.41,0,2.0,0.04416158,0.004123,0.04,3.8576e-05
239.86,0,3.0,0.04258501,0.002585,0.04,6.0942e-09
240.63,0,2.0,0.04075946,0.00074832,0.04,1.1136e-05
241.33,0,3.0,0.04079902,0.00011743,0.04,0.00068159
242.53,0,2.0,0.04183348,0.001775,0.04,5.8479e-05
243.44,0,3.0,0.0409032,0.00083143,0.04,7.177e-05
244.49,0,2.0,0.04111279,0.001109,0.04,3.7938e-06
245.29,0,3.0,0.04074147,0.00068657,0.04,5.4902e-05
246.23,0,3.0,0.04279603,0.002773,0.04,2.3033e-05
246.85,0,3.0,0.04081236,0.00074811,0.04,6.425e-05
247.4,0,2.0,0.04094572,0.00076824,0.04,0.00017748
248.13,0,2.0,0.04079436,0.00053712,0.04,0.00025724
249.13,0,3.0,0.04167136,0.0016711,0.04,2.589e-07
249.55,0,2.0,0.04575373,0.005695,0.04,5.8727e-05
251.02,0,2.0,0.04251566,0.002515,0.04,6.5862e-07
252.01,0,3.0,0.04846805,0.008023,0.04,0.00044505
253.02,0,3.0,0.0458033,0.0045871,0.04,0.0012162
253.51,0,2.0,0.04222826,0.001291,0.04,0.00093726
254.75,0,3.0,0.04388005,0.003665,0.04,0.00021505
256.45,0,2.0,0.04275947,0.002657,0.04,0.00010247
257.15,0,3.0,0.04313252,0.0027571,0.04,0.00037542
257.51,0,2.0,0.04443883,0.004435,0.04,3.8338e-06
258.04,0,3.0,0.04071059,0.00067766,0.04,3.2929e-05
259.13,0,3.0,0.04914477,0.009113,0.04,3.1772e-05
259.9,0,3.0,0.04473117,0.0046839,0.04,4.7273e-05
260.89,0,2.0,0.04093838,0.00093,0.04,8.3751e-06
261.49,0,2.0,0.04108506,0.001068,0.04,1.7065e-05
263.85,0,3.0,0.04405135,0.004051,0.04,3.5062e-07
264.39,0,3.0,0.04241594,0.0022521,0.04,0.00016384
264.64,0,3.0,0.04089589,0.00089589,0.04,0.0
265.1,0,2.0,0.3460065,0.00015274,0.34574,0.0001138
266.65,0,3.0,0.04037333,0.00035726,0.04,1.6066e-05
267.3,0,2.0,0.02773581,0.00035177,0.02729,9.4044e-05
267.82,0,2.0,0.04193005,0.001909,0.04,2.1049e-05
268.41,0,3.0,0.04116752,0.0011661,0.04,1.4162e-06
269.44,0,2.0,0.04030508,0.00025656,0.04,4.8523e-05
270.35,0,3.0,0.04226499,0.0022059,0.04,5.9091e-05
270.88,0,2.0,0.0567166,0.01668,0.04,3.6603e-05
