energy,L,J,totalWidth,neutronWidth,captureWidth,fissionWidth
-3.4955,0,3.0,0.04548,0.00548,0.04,0.0
-0.56,0,2.0,0.04045534,0.00045,0.04,5.34e-06
0.49,0,2.0,0.04054823,4.6992e-05,0.0405,1.24e-06
1.32,0,3.0,0.04031102,3.2349e-05,0.04027,8.6704e-06
1.48,0,2.0,0.04067541,0.00018408,0.04049,1.3285e-06
1.97,0,3.0,0.03955828,1.4091e-05,0.03954,4.1867e-06
3.05,0,3.0,0.040802,1.7143e-09,0.0408,2e-06
3.86,0,3.0,0.03988734,0.00021154,0.03967,5.8e-06
4.26,0,2.0,0.04043897,3.2568e-05,0.0404,6.4e-06
4.861,0,2.0,0.04004616,4.176e-05,0.04,4.4e-06
5.78,0,3.0,0.04239884,0.00052834,0.04186,1.05e-05
6.38,0,3.0,0.03967225,7.8857e-05,0.03959,3.388e-06
6.68,0,2.0,0.04011498,1.32e-05,0.04008,2.1782e-05
7.188,0,2.0,0.04003376,8.88e-06,0.04,2.4877e-05
7.421,0,3.0,0.0384924,0.0001224,0.03836,1e-05
7.681,0,2.0,0.04014991,2.16e-06,0.04,0.00014775
8.305,0,3.0,0.03768377,9.0171e-05,0.03759,3.6e-06
8.976,0,3.0,0.03711487,0.00010217,0.03699,2.27e-05
9.297,0,2.0,0.04204366,0.00060216,0.04144,1.5036e-06
10.231,0,2.0,0.04002964,2.832e-05,0.04,1.3247e-06
10.681,0,3.0,0.04043593,0.00043183,0.04,4.1e-06
10.843,0,3.0,0.04068993,0.00068863,0.04,1.3e-06
11.095,0,2.0,0.0447911,0.0010099,0.04378,1.2e-06
12.201,0,3.0,0.04005096,4.8686e-05,0.04,2.2737e-06
12.616,0,2.0,0.04107083,0.0009108,0.04016,2.819e-08
13.135,0,3.0,0.04003029,1.6629e-05,0.04,1.3657e-05
14.387,0,2.0,0.04000923,2.4e-06,0.04,6.8263e-06
15.787,0,3.0,0.04007312,6.9257e-05,0.04,3.8638e-06
15.938,0,3.0,0.04004083,3.8229e-05,0.04,2.6032e-06
16.086,0,2.0,0.0410531,0.0010519,0.04,1.2034e-06
16.857,0,2.0,0.03808287,0.00029856,0.03778,4.3078e-06
17.592,0,3.0,0.03927438,0.00015617,0.03911,8.2053e-06
17.898,0,2.0,0.04003133,1.824e-05,0.04,1.3092e-05
17.942,0,3.0,0.04004656,3.0857e-06,0.04,4.347e-05
18.89,0,2.0,0.04004753,4.752e-05,0.04,6.3758e-09
19.126,0,3.0,0.04009809,8.7771e-05,0.04,1.0318e-05
19.925,0,3.0,0.04008355,6.9943e-05,0.04,1.3611e-05
20.398,0,2.0,0.04075823,0.001368,0.03939,2.2573e-07
21.096,0,3.0,0.04044904,0.00044554,0.04,3.5e-06
21.319,0,2.0,0.04004579,2.832e-05,0.04,1.7471e-05
22.015,0,2.0,0.04099139,0.0014981,0.03949,3.2924e-06
22.864,0,3.0,0.038917,0.0003804,0.03853,6.6e-06
23.675,0,3.0,0.03937027,0.0014199,0.03795,3.7259e-07
23.981,0,2.0,0.04020027,0.00019056,0.04,9.7083e-06
24.78,0,3.0,0.04003044,2.64e-05,0.04,4.0368e-06
24.982,0,3.0,0.0436741,0.003665,0.04,9.1e-06
26.19,0,3.0,0.04031837,0.00019937,0.04,0.000119
26.56,0,3.0,0.0431251,0.0023361,0.04073,5.9e-05
27.09,0,2.0,0.04003824,3.768e-05,0.04,5.6497e-07
28.463,0,2.0,0.04009395,9.384e-05,0.04,1.0552e-07
28.613,0,3.0,0.04003069,3.0686e-05,0.04,6.8777e-09
28.933,0,2.0,0.0401368,0.0001368,0.04,8.7641e-11
29.48,0,2.0,0.04038424,8.424e-05,0.04,0.0003
30.417,0,3.0,0.041544,0.003145,0.03815,0.000249
30.742,0,2.0,0.0403888,0.0003708,0.04,1.8e-05
31.303,0,3.0,0.04026049,0.00024549,0.04,1.5e-05
31.657,0,3.0,0.04009537,4.3371e-05,0.04,5.2e-05
32.482,0,2.0,0.04001057,1.056e-05,0.04,9.3229e-09
33.421,0,3.0,0.04040379,0.00039497,0.04,8.8158e-06
33.904,0,2.0,0.04048812,0.0004872,0.04,9.1905e-07
34.076,0,3.0,0.04004519,3.5314e-05,0.04,9.8722e-06
34.685,0,3.0,0.04017601,0.00016989,0.04,6.1158e-06
35.203,0,2.0,0.04040892,0.00040872,0.04,2.0206e-07
36.385,0,3.0,0.04012575,0.00012566,0.04,9.3855e-08
36.818,0,2.0,0.04008747,8.736e-05,0.04,1.1311e-07
37.155,0,3.0,0.0388719,0.0011379,0.03737,0.000364
37.83,0,2.0,0.04014943,4.224e-05,0.04,0.00010719
38.054,0,2.0,0.04026371,0.00020832,0.04,5.539e-05
38.194,0,3.0,0.041231,0.001193,0.04,3.8e-05
38.915,0,3.0,0.04164983,0.00081583,0.04,0.000834
39.012,0,2.0,0.04051473,0.00040992,0.04,0.00010481
39.245,0,3.0,0.04131986,0.00052886,0.04,0.000791
39.8,0,2.0,0.04158832,8.832e-05,0.04,0.0015
39.932,0,3.0,0.04746483,0.00044983,0.04,0.007015
41.358,0,3.0,0.0414911,0.0019471,0.03891,0.000634
42.385,0,3.0,0.04008528,8.4e-05,0.04,1.2752e-06
42.836,0,3.0,0.04114031,8.3314e-05,0.04,0.001057
43.195,0,3.0,0.04059079,3.7297e-06,0.040585,2.0567e-06
43.647,0,2.0,0.04033865,0.00033864,0.04,1.0905e-08
44.277,0,2.0,0.04112116,2.616e-05,0.04,0.001095
44.921,0,2.0,0.04026873,1.2e-05,0.04,0.00025673
45.712,0,2.0,0.04052937,0.00051096,0.04,1.8413e-05
46.031,0,3.0,0.04136017,0.00057017,0.04,0.00079
46.359,0,3.0,0.047978,0.002629,0.04533,1.9e-05
47.328,0,2.0,0.04108366,0.002863,0.03822,6.595e-07
48.44,0,2.0,0.04024392,0.00010392,0.04,0.00014
48.775,0,3.0,0.04037372,0.0003492,0.04,2.4523e-05
48.895,0,2.0,0.04018306,0.00017184,0.04,1.1222e-05
49.27,0,2.0,0.04003636,7.2e-06,0.04,2.9162e-05
49.82,0,3.0,0.040697,0.004169,0.03652,8e-06
50.338,0,2.0,0.03348975,0.0021005,0.031332,5.7247e-05
50.4,0,3.0,0.0542519,0.0073959,0.04679,6.6e-05
51.71,0,3.0,0.04014034,0.00011246,0.04,2.7877e-05
52.21,0,2.0,0.04040136,0.00040128,0.04,7.9217e-08
52.65,0,2.0,0.04089759,0.0008796,0.04,1.7992e-05
53.05,0,3.0,0.04008324,5.8457e-05,0.04,2.4785e-05
53.89,0,2.0,0.04049405,0.0004896,0.04,4.4526e-06
54.28,0,2.0,0.04017383,0.00015744,0.04,1.6388e-05
55.04,0,3.0,0.04025906,0.00025886,0.04,1.9813e-07
56.01,0,2.0,0.041213,0.001213,0.04,1.8041e-09
56.16,0,3.0,0.04072925,0.00071794,0.04,1.1313e-05
56.57,0,2.0,0.04003756,3.6e-05,0.04,1.5616e-06
56.86,0,3.0,0.04002076,1.2514e-05,0.04,8.2425e-06
57.403,0,2.0,0.05600702,6.0468e-06,0.055999,1.9705e-06
58.39,0,3.0,0.0403892,0.000372,0.04,1.7201e-05
58.63,0,3.0,0.04029781,0.00024497,0.04,5.2836e-05
59.51,0,2.0,0.04234123,0.0023371,0.04,4.127e-06
60.06,0,3.0,0.04228717,0.002274,0.04,1.3166e-05
60.97,0,3.0,0.04156487,0.0015621,0.04,2.7705e-06
61.37,0,3.0,0.04001491,1.4914e-05,0.04,0.0
61.625,0,3.0,0.04034306,0.00012245,0.040191,2.9607e-05
61.66,0,3.0,0.04045252,0.0004524,0.04,1.2389e-07
62.37,0,2.0,0.04038585,0.00038232,0.04,3.5299e-06
62.51,0,3.0,0.04142538,0.001415,0.04,1.0383e-05
62.92,0,3.0,0.04148595,0.0014851,0.04,8.4888e-07
63.45,0,2.0,0.04016951,8.28e-05,0.04,8.6708e-05
63.96,0,3.0,0.04025185,0.00024651,0.04,5.3381e-06
64.97,0,3.0,0.04085844,0.00085543,0.04,3.0053e-06
65.71,0,3.0,0.05115124,0.003787,0.04736,4.2416e-06
66.36,0,2.0,0.04002793,2.76e-05,0.04,3.2579e-07
66.8,0,2.0,0.0408176,1.7432e-05,0.0408,1.7049e-07
67.49,0,3.0,0.04763313,0.004866,0.04276,7.1328e-06
67.98,0,2.0,0.04282828,0.0028241,0.04,4.182e-06
68.78,0,3.0,0.04032034,0.0003084,0.04,1.1945e-05
69.28,0,2.0,0.04001354,1.296e-05,0.04,5.7957e-07
70.26,0,3.0,0.04166306,0.001663,0.04,5.9839e-08
70.69,0,2.0,0.04062418,0.00062352,0.04,6.5548e-07
71.22,0,3.0,0.04182806,0.001824,0.04,4.0647e-06
71.45,0,2.0,0.04240763,0.002407,0.04,6.33e-07
71.55,0,3.0,0.04058406,0.00058406,0.04,0.0
72.3,0,2.0,0.04080516,4.9834e-06,0.0408,1.7453e-07
72.97,0,2.0,0.04001016,1.008e-05,0.04,8.1135e-08
73.88,0,3.0,0.04027649,0.00027634,0.04,1.4902e-07
74.3,0,2.0,0.04169656,0.0016939,0.04,2.6567e-06
74.59,0,3.0,0.04046536,0.00045497,0.04,1.0385e-05
75.15,0,2.0,0.04015129,0.00014616,0.04,5.1284e-06
75.65,0,3.0,0.04001018,9.9429e-06,0.04,2.3518e-07
76.22,0,3.0,0.04003728,2.9143e-05,0.04,8.135e-06
76.58,0,2.0,0.04019553,0.00017544,0.04,2.0093e-05
77.01,0,3.0,0.04028118,0.00028114,0.04,3.8433e-08
77.57,0,2.0,0.04004519,3.288e-05,0.04,1.2313e-05
77.83,0,3.0,0.0408171,1.6727e-05,0.0408,3.7726e-07
78.33,0,3.0,0.04147001,0.00147,0.04,1.0572e-08
78.47,0,2.0,0.04069327,0.00069312,0.04,1.5476e-07
79.28,0,2.0,0.04293311,0.002933,0.04,1.0755e-07
79.901,0,3.0,0.04080982,9.7209e-06,0.0408,9.9636e-08
80.4,0,2.0,0.04023684,0.00021408,0.04,2.2758e-05
80.65,0,3.0,0.0404285,0.00042754,0.04,9.6269e-07
81.63,0,2.0,0.04047792,0.00047784,0.04,7.733e-08
82.12,0,3.0,0.04069639,0.00068794,0.04,8.4505e-06
82.4,0,2.0,0.04006786,6.312e-05,0.04,4.737e-06
83.41,0,2.0,0.04327235,0.003271,0.04,1.3482e-06
83.69,0,3.0,0.04315803,0.0031521,0.04,5.9316e-06
83.82,0,2.0,0.04251407,0.002507,0.04,7.0666e-06
85.22,0,3.0,0.04093671,0.00093257,0.04,4.1366e-06
86.12,0,2.0,0.04102214,0.0010219,0.04,2.3797e-07
86.54,0,3.0,0.04479486,0.004789,0.04,5.8552e-06
87.6,0,2.0,0.04162903,0.001626,0.04,3.0262e-06
87.75,0,3.0,0.04183593,0.001835,0.04,9.3323e-07
88.18,0,3.0,0.04093129,0.0009216,0.04,9.6892e-06
88.95,0,3.0,0.04160602,0.001602,0.04,4.0234e-06
89.47,0,3.0,0.04356877,0.0035679,0.04,8.7483e-07
89.943,0,2.0,0.04086381,6.8185e-05,0.040795,6.2469e-07
90.89,0,3.0,0.0442987,0.004291,0.04,7.6974e-06
91.015,0,2.0,0.04112334,0.00036164,0.040761,6.9512e-07
91.36,0,2.0,0.04020161,0.0001872,0.04,1.4413e-05
91.99,0,3.0,0.04050461,0.00048206,0.04,2.2547e-05
92.81,0,3.0,0.04016229,0.00015977,0.04,2.5214e-06
93.41,0,2.0,0.04218012,0.0021799,0.04,2.2084e-07
94.27,0,3.0,0.04032653,0.00030874,0.04,1.7789e-05
94.52,0,2.0,0.04010344,9.816e-05,0.04,5.2791e-06
95.09,0,3.0,0.04007169,7.1657e-05,0.04,3.2065e-08
95.43,0,2.0,0.04042492,0.00042384,0.04,1.082e-06
96.46,0,3.0,0.04007613,7.6114e-05,0.04,1.6175e-08
96.68,0,2.0,0.04047056,0.0004668,0.04,3.7602e-06
97.394,0,2.0,0.04081675,1.7519e-05,0.040799,2.3015e-07
97.77,0,2.0,0.04396753,0.003967,0.04,5.2619e-07
98.51,0,2.0,0.0425961,0.0025961,0.04,1.3768e-09
99.0,0,3.0,0.04010192,9.7886e-05,0.04,4.0333e-06
99.54,0,3.0,0.04159513,0.0015931,0.04,2.0331e-06
100.23,0,3.0,0.04432957,0.004327,0.04,2.575e-06
101.08,0,2.0,0.04622234,0.0062179,0.04,4.4394e-06
101.67,0,2.0,0.04169149,0.001681,0.04,1.0487e-05
102.02,0,2.0,0.0420938,0.002087,0.04,6.7963e-06
103.38,0,3.0,0.0408161,1.6035e-05,0.0408,6.4164e-08
103.79,0,3.0,0.04112653,0.0011241,0.04,2.4267e-06
103.99,0,2.0,0.04045483,0.00041424,0.04,4.0586e-05
104.62,0,2.0,0.0404888,0.00048336,0.04,5.4443e-06
105.24,0,3.0,0.04173589,0.001735,0.04,8.9005e-07
105.77,0,2.0,0.04398024,0.0039341,0.04,4.6135e-05
106.75,0,3.0,0.04003103,3.1029e-05,0.04,0.0
107.11,0,2.0,0.0406788,0.0006684,0.04,1.04e-05
108.28,0,3.0,0.03710032,3.5607e-05,0.037009,5.5714e-05
108.85,0,2.0,0.04106514,0.0010651,0.04,4.0458e-08
109.18,0,2.0,0.04261204,0.002609,0.04,3.0376e-06
109.69,0,3.0,0.04020955,2.4343e-05,0.04,0.00018521
110.36,0,3.0,0.04098849,0.00097971,0.04,8.7845e-06
110.64,0,2.0,0.04142267,0.001422,0.04,6.7443e-07
111.03,0,3.0,0.04252723,0.002527,0.04,2.2787e-07
111.78,0,3.0,0.04283928,0.002839,0.04,2.8134e-07
112.31,0,3.0,0.04048227,0.00043663,0.04,4.5644e-05
112.63,0,2.0,0.04002295,2.232e-05,0.04,6.3318e-07
113.06,0,2.0,0.04018332,0.0001824,0.04,9.2151e-07
113.44,0,2.0,0.04178874,0.001776,0.04,1.2744e-05
113.79,0,3.0,0.04307565,0.003061,0.04,1.4649e-05
114.08,0,3.0,0.04004903,4.9029e-05,0.04,0.0
114.78,0,2.0,0.04262326,0.0026201,0.04,3.1576e-06
115.53,0,2.0,0.04059905,0.00059904,0.04,8.1722e-09
115.85,0,2.0,0.04243868,0.002375,0.04,6.3682e-05
116.82,0,3.0,0.04038743,0.00035297,0.04,3.4457e-05
117.68,0,2.0,0.04269696,0.002496,0.04,0.00020096
119.13,0,2.0,0.04234823,0.0014141,0.04,0.00093413
119.53,0,3.0,0.05090914,0.00063514,0.04,0.010274
120.14,0,3.0,0.04059975,0.00034337,0.04,0.00025638
121.56,0,2.0,0.04023846,0.00012119,0.04,0.00011727
122.04,0,3.0,0.04029983,0.00029126,0.04,8.573e-06
122.43,0,2.0,0.04018202,4.44e-05,0.04,0.00013762
123.52,0,3.0,0.0402212,6.6857e-05,0.04,0.00015434
123.83,0,3.0,0.04041436,0.00027823,0.04,0.00013613
124.46,0,2.0,0.04012708,7.9256e-05,0.039893,0.00015482
125.08,0,3.0,0.04108131,0.00094097,0.04,0.00014034
125.71,0,3.0,0.04190014,0.0018981,0.04,2.0407e-06
125.99,0,2.0,0.0410955,0.00099432,0.04,0.00010118
126.32,0,3.0,0.041235,0.001235,0.04,4.9232e-09
127.03,0,3.0,0.04018797,0.00018789,0.04,7.8932e-08
127.37,0,2.0,0.040728,0.00072744,0.04,5.5874e-07
127.71,0,2.0,0.04028626,0.0002508,0.04,3.5463e-05
128.7,0,3.0,0.04005149,5.032e-05,0.04,1.1721e-06
129.4,0,2.0,0.04063695,0.0006132,0.04,2.375e-05
129.67,0,3.0,0.04059155,0.00057943,0.04,1.2121e-05
130.58,0,2.0,0.04082259,2.523e-05,0.040797,3.6202e-07
131.47,0,2.0,0.04073794,0.00073752,0.04,4.1725e-07
131.92,0,3.0,0.04090849,0.00086674,0.04,4.175e-05
132.4,0,2.0,0.04081938,2.0098e-05,0.040799,2.7847e-07
132.75,0,2.0,0.04013263,0.00012216,0.04,1.0465e-05
133.21,0,2.0,0.04093955,0.00013588,0.040803,6.7333e-07
133.56,0,3.0,0.04462931,0.0046231,0.04,6.2109e-06
134.2,0,3.0,0.04022669,0.00021789,0.04,8.8003e-06
134.78,0,3.0,0.04004358,4.3029e-05,0.04,5.466e-07
135.48,0,2.0,0.04015204,0.00014736,0.04,4.6807e-06
135.88,0,2.0,0.04086617,6.2554e-05,0.040801,2.6179e-06
136.38,0,2.0,0.04006816,5.328e-05,0.04,1.4878e-05
137.07,0,3.0,0.04018026,0.00017263,0.04,7.6279e-06
137.5,0,3.0,0.04276749,0.0027399,0.04,2.759e-05
137.61,0,2.0,0.04214185,0.001199,0.040939,3.8486e-06
137.95,0,2.0,0.04093706,0.00093672,0.04,3.3893e-07
138.51,0,3.0,0.04234197,0.002341,0.04,9.678e-07
138.99,0,2.0,0.04306082,0.003048,0.04,1.2815e-05
139.42,0,3.0,0.04041462,0.00040166,0.04,1.2956e-05
139.94,0,3.0,0.04046324,0.00043011,0.04,3.3126e-05
140.43,0,2.0,0.04052534,0.00051048,0.04,1.4857e-05
141.24,0,2.0,0.04178289,0.001781,0.04,1.8868e-06
141.6,0,3.0,0.0403968,0.00036394,0.04,3.2858e-05
142.27,0,3.0,0.04055435,0.00052851,0.04,2.5839e-05
143.44,0,2.0,0.04018739,4.848e-05,0.04,0.00013891
144.37,0,3.0,0.04373807,0.0037351,0.04,2.968e-06
144.66,0,2.0,0.04049041,0.00049008,0.04,3.2807e-07
145.6,0,2.0,0.04079263,0.00078264,0.04,9.9919e-06
146.59,0,2.0,0.04150062,0.001477,0.04,2.3622e-05
146.89,0,3.0,0.04036945,0.00036686,0.04,2.5874e-06
147.33,0,3.0,0.04157559,0.001573,0.04,2.5946e-06
148.58,0,3.0,0.04094898,0.00093326,0.04,1.5716e-05
149.66,0,2.0,0.04141702,0.001417,0.04,2.0717e-08
150.0,0,2.0,0.04173432,0.001727,0.04,7.3197e-06
150.49,0,3.0,0.04404779,0.0040351,0.04,1.2691e-05
150.82,0,3.0,0.04092304,0.00092246,0.04,5.7654e-07
151.97,0,2.0,0.04043757,0.00043752,0.04,4.5479e-08
152.32,0,3.0,0.04217131,0.002167,0.04,4.3102e-06
154.2,0,3.0,0.04175449,0.001753,0.04,1.4895e-06
154.43,0,2.0,0.04080366,0.000774,0.04,2.9662e-05
155.41,0,3.0,0.0410103,0.00099034,0.04,1.996e-05
156.43,0,3.0,0.04152911,0.001529,0.04,1.1346e-07
156.84,0,3.0,0.04077715,0.00077709,0.04,5.9386e-08
158.07,0,3.0,0.0412583,0.0012381,0.04,2.0202e-05
158.46,0,3.0,0.0433986,0.0033981,0.04,4.9537e-07
159.6,0,3.0,0.04015572,7.5429e-05,0.04,8.0293e-05
160.21,0,2.0,0.04086053,4.2126e-05,0.040801,1.7407e-05
160.7,0,3.0,0.07288824,0.004585,0.0683,3.244e-06
161.3,0,2.0,0.04100182,0.0002011,0.0408,7.171e-07
161.9,0,3.0,0.04087466,0.00087446,0.04,1.9627e-07
163.0,0,3.0,0.04560758,0.0033931,0.0422,1.4484e-05
164.09,0,2.0,0.0413301,0.00052631,0.040796,7.7871e-06
164.34,0,3.0,0.04202727,0.0020241,0.04,3.1679e-06
165.24,0,3.0,0.04047267,0.00047126,0.04,1.4079e-06
166.83,0,3.0,0.04265517,0.002639,0.04,1.6165e-05
166.96,0,2.0,0.042101,0.002101,0.04,0.0
168.67,0,3.0,0.04042129,0.00041829,0.04,2.9969e-06
169.05,0,3.0,0.0441951,0.004193,0.04,2.1017e-06
169.94,0,3.0,0.04124059,0.0012321,0.04,8.4902e-06
170.31,0,3.0,0.04059251,0.00058166,0.04,1.0847e-05
171.05,0,2.0,0.04474693,0.0047141,0.04,3.2829e-05
171.55,0,2.0,0.04090566,0.00010662,0.040799,4.3652e-08
172.29,0,2.0,0.04131243,0.0013099,0.04,2.5333e-06
173.0,0,3.0,0.04158509,0.0015759,0.04,9.1911e-06
173.34,0,3.0,0.04088288,0.00087943,0.04,3.4538e-06
173.7,0,3.0,0.04095258,0.00012397,0.040801,2.7608e-05
174.85,0,3.0,0.04105187,0.0010341,0.04,1.7769e-05
175.31,0,2.0,0.04365818,0.0036199,0.04,3.8282e-05
176.28,0,3.0,0.04387346,0.0038661,0.04,7.3613e-06
176.93,0,3.0,0.04524371,0.0052291,0.04,1.4613e-05
177.24,0,3.0,0.04059,0.00052423,0.04,6.5775e-05
180.17,0,3.0,0.04569201,0.005675,0.04,1.7009e-05
181.06,0,2.0,0.0432922,0.0032779,0.04,1.4303e-05
181.55,0,2.0,0.04053905,0.0005316,0.04,7.4536e-06
182.47,0,3.0,0.04211198,0.002106,0.04,5.9831e-06
182.82,0,2.0,0.04119086,0.0003793,0.0408,1.1561e-05
183.36,0,2.0,0.04260686,0.0025579,0.04,4.8958e-05
184.15,0,2.0,0.04699669,0.0069581,0.04,3.8585e-05
184.56,0,2.0,0.04130799,0.00035774,0.0408,0.00015025
185.67,0,2.0,0.04047979,0.00047016,0.04,9.6315e-06
185.92,0,2.0,0.04114385,0.00032425,0.040799,2.06e-05
186.29,0,2.0,0.0410974,0.0010459,0.04,5.1503e-05
188.04,0,2.0,0.0540608,0.01389,0.04,0.0001708
189.18,0,2.0,0.04730357,0.007265,0.04,3.8571e-05
190.66,0,3.0,0.04365386,0.0036141,0.04,3.9764e-05
190.9,0,2.0,0.04248033,0.0023861,0.04,9.4234e-05
191.74,0,3.0,0.04102041,0.001019,0.04,1.4147e-06
193.63,0,2.0,0.04400435,0.00387,0.04,0.00013435
194.56,0,3.0,0.04146183,0.0011259,0.04,0.00033593
