energy,Gd154 + photon [inclusive] width,n + Gd153 width,J,Pi,L
0.0297,0.065,4.093334e-05,1,1,0
0.297,0.122,3.466667e-05,1,1,0
6.7,0.122,0.001733333,1,1,0
14.56,0.122,0.004666667,1,1,0
45.6,0.122,0.0048,1,1,0
129.0,0.122,0.168,1,1,0
19.27,0.122,0.00304,2,1,0
27.7,0.122,0.00176,2,1,0
70.5,0.122,0.007999999,2,1,0
86.0,0.122,0.0656,2,1,0
