energy,Th233 + photon [inclusive] width,n + Th232 width,J,Pi,L
523.6635,0.0244,2.092e-06,1.5,-1,1
536.0115,0.0244,0.0002092,1.5,-1,1
538.0237,0.0244,8.957e-06,1.5,-1,1
550.3325,0.0244,3.502e-05,1.5,-1,1
552.243,0.0244,1.794e-05,1.5,-1,1
573.9088,0.0244,0.0003133,1.5,-1,1
578.6193,0.0244,0.0009935,1.5,-1,1
587.0,0.0244,1.1e-06,1.5,-1,1
597.9026,0.0244,4.182e-07,1.5,-1,1
615.5798,0.0244,9.395e-07,1.5,-1,1
622.4932,0.0244,5.394e-06,1.5,-1,1
633.5546,0.0244,2.4648e-05,1.5,-1,1
637.816,0.0244,5.392e-06,1.5,-1,1
644.8023,0.0244,7.765e-05,1.5,-1,1
653.9307,0.0244,5.672e-06,1.5,-1,1
667.6784,0.0244,2.485e-05,1.5,-1,1
681.0134,0.0244,1.372e-05,1.5,-1,1
681.3236,0.0244,7.843e-06,1.5,-1,1
696.1273,0.0244,3.253e-05,1.5,-1,1
708.5707,0.0244,3.493e-06,1.5,-1,1
715.2358,0.0244,0.000131,1.5,-1,1
726.7233,0.0244,2.577e-05,1.5,-1,1
748.9061,0.0244,3.52e-07,1.5,-1,1
755.0223,0.0244,9.629e-06,1.5,-1,1
765.4099,0.0244,0.0003606,1.5,-1,1
785.7894,0.0244,1.141e-05,1.5,-1,1
789.6858,0.0244,1.678e-05,1.5,-1,1
793.7766,0.0244,1.554e-05,1.5,-1,1
802.7956,0.0244,0.0001665,1.5,-1,1
809.5124,0.0244,3.789e-05,1.5,-1,1
809.7088,0.0244,8.447e-05,1.5,-1,1
813.1815,0.0244,3.471e-05,1.5,-1,1
821.7261,0.0244,0.0006126,1.5,-1,1
837.8064,0.0244,3.79e-05,1.5,-1,1
850.6713,0.0244,0.0001677,1.5,-1,1
870.0203,0.0244,0.0003812,1.5,-1,1
879.2741,0.0244,5.402e-05,1.5,-1,1
885.1181,0.0244,0.0001802,1.5,-1,1
893.6902,0.0244,6.396e-05,1.5,-1,1
900.1938,0.0244,4.515e-05,1.5,-1,1
903.932,0.0244,2.127e-05,1.5,-1,1
912.6219,0.0244,1.073e-06,1.5,-1,1
919.3513,0.0244,0.0002416,1.5,-1,1
927.6312,0.0244,0.0002285,1.5,-1,1
928.1055,0.0244,2.037e-06,1.5,-1,1
934.1301,0.0244,0.0001949,1.5,-1,1
942.4985,0.0244,7.582e-05,1.5,-1,1
946.1395,0.0244,2.171e-05,1.5,-1,1
960.9412,0.0244,9.107e-06,1.5,-1,1
970.0065,0.0244,1.267e-05,1.5,-1,1
974.5422,0.0244,9.709e-05,1.5,-1,1
986.137,0.0244,0.0001232,1.5,-1,1
988.1853,0.0244,0.000115,1.5,-1,1
996.7914,0.0244,0.0002424,1.5,-1,1
1005.243,0.0244,6.71e-06,1.5,-1,1
1022.966,0.0244,0.0002198,1.5,-1,1
1028.734,0.0244,3.915e-05,1.5,-1,1
1050.051,0.0244,0.0001686,1.5,-1,1
1055.365,0.0244,0.0002413,1.5,-1,1
1060.959,0.0244,8.56e-05,1.5,-1,1
1074.125,0.0244,4.205e-05,1.5,-1,1
1083.148,0.0244,1.59e-05,1.5,-1,1
1087.056,0.0244,1.45e-05,1.5,-1,1
1108.393,0.0244,0.0001772,1.5,-1,1
1113.886,0.0244,0.0002312,1.5,-1,1
1117.592,0.0244,0.0003488,1.5,-1,1
1119.939,0.0244,0.0001879,1.5,-1,1
1127.0,0.0244,0.00011,1.5,-1,1
1133.407,0.0244,0.0001073,1.5,-1,1
1137.324,0.0244,4.148e-05,1.5,-1,1
1152.861,0.0244,0.0001989,1.5,-1,1
1164.69,0.0244,2.871e-05,1.5,-1,1
1170.483,0.0244,5.6e-06,1.5,-1,1
1171.002,0.0244,1.564e-05,1.5,-1,1
1176.976,0.0244,0.0001968,1.5,-1,1
1186.765,0.0244,6.169e-05,1.5,-1,1
1189.755,0.0244,1.193e-05,1.5,-1,1
1197.865,0.0244,1.797e-06,1.5,-1,1
1201.975,0.0244,1.041e-05,1.5,-1,1
1204.871,0.0244,0.0004582,1.5,-1,1
1210.154,0.0244,3.375e-05,1.5,-1,1
1217.928,0.0244,5.763e-07,1.5,-1,1
1235.0,0.0244,0.000406,1.5,-1,1
1243.202,0.0244,0.0007343,1.5,-1,1
1254.285,0.0244,3.22e-05,1.5,-1,1
1262.471,0.0244,0.0004318,1.5,-1,1
1266.63,0.0244,4.417e-07,1.5,-1,1
1281.768,0.0244,1.145e-05,1.5,-1,1
1288.824,0.0244,6.403e-05,1.5,-1,1
1306.436,0.0244,1.991e-06,1.5,-1,1
1310.285,0.0244,8.987e-08,1.5,-1,1
1313.436,0.0244,3.22e-06,1.5,-1,1
1323.568,0.0244,2.071e-05,1.5,-1,1
1331.406,0.0244,1.495e-05,1.5,-1,1
1346.648,0.0244,0.0003296,1.5,-1,1
1346.913,0.0244,0.0001158,1.5,-1,1
1353.598,0.0244,1.499e-07,1.5,-1,1
1362.957,0.0244,0.0001703,1.5,-1,1
1370.05,0.0244,4.053e-06,1.5,-1,1
1372.533,0.0244,6.27e-06,1.5,-1,1
1379.238,0.0244,0.0002433,1.5,-1,1
1385.233,0.0244,8.946e-05,1.5,-1,1
1388.813,0.0244,0.001447,1.5,-1,1
1399.029,0.0244,2.48e-05,1.5,-1,1
1401.786,0.0244,0.0001363,1.5,-1,1
1409.455,0.0244,0.0001414,1.5,-1,1
1419.177,0.0244,0.0001222,1.5,-1,1
1436.447,0.0244,0.0002407,1.5,-1,1
1444.5,0.0244,0.00014642,1.5,-1,1
1450.693,0.0244,0.0001283,1.5,-1,1
1465.967,0.0244,9.265e-05,1.5,-1,1
1474.415,0.0244,2.813e-05,1.5,-1,1
1478.164,0.0244,0.0003701,1.5,-1,1
1485.47,0.0244,0.0001875,1.5,-1,1
1496.209,0.0244,0.00013721,1.5,-1,1
1500.248,0.0244,1.298e-05,1.5,-1,1
1517.5,0.0244,0.0005593,1.5,-1,1
1518.038,0.0244,0.0002495,1.5,-1,1
1531.219,0.0244,6.85e-05,1.5,-1,1
1537.542,0.0244,5.411e-05,1.5,-1,1
1549.074,0.0244,3.095e-05,1.5,-1,1
1560.566,0.0244,9.746e-05,1.5,-1,1
1581.394,0.0244,0.0005713,1.5,-1,1
1596.7,0.0244,1.925e-05,1.5,-1,1
1606.484,0.0244,0.0007321,1.5,-1,1
1625.201,0.0244,0.0003052,1.5,-1,1
1628.237,0.0244,0.0002294,1.5,-1,1
1644.652,0.0244,0.00127,1.5,-1,1
1655.411,0.0244,5.082e-05,1.5,-1,1
1681.249,0.0244,0.0001882,1.5,-1,1
1692.185,0.0244,0.0006806,1.5,-1,1
1702.924,0.0244,1.788e-06,1.5,-1,1
1706.313,0.0244,0.0007943,1.5,-1,1
1709.617,0.0244,1.661e-06,1.5,-1,1
1719.934,0.0244,0.0006904,1.5,-1,1
1727.046,0.0244,0.000676,1.5,-1,1
1731.001,0.0244,0.0005127,1.5,-1,1
1746.598,0.0244,0.0004477,1.5,-1,1
1766.599,0.0244,0.0006687,1.5,-1,1
1773.872,0.0244,3.721e-06,1.5,-1,1
1786.614,0.0244,0.0004678,1.5,-1,1
1788.009,0.0244,0.0005203,1.5,-1,1
1796.7,0.0244,2.171e-06,1.5,-1,1
1809.807,0.0244,5.733e-05,1.5,-1,1
1820.423,0.0244,0.0001224,1.5,-1,1
1825.005,0.0244,0.001206,1.5,-1,1
1838.42,0.0244,0.0004989,1.5,-1,1
1850.428,0.0244,0.002408,1.5,-1,1
1858.765,0.0244,0.0001915,1.5,-1,1
1867.141,0.0244,0.0003793,1.5,-1,1
1885.729,0.0244,0.000100004,1.5,-1,1
1890.546,0.0244,9.248e-05,1.5,-1,1
1893.552,0.0244,1.708e-06,1.5,-1,1
1899.188,0.0244,0.002166,1.5,-1,1
1905.115,0.0244,0.002485,1.5,-1,1
1908.053,0.0244,0.0002011,1.5,-1,1
1913.505,0.0244,0.000310282,1.5,-1,1
1922.58,0.0244,1.735e-06,1.5,-1,1
1930.014,0.0244,0.00283,1.5,-1,1
1941.001,0.0244,0.00035,1.5,-1,1
1957.171,0.0244,1.471e-05,1.5,-1,1
1970.037,0.0244,0.0003599,1.5,-1,1
1977.27,0.0244,4.314e-06,1.5,-1,1
1992.005,0.0244,0.0006744,1.5,-1,1
1999.92,0.0244,0.0003699,1.5,-1,1
2016.684,0.0244,0.0002893365,1.5,-1,1
2023.831,0.0244,0.001061703,1.5,-1,1
2030.696,0.0244,8.152099e-06,1.5,-1,1
2058.017,0.0244,0.001783352,1.5,-1,1
2069.937,0.0244,0.0002461288,1.5,-1,1
2075.43,0.0244,0.0004864206,1.5,-1,1
2083.331,0.0244,0.0002304682,1.5,-1,1
2091.731,0.0244,3.97605e-07,1.5,-1,1
2094.974,0.0244,2.970614e-05,1.5,-1,1
2100.332,0.0244,2.955614e-05,1.5,-1,1
2103.521,0.0244,0.0002303192,1.5,-1,1
2120.868,0.0244,0.001954785,1.5,-1,1
2131.497,0.0244,2.034945e-06,1.5,-1,1
2136.712,0.0244,9.51436e-07,1.5,-1,1
2141.318,0.0244,1.780683e-06,1.5,-1,1
2145.054,0.0244,0.0001895863,1.5,-1,1
2155.865,0.0244,9.98599e-07,1.5,-1,1
2162.804,0.0244,0.000743596,1.5,-1,1
2167.801,0.0244,0.0002167904,1.5,-1,1
2180.582,0.0244,6.049834e-05,1.5,-1,1
2192.366,0.0244,1.471943e-06,1.5,-1,1
2207.058,0.0244,0.0001713659,1.5,-1,1
2210.0,0.0244,0.001,1.5,-1,1
2217.871,0.0244,1.161198e-05,1.5,-1,1
2238.212,0.0244,0.0002431299,1.5,-1,1
2248.094,0.0244,1.349951e-06,1.5,-1,1
2251.631,0.0244,5.30055e-07,1.5,-1,1
2262.0,0.0244,8e-05,1.5,-1,1
2265.792,0.0244,6.67013e-07,1.5,-1,1
2291.577,0.0244,0.001014245,1.5,-1,1
2299.684,0.0244,6.999695e-05,1.5,-1,1
2308.429,0.0244,0.001309769,1.5,-1,1
2310.143,0.0244,0.0009610996,1.5,-1,1
2313.681,0.0244,4.312674e-05,1.5,-1,1
2315.095,0.0244,0.0007472007,1.5,-1,1
2322.595,0.0244,5.849696e-05,1.5,-1,1
2330.747,0.0244,0.0003748284,1.5,-1,1
2335.485,0.0244,5.234881e-05,1.5,-1,1
2342.991,0.0244,0.0003905307,1.5,-1,1
2352.384,0.0244,8.113438e-05,1.5,-1,1
2357.028,0.0244,0.0001275219,1.5,-1,1
2375.101,0.0244,0.000132442,1.5,-1,1
2383.832,0.0244,0.001021612,1.5,-1,1
2385.413,0.0244,0.001090801,1.5,-1,1
2388.604,0.0244,0.0003516329,1.5,-1,1
2393.745,0.0244,0.00118175,1.5,-1,1
2404.75,0.0244,6.200285e-05,1.5,-1,1
2414.347,0.0244,5.139808e-05,1.5,-1,1
2425.665,0.0244,0.000604628,1.5,-1,1
2427.084,0.0244,0.0005469718,1.5,-1,1
2438.322,0.0244,0.00117047,1.5,-1,1
2443.111,0.0244,0.008548366,1.5,-1,1
2457.044,0.0244,0.004680345,1.5,-1,1
2462.42,0.0244,0.0001086973,1.5,-1,1
2467.728,0.0244,0.0003006954,1.5,-1,1
2484.513,0.0244,2.138784e-05,1.5,-1,1
2499.876,0.0244,1.69e-07,1.5,-1,1
2505.667,0.0244,7.74645e-07,1.5,-1,1
2509.863,0.0244,0.001839564,1.5,-1,1
2517.727,0.0244,2.857937e-06,1.5,-1,1
2522.548,0.0244,1.351841e-05,1.5,-1,1
2527.043,0.0244,0.002620375,1.5,-1,1
2531.403,0.0244,2.740955e-06,1.5,-1,1
2557.881,0.0244,0.0006945535,1.5,-1,1
2564.736,0.0244,0.0004105744,1.5,-1,1
2578.613,0.0244,0.0002437909,1.5,-1,1
2583.191,0.0244,1.929069e-06,1.5,-1,1
2586.301,0.0244,1.306551e-05,1.5,-1,1
2587.579,0.0244,2.787226e-06,1.5,-1,1
2592.441,0.0244,0.0007234881,1.5,-1,1
2605.495,0.0244,0.001370598,1.5,-1,1
2614.193,0.0244,3.40202e-07,1.5,-1,1
2625.934,0.0244,0.00323773,1.5,-1,1
2638.858,0.0244,4.132688e-05,1.5,-1,1
2645.289,0.0244,1.3556e-05,1.5,-1,1
2647.935,0.0244,2.377105e-05,1.5,-1,1
2658.654,0.0244,0.003933157,1.5,-1,1
2668.296,0.0244,1.049031e-06,1.5,-1,1
2670.879,0.0244,0.0006783336,1.5,-1,1
2686.292,0.0244,0.0006840783,1.5,-1,1
2693.818,0.0244,3.384901e-06,1.5,-1,1
2699.66,0.0244,0.001083736,1.5,-1,1
2709.469,0.0244,1.11949e-05,1.5,-1,1
2717.792,0.0244,2.515994e-06,1.5,-1,1
2730.921,0.0244,0.0005781164,1.5,-1,1
2735.06,0.0244,6.502753e-05,1.5,-1,1
2746.3,0.0244,0.0002228166,1.5,-1,1
2748.082,0.0244,0.001011937,1.5,-1,1
2755.437,0.0244,5.28096e-05,1.5,-1,1
2765.905,0.0244,0.0006088677,1.5,-1,1
2779.721,0.0244,0.0006539882,1.5,-1,1
2791.992,0.0244,0.0009793066,1.5,-1,1
2805.712,0.0244,0.002303635,1.5,-1,1
2822.346,0.0244,0.0005747315,1.5,-1,1
2831.315,0.0244,0.0007879001,1.5,-1,1
2839.608,0.0244,0.001034079,1.5,-1,1
2842.0,0.0244,0.0003,1.5,-1,1
2849.354,0.0244,0.0003785957,1.5,-1,1
2860.891,0.0244,0.0008713709,1.5,-1,1
2866.839,0.0244,0.000100823,1.5,-1,1
2869.583,0.0244,0.0002115492,1.5,-1,1
2881.095,0.0244,0.000320899,1.5,-1,1
2897.266,0.0244,0.001809409,1.5,-1,1
2903.147,0.0244,2.420189e-06,1.5,-1,1
2909.64,0.0244,0.001170191,1.5,-1,1
2920.832,0.0244,8.721201e-05,1.5,-1,1
2935.347,0.0244,0.001778355,1.5,-1,1
2944.155,0.0244,0.0009280357,1.5,-1,1
2957.138,0.0244,2.519551e-05,1.5,-1,1
2960.983,0.0244,0.001019481,1.5,-1,1
2974.393,0.0244,0.001046489,1.5,-1,1
2976.856,0.0244,8.263887e-05,1.5,-1,1
2978.641,0.0244,5.433075e-05,1.5,-1,1
2985.734,0.0244,1.629841e-05,1.5,-1,1
2994.248,0.0244,2.827707e-05,1.5,-1,1
2997.206,0.0244,0.0001152425,1.5,-1,1
2999.303,0.0244,2.530082e-06,1.5,-1,1
3002.2,0.0244,0.0002906926,1.5,-1,1
3003.514,0.0244,0.0001146505,1.5,-1,1
3024.666,0.0244,5.77686e-05,1.5,-1,1
3030.397,0.0244,5.614076e-05,1.5,-1,1
3037.481,0.0244,0.0004439495,1.5,-1,1
3049.037,0.0244,5.268139e-05,1.5,-1,1
3055.465,0.0244,1.347677e-05,1.5,-1,1
3062.146,0.0244,0.0004428672,1.5,-1,1
3080.435,0.0244,0.003026781,1.5,-1,1
3086.838,0.0244,0.003457155,1.5,-1,1
3087.135,0.0244,0.0005354174,1.5,-1,1
3096.161,0.0244,2.081571e-05,1.5,-1,1
3111.798,0.0244,0.0001618377,1.5,-1,1
3123.95,0.0244,0.003409764,1.5,-1,1
3131.821,0.0244,1.307486e-05,1.5,-1,1
3141.653,0.0244,1.972078e-05,1.5,-1,1
3152.587,0.0244,0.001395282,1.5,-1,1
3169.775,0.0244,0.0009897753,1.5,-1,1
3184.859,0.0244,0.001913976,1.5,-1,1
3187.785,0.0244,5.683239e-05,1.5,-1,1
3195.354,0.0244,0.0004928181,1.5,-1,1
3202.408,0.0244,8.906403e-05,1.5,-1,1
3209.203,0.0244,0.003810481,1.5,-1,1
3215.003,0.0244,0.003295531,1.5,-1,1
3224.249,0.0244,1.629722e-05,1.5,-1,1
3226.485,0.0244,3.745711e-05,1.5,-1,1
3229.588,0.0244,6.538686e-05,1.5,-1,1
3244.111,0.0244,0.000567098,1.5,-1,1
3254.839,0.0244,0.002389016,1.5,-1,1
3265.31,0.0244,0.0002654325,1.5,-1,1
3278.736,0.0244,4.941713e-05,1.5,-1,1
3284.995,0.0244,1.851171e-05,1.5,-1,1
3296.621,0.0244,5.038275e-05,1.5,-1,1
3302.8,0.0244,8.201714e-05,1.5,-1,1
3314.717,0.0244,0.0001252952,1.5,-1,1
3333.269,0.0244,0.00300037,1.5,-1,1
3357.854,0.0244,0.001129798,1.5,-1,1
3364.183,0.0244,0.002587579,1.5,-1,1
3366.749,0.0244,6.508312e-05,1.5,-1,1
3385.921,0.0244,0.006894915,1.5,-1,1
3393.354,0.0244,0.0002052907,1.5,-1,1
3399.551,0.0244,0.0006071024,1.5,-1,1
3406.697,0.0244,1.766865e-05,1.5,-1,1
3416.75,0.0244,0.002582815,1.5,-1,1
3432.739,0.0244,0.001006525,1.5,-1,1
3439.579,0.0244,0.001309876,1.5,-1,1
3454.379,0.0244,0.0001140134,1.5,-1,1
3463.439,0.0244,0.000125923,1.5,-1,1
3470.456,0.0244,0.0009920053,1.5,-1,1
3478.721,0.0244,0.001222963,1.5,-1,1
3492.571,0.0244,1.989598e-05,1.5,-1,1
3499.747,0.0244,0.0006217717,1.5,-1,1
3508.102,0.0244,3.822154e-05,1.5,-1,1
3515.537,0.0244,0.003215925,1.5,-1,1
3521.805,0.0244,0.002034864,1.5,-1,1
3538.236,0.0244,3.915509e-05,1.5,-1,1
3541.54,0.0244,2.088623e-05,1.5,-1,1
3551.07,0.0244,0.003000002,1.5,-1,1
3555.044,0.0244,0.0005493775,1.5,-1,1
3563.218,0.0244,6.749536e-05,1.5,-1,1
3570.666,0.0244,0.001008584,1.5,-1,1
3575.51,0.0244,7.440276e-05,1.5,-1,1
3590.69,0.0244,0.0005840022,1.5,-1,1
3593.817,0.0244,0.002151427,1.5,-1,1
3599.805,0.0244,0.002641892,1.5,-1,1
3608.277,0.0244,0.0005048699,1.5,-1,1
3612.032,0.0244,0.001597901,1.5,-1,1
3631.799,0.0244,2.011109e-05,1.5,-1,1
3637.088,0.0244,2.466716e-05,1.5,-1,1
3640.5,0.0244,0.0028,1.5,-1,1
3650.582,0.0244,0.002790205,1.5,-1,1
3670.554,0.0244,5.687776e-05,1.5,-1,1
3687.593,0.0244,3.704768e-06,1.5,-1,1
3693.012,0.0244,6.105297e-05,1.5,-1,1
3693.774,0.0244,0.0002066967,1.5,-1,1
3701.9,0.0244,3.023274e-05,1.5,-1,1
3716.022,0.0244,0.0006789843,1.5,-1,1
3723.698,0.0244,4.692715e-06,1.5,-1,1
3730.342,0.0244,0.002030343,1.5,-1,1
3733.578,0.0244,0.0001841109,1.5,-1,1
3743.299,0.0244,8.384843e-05,1.5,-1,1
3749.763,0.0244,0.0001396016,1.5,-1,1
3762.29,0.0244,0.001824088,1.5,-1,1
3764.125,0.0244,0.001405473,1.5,-1,1
3773.071,0.0244,5.18671e-06,1.5,-1,1
3778.017,0.0244,7.03817e-07,1.5,-1,1
3784.84,0.0244,1.1353e-06,1.5,-1,1
3798.127,0.0244,2.55077e-05,1.5,-1,1
3803.199,0.0244,6.675982e-06,1.5,-1,1
3812.501,0.0244,0.0001580482,1.5,-1,1
3816.465,0.0244,0.0005417741,1.5,-1,1
3817.191,0.0244,0.0002144937,1.5,-1,1
3837.757,0.0244,0.001257531,1.5,-1,1
3848.668,0.0244,0.0001864422,1.5,-1,1
3850.96,0.0244,8.488364e-05,1.5,-1,1
3859.823,0.0244,0.0002413517,1.5,-1,1
3910.532,0.0244,0.008580996,1.5,-1,1
