energy,U239 + photon [inclusive] width,n + U238 width,J,Pi,L
2548.545,0.0239543,0.7371171,0.5,1,0
2559.933,0.0239543,0.2971014,0.5,1,0
2581.518,0.0239543,0.4728815,0.5,1,0
2597.99,0.0239543,0.7969767,0.5,1,0
2620.42,0.0239543,0.05146828,0.5,1,0
2647.606,0.0239543,0.0004375931,0.5,1,0
2672.583,0.0239543,0.3014889,0.5,1,0
2696.904,0.0239543,0.03781582,0.5,1,0
2717.682,0.0239543,0.179454,0.5,1,0
2751.21,0.02959301,0.04831523,0.5,1,0
2763.012,0.0239543,0.02078012,0.5,1,0
2787.89,0.0239543,0.0204832,0.5,1,0
2806.879,0.0239543,0.01236753,0.5,1,0
2829.768,0.0239543,0.02493491,0.5,1,0
2865.839,0.0239543,0.2259696,0.5,1,0
2883.21,0.0239543,0.6719265,0.5,1,0
2897.748,0.0239543,0.02539834,0.5,1,0
2919.0,0.0239543,0.006143185,0.5,1,0
2934.11,0.0239543,0.04524477,0.5,1,0
2957.455,0.0239543,0.02818357,0.5,1,0
2968.1,0.0239543,0.004363898,0.5,1,0
3004.08,0.0239543,0.1400684,0.5,1,0
3029.099,0.0239543,0.1504558,0.5,1,0
3044.302,0.0239543,0.003812213,0.5,1,0
3060.055,0.0239543,0.03706597,0.5,1,0
3081.6,0.0239543,0.002920253,0.5,1,0
3110.721,0.02394271,0.2334373,0.5,1,0
3149.532,0.02394271,0.1318852,0.5,1,0
3179.373,0.02394271,0.1060265,0.5,1,0
3189.409,0.02394271,0.1251445,0.5,1,0
3206.311,0.02394271,0.1054366,0.5,1,0
3226.875,0.02394271,0.03187289,0.5,1,0
3249.38,0.02394271,0.03358804,0.5,1,0
3280.026,0.02394271,0.3036998,0.5,1,0
3312.696,0.02394271,0.1762729,0.5,1,0
3322.164,0.02394271,0.1580126,0.5,1,0
3334.158,0.02394271,0.1237594,0.5,1,0
3356.27,0.02394271,0.1377847,0.5,1,0
3390.257,0.02394271,0.02998071,0.5,1,0
3409.237,0.02394271,0.2522869,0.5,1,0
3413.967,0.02394271,0.001960581,0.5,1,0
3436.962,0.02394271,0.4335184,0.5,1,0
3458.723,0.02394271,0.7498866,0.5,1,0
3486.272,0.02394271,0.1059519,0.5,1,0
3496.4,0.02394271,0.0101267,0.5,1,0
3522.377,0.02394271,0.002255484,0.5,1,0
3543.249,0.02394271,0.0005731125,0.5,1,0
3562.107,0.02394271,0.2613889,0.5,1,0
3574.573,0.02394271,0.452558,0.5,1,0
3595.455,0.02810666,0.05626197,0.5,1,0
3623.807,0.02810666,0.03112847,0.5,1,0
3630.34,0.02394271,0.5600175,0.5,1,0
3662.239,0.02394271,0.002828051,0.5,1,0
3693.751,0.02394271,0.4187789,0.5,1,0
3717.218,0.02394271,0.09830899,0.5,1,0
3734.741,0.02394271,0.2290973,0.5,1,0
3747.378,0.02394271,0.0009135064,0.5,1,0
3765.657,0.02394271,0.1062556,0.5,1,0
3782.532,0.02394271,0.4861759,0.5,1,0
3808.361,0.02394271,0.0006015061,0.5,1,0
3832.55,0.02394271,0.01405146,0.5,1,0
3858.445,0.02394271,0.6107417,0.5,1,0
3873.74,0.02394271,0.1974759,0.5,1,0
3902.824,0.02394271,0.3111333,0.5,1,0
3915.61,0.02391854,0.1227217,0.5,1,0
3940.66,0.02391854,0.1813151,0.5,1,0
3955.553,0.02391854,0.1446546,0.5,1,0
3963.002,0.02391854,0.0008664282,0.5,1,0
3999.178,0.02391854,0.0004006595,0.5,1,0
4016.072,0.02391854,0.002080354,0.5,1,0
4037.955,0.02391854,0.0006910941,0.5,1,0
4042.364,0.02391854,0.08055895,0.5,1,0
4065.199,0.02391854,0.03047857,0.5,1,0
4091.12,0.02940163,0.1267878,0.5,1,0
4126.347,0.02391854,0.04510969,0.5,1,0
4133.731,0.02391854,0.004736797,0.5,1,0
4169.73,0.02391854,0.1900851,0.5,1,0
4179.794,0.02391854,0.03398308,0.5,1,0
4211.822,0.02391854,0.06177168,0.5,1,0
4226.694,0.02391854,0.009617268,0.5,1,0
4258.586,0.02391854,0.003569116,0.5,1,0
4300.666,0.02391854,0.1674694,0.5,1,0
4308.147,0.02391854,0.1138464,0.5,1,0
4326.352,0.02391854,0.09867885,0.5,1,0
4335.369,0.02391854,0.01327286,0.5,1,0
4371.148,0.02391854,0.1064286,0.5,1,0
4376.098,0.02391854,0.0496148,0.5,1,0
4396.848,0.02391854,0.008028565,0.5,1,0
4436.792,0.02391854,0.1109461,0.5,1,0
4460.454,0.02391854,9.979494e-06,0.5,1,0
4503.62,0.02391854,0.009091763,0.5,1,0
4513.108,0.02391854,0.6464883,0.5,1,0
4529.902,0.02391854,0.002098344,0.5,1,0
4544.872,0.02391854,0.1220765,0.5,1,0
4569.076,0.02391854,0.05447254,0.5,1,0
4595.632,0.02391854,0.03772222,0.5,1,0
4619.5,0.02391854,0.02274873,0.5,1,0
4633.742,0.02391854,0.03120127,0.5,1,0
4664.261,0.02715211,0.1530617,0.5,1,0
4696.712,0.02391854,0.0387739,0.5,1,0
4707.177,0.02391854,0.34134,0.5,1,0
4729.063,0.02391854,0.03543192,0.5,1,0
4738.112,0.02391854,0.000753531,0.5,1,0
4766.924,0.02391854,0.0375819,0.5,1,0
4786.256,0.02391854,0.02050285,0.5,1,0
4801.223,0.02391854,0.1899791,0.5,1,0
4813.067,0.02391854,0.005128892,0.5,1,0
4840.5,0.02391854,0.01864587,0.5,1,0
4860.856,0.02391854,0.281729,0.5,1,0
4900.259,0.02391854,0.1206803,0.5,1,0
4909.5,0.02391854,0.1491141,0.5,1,0
4922.516,0.02391854,0.2076079,0.5,1,0
4956.944,0.02391854,0.1670305,0.5,1,0
4975.261,0.02374438,0.07749923,0.5,1,0
5008.18,0.02374438,0.05798601,0.5,1,0
5037.629,0.02374438,0.2775864,0.5,1,0
5041.5,0.02374438,0.03065502,0.5,1,0
5075.946,0.02374438,0.02759395,0.5,1,0
5089.427,0.02374438,0.05717744,0.5,1,0
5119.801,0.02374438,0.1783608,0.5,1,0
5138.46,0.01815944,0.00422045,0.5,1,0
5165.616,0.02374438,0.0180925,0.5,1,0
5178.786,0.02374438,0.005461122,0.5,1,0
5196.865,0.02374438,0.009530329,0.5,1,0
5215.499,0.02374438,0.007297227,0.5,1,0
5222.047,0.02374438,0.03869563,0.5,1,0
5244.278,0.02684148,0.04198591,0.5,1,0
5261.078,0.02374438,0.1911847,0.5,1,0
5280.065,0.02374438,0.01779851,0.5,1,0
5303.489,0.02374438,1.994996e-05,0.5,1,0
5311.534,0.02374438,0.03236615,0.5,1,0
5346.729,0.02374438,0.07134322,0.5,1,0
5355.02,0.02374438,0.1258636,0.5,1,0
5367.399,0.02374438,0.02421679,0.5,1,0
5421.636,0.02374438,0.07909589,0.5,1,0
5431.716,0.02374438,0.04089295,0.5,1,0
5485.014,0.02374438,0.3719952,0.5,1,0
5490.09,0.02374438,0.2133991,0.5,1,0
5505.532,0.02374438,0.0297767,0.5,1,0
5531.337,0.02374438,0.08691134,0.5,1,0
5554.074,0.02374438,0.1618588,0.5,1,0
5580.277,0.02374438,0.08404244,0.5,1,0
5618.613,0.02374438,9.961163e-08,0.5,1,0
5638.985,0.02374438,0.4907478,0.5,1,0
5651.662,0.02374438,0.5943617,0.5,1,0
5674.609,0.02374438,0.1027054,0.5,1,0
5684.356,0.02374438,0.1457388,0.5,1,0
5697.666,0.02260719,0.03668906,0.5,1,0
5733.974,0.02374438,0.04094723,0.5,1,0
5758.421,0.02374438,0.127703,0.5,1,0
5790.993,0.02374438,0.05618519,0.5,1,0
5815.287,0.02374438,0.1289513,0.5,1,0
5828.917,0.02374438,0.1069466,0.5,1,0
5840.123,0.02374438,0.164317,0.5,1,0
5862.547,0.02374438,0.2011534,0.5,1,0
5874.137,0.02374438,0.04413898,0.5,1,0
5919.689,0.02374438,0.4124233,0.5,1,0
5945.19,0.02374438,0.007086012,0.5,1,0
5970.108,0.02374438,0.01655896,0.5,1,0
5975.826,0.02374438,0.02923663,0.5,1,0
5997.919,0.02374438,0.08567983,0.5,1,0
6038.169,0.02374438,0.5405684,0.5,1,0
6051.128,0.02374438,0.1793734,0.5,1,0
6061.568,0.02374438,0.1776452,0.5,1,0
6061.761,0.02374438,0.1787574,0.5,1,0
6093.555,0.02374438,0.0461232,0.5,1,0
6131.562,0.02374438,0.0009018716,0.5,1,0
6170.771,0.02374438,1.113998,0.5,1,0
6172.936,0.02374438,0.3154573,0.5,1,0
6196.12,0.02374438,0.1339095,0.5,1,0
6201.684,0.02374438,0.2159676,0.5,1,0
6233.764,0.02374438,0.1828501,0.5,1,0
6248.882,0.02374438,0.2769512,0.5,1,0
6299.467,0.02366228,0.01649862,0.5,1,0
6322.599,0.02366228,0.06447972,0.5,1,0
6343.896,0.02366228,0.2132372,0.5,1,0
6345.121,0.02366228,0.04027475,0.5,1,0
6381.633,0.02366228,0.02510511,0.5,1,0
6394.234,0.02366228,0.006895812,0.5,1,0
6415.698,0.02366228,0.02353297,0.5,1,0
6430.833,0.02366228,0.01213492,0.5,1,0
6446.438,0.02366228,0.0945348,0.5,1,0
6461.707,0.02366228,0.8270728,0.5,1,0
6508.081,0.02366228,0.306613,0.5,1,0
6540.601,0.02366228,0.4130953,0.5,1,0
6551.931,0.02366228,0.3241743,0.5,1,0
6552.226,0.02366228,0.03676075,0.5,1,0
6567.622,0.02366228,0.01164853,0.5,1,0
6596.496,0.02366228,0.0177777,0.5,1,0
6636.352,0.02366228,0.08804018,0.5,1,0
6702.507,0.02366228,0.004523816,0.5,1,0
6714.602,0.02366228,0.4445797,0.5,1,0
6743.773,0.02366228,0.9469023,0.5,1,0
6764.831,0.02366228,0.09004444,0.5,1,0
6783.99,0.02366228,0.06561215,0.5,1,0
6797.164,0.02366228,0.05864763,0.5,1,0
6816.861,0.02366228,0.01065695,0.5,1,0
6828.436,0.03196987,0.09202891,0.5,1,0
6879.546,0.02366228,0.5683429,0.5,1,0
6893.958,0.02366228,0.1113794,0.5,1,0
6895.415,0.02366228,0.05549602,0.5,1,0
6929.916,0.02366228,0.1827825,0.5,1,0
6958.353,0.02394462,0.1135526,0.5,1,0
6969.432,0.02396355,0.3214881,0.5,1,0
6994.424,0.02366228,0.0009384018,0.5,1,0
7012.744,0.02366228,0.006792735,0.5,1,0
7027.051,0.02366228,0.1182304,0.5,1,0
7065.186,0.02366228,0.219894,0.5,1,0
7074.631,0.02366228,0.1203007,0.5,1,0
7093.438,0.02366228,0.004802854,0.5,1,0
7128.19,0.02366228,0.06321489,0.5,1,0
7146.987,0.02366228,0.03098617,0.5,1,0
7170.365,0.02366228,0.0266922,0.5,1,0
7188.205,0.02519877,0.00868447,0.5,1,0
7189.015,0.02249224,0.3052406,0.5,1,0
7204.667,0.01581863,0.2754559,0.5,1,0
7219.545,0.02366228,0.1525471,0.5,1,0
7238.89,0.02366228,0.01830404,0.5,1,0
7251.537,0.02366228,0.1236796,0.5,1,0
7287.793,0.02366228,0.5944932,0.5,1,0
7301.746,0.02366228,0.01956893,0.5,1,0
7326.762,0.02366228,0.005102825,0.5,1,0
7354.45,0.02366228,0.003893069,0.5,1,0
7375.237,0.02366228,0.04799761,0.5,1,0
7401.049,0.02366228,0.0188725,0.5,1,0
7420.38,0.02366228,0.2870483,0.5,1,0
7432.336,0.02366228,0.06523908,0.5,1,0
7478.921,0.02366228,0.002196454,0.5,1,0
7503.37,0.02366228,0.01465137,0.5,1,0
7524.02,0.02366228,0.2563008,0.5,1,0
7541.562,0.02366228,0.219468,0.5,1,0
7562.319,0.02366228,0.2048023,0.5,1,0
7593.64,0.02366228,0.3620351,0.5,1,0
7618.06,0.02366228,0.1648921,0.5,1,0
7625.82,0.03627485,0.06037351,0.5,1,0
7638.128,0.02366228,0.001765463,0.5,1,0
7669.504,0.02366228,0.01236677,0.5,1,0
7683.518,0.02366228,0.1100441,0.5,1,0
7700.435,0.02366228,0.3815432,0.5,1,0
7735.028,0.02366228,0.0806063,0.5,1,0
7756.228,0.02366228,0.000826134,0.5,1,0
7782.291,0.02366228,0.6173819,0.5,1,0
7808.622,0.02366228,0.2958898,0.5,1,0
7811.703,0.02366228,0.1563645,0.5,1,0
7843.933,0.02366228,0.0928204,0.5,1,0
7848.563,0.02366228,0.06749749,0.5,1,0
7910.635,0.02366228,0.08636183,0.5,1,0
7930.093,0.02366228,0.004320913,0.5,1,0
7945.892,0.02366228,0.009399418,0.5,1,0
7961.273,0.02366228,0.01523032,0.5,1,0
7980.545,0.02369595,0.1226144,0.5,1,0
7997.518,0.02369595,0.005617349,0.5,1,0
8037.047,0.02369595,0.3288798,0.5,1,0
8049.32,0.02369595,0.8107811,0.5,1,0
8061.575,0.02369595,0.003679638,0.5,1,0
8091.445,0.02369595,0.00408198,0.5,1,0
8106.042,0.02369595,0.7836459,0.5,1,0
8140.753,0.02369595,0.2864462,0.5,1,0
8142.163,0.02369595,0.03509399,0.5,1,0
8154.52,0.02369595,0.02517452,0.5,1,0
8201.861,0.02369595,0.005505674,0.5,1,0
8206.517,0.02369595,0.519515,0.5,1,0
8217.574,0.02369595,0.4991018,0.5,1,0
8226.722,0.02369595,0.5501598,0.5,1,0
8264.517,0.02369595,0.6394037,0.5,1,0
8291.892,0.02369595,0.3580608,0.5,1,0
8329.466,0.02369595,0.3846854,0.5,1,0
8358.568,0.02369595,0.204332,0.5,1,0
8401.743,0.02369595,0.1750347,0.5,1,0
8411.996,0.02369595,0.1267885,0.5,1,0
8428.887,0.02369595,0.003154896,0.5,1,0
8442.42,0.02369595,0.004532977,0.5,1,0
8464.014,0.02369595,0.01640593,0.5,1,0
8496.686,0.02369595,0.1728525,0.5,1,0
8520.328,0.02369595,0.002231919,0.5,1,0
8532.782,0.02369595,0.4258601,0.5,1,0
8558.792,0.02369595,0.03511579,0.5,1,0
8565.042,0.02369595,0.007962995,0.5,1,0
8594.13,0.02369595,0.06389064,0.5,1,0
8614.002,0.02369595,0.09829348,0.5,1,0
8639.864,0.02369595,0.333607,0.5,1,0
8657.42,0.02369595,0.07255109,0.5,1,0
8682.511,0.02369595,0.00477069,0.5,1,0
8711.929,0.02369595,1.073293,0.5,1,0
8733.959,0.02369595,0.05445474,0.5,1,0
8748.217,0.02369595,0.004883807,0.5,1,0
8772.813,0.02369595,0.219825,0.5,1,0
8785.256,0.02369595,0.00407877,0.5,1,0
8798.978,0.02369595,0.003736065,0.5,1,0
8823.156,0.02369595,0.05721684,0.5,1,0
8846.711,0.02369595,0.3376948,0.5,1,0
8857.183,0.02369595,0.146035,0.5,1,0
8890.521,0.02369595,0.3101923,0.5,1,0
8896.93,0.02369595,0.006186744,0.5,1,0
8926.079,0.02369595,0.01803564,0.5,1,0
8947.526,0.02369595,0.167962,0.5,1,0
8964.56,0.02369595,0.3824435,0.5,1,0
8979.062,0.02369595,0.002254901,0.5,1,0
9008.795,0.02369595,0.006249038,0.5,1,0
9020.597,0.02369595,0.1488895,0.5,1,0
9037.897,0.02369595,0.05217757,0.5,1,0
9058.017,0.02725576,0.397304,0.5,1,0
9093.314,0.02369595,0.07501466,0.5,1,0
9124.604,0.02369595,0.001349091,0.5,1,0
9143.418,0.02369595,0.1630227,0.5,1,0
9166.996,0.02369595,0.7871636,0.5,1,0
9175.028,0.02369595,0.01144512,0.5,1,0
9199.001,0.02369595,0.009850069,0.5,1,0
9217.9,0.02369595,0.2608575,0.5,1,0
9229.077,0.02369595,0.0002150684,0.5,1,0
9241.351,0.02369595,0.02879872,0.5,1,0
9287.948,0.02369595,0.006081243,0.5,1,0
9306.565,0.02369595,0.02740842,0.5,1,0
9325.349,0.02369595,0.001636649,0.5,1,0
9329.048,0.02369595,0.02277327,0.5,1,0
9345.803,0.02369595,0.003190614,0.5,1,0
9362.752,0.02369595,0.1543723,0.5,1,0
9383.778,0.02369595,0.1480979,0.5,1,0
9417.586,0.02369595,0.06262506,0.5,1,0
9422.311,0.02369595,0.3273437,0.5,1,0
9442.95,0.02369595,0.009913505,0.5,1,0
9457.27,0.02369595,0.001073111,0.5,1,0
9467.585,0.02369595,0.1518571,0.5,1,0
9470.855,0.02369595,0.7758791,0.5,1,0
9530.525,0.02369595,0.2167741,0.5,1,0
9543.189,0.02369595,0.01190206,0.5,1,0
9576.96,0.02369595,0.1198208,0.5,1,0
9588.053,0.02369595,0.06708114,0.5,1,0
9596.351,0.02369595,0.1606971,0.5,1,0
9629.99,0.02369595,0.3823771,0.5,1,0
9634.279,0.02369595,0.135718,0.5,1,0
9650.802,0.02369595,0.1519589,0.5,1,0
9664.294,0.02369595,0.01597085,0.5,1,0
9683.294,0.02369595,0.0639236,0.5,1,0
9699.463,0.02369595,0.007527781,0.5,1,0
9702.164,0.02369595,0.05628106,0.5,1,0
9726.9,0.02369595,0.4451489,0.5,1,0
9743.092,0.02369595,0.1714474,0.5,1,0
9802.26,0.02369595,0.05585178,0.5,1,0
9816.048,0.02369595,0.003370331,0.5,1,0
9833.783,0.02369595,0.04631028,0.5,1,0
9851.899,0.02369595,0.01491926,0.5,1,0
9868.549,0.02369595,0.7194122,0.5,1,0
9905.964,0.02369595,0.01966918,0.5,1,0
9923.971,0.02369595,0.001138581,0.5,1,0
9934.862,0.02369595,0.07623086,0.5,1,0
9957.938,0.02369595,0.1723609,0.5,1,0
9985.92,0.02369595,0.1110131,0.5,1,0
10055.28,0.02369595,0.06459506,0.5,1,0
10064.86,0.02369595,0.565231,0.5,1,0
10082.8,0.02369595,0.2537021,0.5,1,0
10106.37,0.02369595,0.4497285,0.5,1,0
10140.46,0.02357687,0.1525977,0.5,1,0
10148.47,0.02357687,0.002415848,0.5,1,0
10162.7,0.02357687,0.4161655,0.5,1,0
10177.17,0.02357687,0.001323167,0.5,1,0
10195.66,0.02357687,0.1995352,0.5,1,0
10231.93,0.02357687,0.006488833,0.5,1,0
10242.2,0.02357687,0.210512,0.5,1,0
10257.08,0.02357687,0.0002048775,0.5,1,0
10284.19,0.04148257,0.1006761,0.5,1,0
10287.83,0.0273765,0.2193212,0.5,1,0
10309.59,0.02368415,0.787594,0.5,1,0
10337.27,0.02357687,0.01491697,0.5,1,0
10349.18,0.02471486,0.7327352,0.5,1,0
10352.77,0.02357687,0.0001272119,0.5,1,0
10376.56,0.02645386,0.2192193,0.5,1,0
10379.18,0.02357687,0.002018768,0.5,1,0
10409.74,0.02851911,0.2187111,0.5,1,0
10432.03,0.02357687,0.001888488,0.5,1,0
10495.27,0.02034781,0.8835419,0.5,1,0
10500.9,0.02357687,0.00179637,0.5,1,0
10542.92,0.02330422,0.08939416,0.5,1,0
10556.99,0.02357687,0.0003392424,0.5,1,0
10586.13,0.02660711,0.1176332,0.5,1,0
10609.06,0.02524564,0.06809254,0.5,1,0
10641.29,0.02560529,0.1930596,0.5,1,0
10648.91,0.02330416,0.5978689,0.5,1,0
10671.52,0.02241663,0.1223541,0.5,1,0
10710.53,0.02457838,0.332634,0.5,1,0
10720.49,0.02357687,0.00353153,0.5,1,0
10727.9,0.02442335,0.1052168,0.5,1,0
10731.24,0.02357687,0.001772183,0.5,1,0
10764.03,0.03944008,0.0732056,0.5,1,0
10783.49,0.02699469,0.3663805,0.5,1,0
10823.57,0.02651492,0.3834883,0.5,1,0
10840.69,0.03316311,0.2705042,0.5,1,0
10882.51,0.02359983,1.436149,0.5,1,0
10922.09,0.02557788,0.3924265,0.5,1,0
10945.4,0.02357687,0.000573209,0.5,1,0
10958.59,0.02357687,0.06936257,0.5,1,0
11005.24,0.02357687,0.0004943846,0.5,1,0
11023.68,0.03240769,0.3274972,0.5,1,0
11037.85,0.02357687,0.05000859,0.5,1,0
11057.35,0.02357687,0.0004108199,0.5,1,0
11066.64,0.02357687,0.001619763,0.5,1,0
11072.68,0.02357687,0.1269959,0.5,1,0
11086.18,0.01521021,0.3076329,0.5,1,0
11154.03,0.02103095,0.5139192,0.5,1,0
11172.79,0.03592838,0.1697223,0.5,1,0
11229.02,0.03120656,0.3051362,0.5,1,0
11244.37,0.02357687,0.104121,0.5,1,0
11262.51,0.02775441,0.2367052,0.5,1,0
11301.4,0.02357687,0.005412172,0.5,1,0
11317.95,0.03634176,0.3365582,0.5,1,0
11340.75,0.02692725,0.1746076,0.5,1,0
11351.32,0.02357687,0.001364141,0.5,1,0
11357.21,0.02357687,0.0007951721,0.5,1,0
11376.11,0.01741747,0.1168952,0.5,1,0
11400.49,0.02357687,0.8809798,0.5,1,0
11424.48,0.02357687,0.08841653,0.5,1,0
11445.43,0.02357687,0.1628369,0.5,1,0
11457.47,0.02357687,0.05477351,0.5,1,0
11495.26,0.02357687,0.0003664448,0.5,1,0
11509.76,0.02288675,0.1999513,0.5,1,0
11539.63,0.02186013,0.4810992,0.5,1,0
11546.14,0.02291792,0.08435959,0.5,1,0
11562.99,0.02490497,0.411886,0.5,1,0
