energy,Dy159 + photon [inclusive] width,n + Dy158 width,J,Pi,L
-2.0,0.085,0.00067,0.5,1,0
38.0,0.09,0.022,0.5,1,0
45.6,0.09,0.039,0.5,1,0
86.0,0.09,0.081,0.5,1,0
