energy,Pu240 + photon [inclusive] width,n + Pu239 width,J,Pi,L
430.0971,0.04353171,0.003830599,1,1,0
433.2985,0.03994403,0.0006099081,1,1,0
438.2074,0.03756978,0.002872445,1,1,0
439.252,0.02377536,0.00321166,1,1,0
440.52,0.0353104,0.0003374437,1,1,0
447.0582,0.03566869,0.0001371521,1,1,0
450.2861,0.0388086,0.0009738762,1,1,0
451.8288,0.0332798,0.01463531,1,1,0
455.1891,0.04127246,0.0008430114,1,1,0
457.8219,0.05290556,0.007158347,1,1,0
459.3287,0.03363276,0.004501274,1,1,0
461.7504,0.03567143,0.002100553,1,1,0
463.1455,0.03542058,0.0006042158,1,1,0
466.2926,0.03901289,0.0001838951,1,1,0
473.6134,0.03530062,0.004439993,1,1,0
479.6936,0.04044506,0.0002081259,1,1,0
484.6631,0.03861902,0.00261986,1,1,0
494.6404,0.04506322,0.00519486,1,1,0
496.1811,0.03975851,0.0006832738,1,1,0
501.0623,0.0339047,0.003829171,1,1,0
503.3898,0.08365237,0.01316068,1,1,0
506.5039,0.04713329,0.00032508,1,1,0
510.3476,0.04209886,0.03356836,1,1,0
515.6446,0.04036645,0.0004804609,1,1,0
517.4718,0.03903992,6.51689e-05,1,1,0
518.5973,0.04149632,0.0006521969,1,1,0
520.7959,0.04378416,0.01571159,1,1,0
524.7922,0.02738258,0.03906734,1,1,0
526.6476,0.03904258,0.001464402,1,1,0
527.9903,0.04180917,0.001622673,1,1,0
529.2285,0.04069623,0.0005625837,1,1,0
531.1301,0.04038763,0.05696023,1,1,0
539.779,0.02387914,0.01282953,1,1,0
541.2004,0.0371053,0.001821535,1,1,0
542.1848,0.04040394,0.004727389,1,1,0
543.6895,0.07566264,0.01234179,1,1,0
550.2808,0.0501298,0.01201711,1,1,0
554.1936,0.03744486,0.01264568,1,1,0
556.2079,0.04188664,0.001534758,1,1,0
559.783,0.0467933,0.02225768,1,1,0
563.4896,0.03844403,0.01950865,1,1,0
564.6361,0.04074887,0.007382799,1,1,0
566.4373,0.03889455,0.00984279,1,1,0
571.7242,0.0389848,0.007359657,1,1,0
576.4709,0.04097592,0.04203423,1,1,0
578.6653,0.03111873,0.00171064,1,1,0
579.7056,0.03523548,0.006379925,1,1,0
585.4947,0.04261583,0.0006935304,1,1,0
588.7646,0.06964469,0.01232935,1,1,0
590.4543,0.03756981,0.0002357958,1,1,0
594.2537,0.03204129,0.00186545,1,1,0
597.9925,0.03115084,0.008579008,1,1,0
604.6828,0.02968405,0.02440311,1,1,0
608.3527,0.03135006,0.00974716,1,1,0
609.9794,0.03454292,0.01626998,1,1,0
613.5104,0.04875523,0.005729967,1,1,0
621.5368,0.03741849,0.01165526,1,1,0
623.2829,0.06051346,0.008989865,1,1,0
625.8711,0.04082782,0.00785667,1,1,0
628.8862,0.04114645,0.001605952,1,1,0
637.1831,0.05216232,0.004707509,1,1,0
639.977,0.03110222,0.008507162,1,1,0
642.4908,0.04241774,0.0002188778,1,1,0
645.6749,0.06397754,0.00703484,1,1,0
647.1573,0.04368392,0.0004472744,1,1,0
651.2332,0.03800996,0.0002585908,1,1,0
653.1808,0.03894073,0.0001923514,1,1,0
659.3127,0.07703811,0.05150097,1,1,0
662.5194,0.03107767,0.000324669,1,1,0
667.1057,0.04731737,0.002236299,1,1,0
669.8304,0.04195664,0.003455873,1,1,0
672.0816,0.02828754,0.01550733,1,1,0
673.4222,0.03700536,0.0004842929,1,1,0
675.0237,0.03916991,0.002157034,1,1,0
676.3086,0.0414652,0.0008782527,1,1,0
682.0502,0.03863383,0.001536165,1,1,0
684.6259,0.04037643,0.006830996,1,1,0
686.5469,0.03856379,0.0007556816,1,1,0
688.4465,0.02496324,0.01404772,1,1,0
692.6343,0.04719673,0.004919632,1,1,0
698.5133,0.03433936,0.0002301626,1,1,0
706.9121,0.0388019,0.002585779,1,1,0
707.5945,0.03818873,0.01016513,1,1,0
709.0835,0.04114392,0.000203964,1,1,0
710.5788,0.04407402,0.0002051269,1,1,0
713.1263,0.04684606,0.01028843,1,1,0
713.9648,0.05309077,0.006196153,1,1,0
717.4008,0.03044653,0.01168664,1,1,0
718.7747,0.03560543,0.007321612,1,1,0
720.5412,0.04443304,0.0001512268,1,1,0
727.8145,0.03153174,0.002910537,1,1,0
733.1338,0.03908557,0.008461608,1,1,0
734.6152,0.03581889,0.0007874185,1,1,0
739.5992,0.06556145,0.004327138,1,1,0
744.5673,0.04369908,0.01270764,1,1,0
746.9769,0.04119231,0.01459822,1,1,0
749.235,0.03523531,0.001189372,1,1,0
750.7222,0.03295338,0.002052509,1,1,0
753.3556,0.03702278,0.03973887,1,1,0
755.2112,0.04486952,0.001723501,1,1,0
757.9667,0.04778312,0.004304816,1,1,0
764.6889,0.06629032,0.008850496,1,1,0
767.0269,0.03707256,0.003115303,1,1,0
773.7808,0.04423599,0.006915368,1,1,0
777.5892,0.05083407,0.01052093,1,1,0
780.8813,0.03461434,0.002170645,1,1,0
781.7138,0.03818024,0.01365103,1,1,0
782.6032,0.04374059,0.002223393,1,1,0
784.6159,0.03784303,0.002495259,1,1,0
787.0458,0.03852299,0.009597678,1,1,0
790.4458,0.03970871,0.001465068,1,1,0
795.6782,0.03121138,0.007531253,1,1,0
800.8529,0.03966945,0.003772045,1,1,0
805.4825,0.04413116,0.0005894364,1,1,0
806.9428,0.04286197,0.007674317,1,1,0
810.9481,0.02970891,0.0007320983,1,1,0
816.5517,0.02854985,0.0138233,1,1,0
820.5812,0.02553094,0.005666693,1,1,0
825.1383,0.03915242,0.005050538,1,1,0
829.6925,0.04969616,0.02960109,1,1,0
832.8677,0.02699405,0.00157597,1,1,0
836.0497,0.04195789,0.002609343,1,1,0
843.7066,0.04192703,0.001132137,1,1,0
845.4892,0.04840749,0.005433088,1,1,0
848.1074,0.06375749,0.00680231,1,1,0
854.7861,0.04015874,0.0006004841,1,1,0
855.8078,0.03450445,0.001909369,1,1,0
858.5552,0.03368855,0.002256476,1,1,0
861.3933,0.02830008,0.002031753,1,1,0
865.8535,0.04236314,0.001841509,1,1,0
867.3916,0.0474373,0.003858072,1,1,0
870.0548,0.03849981,0.004077493,1,1,0
874.3191,0.0392973,0.01919609,1,1,0
875.5876,0.03786754,0.01484119,1,1,0
878.4891,0.03541187,0.004334326,1,1,0
885.4476,0.05860365,0.01308198,1,1,0
891.8284,0.02672966,0.07032989,1,1,0
895.7359,0.06382839,0.007181098,1,1,0
897.0115,0.04686219,0.008053668,1,1,0
903.6549,0.03528469,0.01114203,1,1,0
905.8968,0.03941024,0.004054353,1,1,0
908.4403,0.03334666,0.004246667,1,1,0
916.0844,0.03238282,0.004672812,1,1,0
919.9004,0.03795798,0.01157293,1,1,0
920.5778,0.04031465,0.008895806,1,1,0
923.0683,0.02564613,0.02539069,1,1,0
927.8662,0.03491557,0.003569837,1,1,0
929.6349,0.02947874,0.001314032,1,1,0
932.8607,0.02627164,0.0120742,1,1,0
937.498,0.0380792,0.001888185,1,1,0
939.5869,0.05022624,0.01173469,1,1,0
941.1313,0.04177474,0.008134819,1,1,0
944.0697,0.03836778,0.008690363,1,1,0
946.3387,0.04064718,0.006894924,1,1,0
951.6068,0.03552037,0.006324046,1,1,0
954.9163,0.04713097,0.008052711,1,1,0
958.8178,0.07258728,0.04133915,1,1,0
962.4034,0.04767302,0.0002541993,1,1,0
966.2936,0.04935312,0.02771265,1,1,0
974.3169,0.02302036,0.06121745,1,1,0
977.8883,0.03356349,0.003438423,1,1,0
985.2872,0.02959419,0.07924335,1,1,0
989.4716,0.06094465,0.004336361,1,1,0
990.7488,0.07377183,0.005941713,1,1,0
994.1681,0.03663357,0.02002372,1,1,0
997.8664,0.02676963,0.03163607,1,1,0
998.5977,0.04854021,0.03741024,1,1,0
1006.092,0.03993902,0.002419288,1,1,0
1007.061,0.03197707,0.004571556,1,1,0
1012.152,0.05060078,0.006009018,1,1,0
1015.8,0.03948526,0.0005806719,1,1,0
1016.959,0.04660113,0.01089252,1,1,0
1020.081,0.0527965,0.01937849,1,1,0
1024.801,0.0240857,0.001485232,1,1,0
1028.182,0.05952788,0.0420989,1,1,0
1031.562,0.05229206,0.02321288,1,1,0
1033.408,0.02865867,0.003676881,1,1,0
1034.707,0.02739936,0.0007485639,1,1,0
1035.619,0.0425837,0.001303754,1,1,0
1036.088,0.03638979,0.0007933136,1,1,0
1038.947,0.04183032,0.001304375,1,1,0
1039.804,0.04198675,0.002038079,1,1,0
1041.8,0.05249027,0.000866376,1,1,0
1044.043,0.04660496,0.02669493,1,1,0
1048.181,0.03663145,0.002790712,1,1,0
1049.32,0.04083969,0.003275454,1,1,0
1050.591,0.04133065,0.002717731,1,1,0
1057.18,0.04381212,0.01394552,1,1,0
1059.195,0.03793672,0.0007059737,1,1,0
1061.088,0.05067575,0.01182008,1,1,0
1065.096,0.05089913,0.005821279,1,1,0
1068.435,0.02650773,0.0004206145,1,1,0
1070.361,0.02488663,0.0531465,1,1,0
1074.554,0.04233884,0.0007312234,1,1,0
1075.87,0.02984706,0.01063589,1,1,0
1079.453,0.01962183,0.001583242,1,1,0
1082.501,0.03119178,0.004763398,1,1,0
1085.817,0.03369031,0.02277777,1,1,0
1089.239,0.05466009,0.0118862,1,1,0
1093.459,0.04382469,0.001384195,1,1,0
1097.298,0.03856839,0.0560221,1,1,0
1104.429,0.04366787,0.01038141,1,1,0
1107.221,0.05323221,0.01615643,1,1,0
1108.402,0.03913625,0.006391952,1,1,0
1111.607,0.03849324,0.001064777,1,1,0
1113.948,0.04220656,0.0008654812,1,1,0
1117.016,0.04015283,0.001983621,1,1,0
1119.173,0.03737087,0.008188709,1,1,0
1120.706,0.03754282,0.003447063,1,1,0
1124.717,0.04117854,0.01159961,1,1,0
1127.61,0.03497989,0.0005913658,1,1,0
1134.038,0.04407209,0.006038296,1,1,0
1137.58,0.04276173,0.00230294,1,1,0
1139.529,0.04077958,0.004923383,1,1,0
1140.364,0.04271839,0.006828192,1,1,0
1142.734,0.03833275,0.01667631,1,1,0
1145.198,0.02588293,0.02472732,1,1,0
1148.929,0.02637251,0.01987658,1,1,0
1151.199,0.04249763,0.003521151,1,1,0
1153.06,0.03663405,0.0120729,1,1,0
1156.026,0.03764953,0.001181187,1,1,0
1158.441,0.03631595,0.02477442,1,1,0
1160.77,0.02899469,0.003054704,1,1,0
1170.02,0.04132105,0.008918795,1,1,0
1171.015,0.04153504,0.002293556,1,1,0
1178.196,0.03623931,0.001757458,1,1,0
1181.66,0.03937227,0.0006625771,1,1,0
1184.919,0.03682441,0.001013681,1,1,0
1188.586,0.04807617,0.01430112,1,1,0
1191.477,0.05059838,0.001079768,1,1,0
1194.81,0.06611447,0.03079953,1,1,0
1200.252,0.03571965,0.008108998,1,1,0
1201.543,0.03905805,0.002795363,1,1,0
1205.76,0.03967647,0.002485698,1,1,0
1211.785,0.03881586,0.0005809496,1,1,0
1215.887,0.04004388,0.003176266,1,1,0
1218.526,0.0378724,0.04131737,1,1,0
1220.524,0.04021047,0.001848006,1,1,0
1225.389,0.04504651,0.0115333,1,1,0
1229.112,0.03734811,0.003739968,1,1,0
1231.233,0.03323057,0.0004912177,1,1,0
1236.082,0.04109389,0.01215289,1,1,0
1241.532,0.03653658,0.0008536836,1,1,0
1243.545,0.03133136,0.0006095619,1,1,0
1244.998,0.03848958,0.0006090028,1,1,0
1247.607,0.04155773,0.0008000286,1,1,0
1253.327,0.04597079,0.01316334,1,1,0
1255.233,0.03088866,0.009201995,1,1,0
1258.448,0.04573369,0.03999541,1,1,0
1260.434,0.05627086,0.0362261,1,1,0
1262.526,0.04656442,0.0009838499,1,1,0
1267.07,0.0427181,0.01417022,1,1,0
1268.376,0.04107229,0.01301594,1,1,0
1269.729,0.04566185,0.03015998,1,1,0
1272.659,0.04149174,0.0008698649,1,1,0
1274.201,0.03368623,0.005542422,1,1,0
1277.065,0.05787735,0.0189654,1,1,0
1284.858,0.03752073,0.001681788,1,1,0
1290.228,0.04285103,0.01728204,1,1,0
1291.787,0.0409991,0.0008190015,1,1,0
1294.496,0.0427646,0.006243204,1,1,0
1300.024,0.03736956,0.02188729,1,1,0
1302.507,0.0386152,0.01294227,1,1,0
1304.034,0.03539263,0.003217021,1,1,0
1306.201,0.03909708,0.001348992,1,1,0
1308.363,0.03641406,0.0009499396,1,1,0
1311.798,0.04210387,0.00468955,1,1,0
1313.601,0.04188955,0.01228068,1,1,0
1317.841,0.05208355,0.01913275,1,1,0
1319.848,0.06588413,0.02620566,1,1,0
1327.786,0.04214751,0.001329343,1,1,0
1330.285,0.03954934,0.00321355,1,1,0
1333.013,0.03655557,0.002051183,1,1,0
1335.766,0.04886544,0.03712808,1,1,0
1336.987,0.04479144,0.01761297,1,1,0
1339.534,0.03953003,0.01237007,1,1,0
1342.331,0.03883858,0.008453617,1,1,0
1345.561,0.03794868,0.002007039,1,1,0
1348.81,0.04049284,0.003419828,1,1,0
1353.542,0.04260532,0.009188226,1,1,0
1357.007,0.04096426,0.01094563,1,1,0
1358.348,0.04735169,0.02535668,1,1,0
1359.875,0.03916782,0.008862937,1,1,0
1361.577,0.03425137,0.006966543,1,1,0
1363.178,0.03790795,0.0007068988,1,1,0
1365.019,0.04091052,0.001577763,1,1,0
1369.448,0.04037452,0.001798785,1,1,0
1371.447,0.03752292,0.004191831,1,1,0
1373.48,0.0382431,0.002603682,1,1,0
1376.192,0.02814377,0.0008547702,1,1,0
1382.048,0.03934033,0.01054151,1,1,0
1383.32,0.04283493,0.002912438,1,1,0
1385.971,0.04160727,0.007652175,1,1,0
1390.347,0.03715078,0.009103346,1,1,0
1392.969,0.03869859,0.03695747,1,1,0
1395.897,0.03984447,0.04179792,1,1,0
1399.741,0.0316949,0.01133433,1,1,0
1404.229,0.04026523,0.02259296,1,1,0
1406.063,0.03886409,0.002692612,1,1,0
1407.49,0.03658161,0.0005446079,1,1,0
1409.11,0.0376534,0.01295258,1,1,0
1411.077,0.03832449,0.002475621,1,1,0
1414.554,0.04080207,0.003539676,1,1,0
1416.051,0.03983855,0.009159032,1,1,0
1417.933,0.03922851,0.002846443,1,1,0
1421.526,0.04157403,0.03701662,1,1,0
1423.138,0.04029777,0.003700056,1,1,0
1425.003,0.04109447,0.0009675749,1,1,0
1427.11,0.03389074,0.007453603,1,1,0
1431.528,0.04150563,0.001373423,1,1,0
1434.377,0.04020248,0.02403851,1,1,0
1436.483,0.04909969,0.001234681,1,1,0
1438.872,0.0432387,0.02784527,1,1,0
1441.339,0.03847212,0.0005523356,1,1,0
1443.628,0.03993088,0.003030017,1,1,0
1446.417,0.0421383,0.01130626,1,1,0
1457.679,0.0404942,0.02116958,1,1,0
1464.722,0.04070394,0.005392829,1,1,0
1467.517,0.04052552,0.01360196,1,1,0
1472.758,0.04143996,0.01530633,1,1,0
1474.576,0.04409829,0.001867706,1,1,0
1476.967,0.04054755,0.01624088,1,1,0
1481.182,0.04155791,0.003186102,1,1,0
1482.347,0.03846897,0.002799004,1,1,0
1484.127,0.04152714,0.0207597,1,1,0
1487.067,0.03676911,0.005946957,1,1,0
1490.936,0.03882261,0.002020545,1,1,0
1493.429,0.04113223,0.003105464,1,1,0
1495.815,0.03697397,0.00129979,1,1,0
1499.095,0.03983164,0.00772577,1,1,0
1506.393,0.03917675,0.004566025,1,1,0
1510.835,0.03828455,0.007124963,1,1,0
1512.417,0.03900351,0.008538804,1,1,0
1514.208,0.04031653,0.01509564,1,1,0
1515.695,0.03573535,0.006610614,1,1,0
1519.138,0.03601195,0.002435079,1,1,0
1521.572,0.0419941,0.01720309,1,1,0
1525.959,0.04116832,0.001118676,1,1,0
1527.546,0.04122918,0.006963917,1,1,0
1531.991,0.03622506,0.00476561,1,1,0
1536.375,0.04056626,0.003020676,1,1,0
1537.524,0.0444147,0.01564904,1,1,0
1540.448,0.0410018,0.01876291,1,1,0
1542.4,0.0435975,0.0005650679,1,1,0
1546.945,0.04307969,0.0002778953,1,1,0
1550.595,0.03637146,0.009965323,1,1,0
1551.91,0.04348547,0.01172449,1,1,0
1557.26,0.05567004,0.0003688165,1,1,0
1559.279,0.03289076,0.003155221,1,1,0
1564.53,0.03977061,0.0005849934,1,1,0
1566.061,0.0409242,0.0087021,1,1,0
1567.94,0.04502741,0.003631417,1,1,0
1569.332,0.04211808,0.02155869,1,1,0
1570.018,0.03865555,0.01934285,1,1,0
1571.612,0.04584187,0.0071089,1,1,0
1574.635,0.03890381,0.01994987,1,1,0
1576.221,0.04686034,0.001090762,1,1,0
1578.176,0.04088444,0.03839235,1,1,0
1582.854,0.03862757,0.02255154,1,1,0
1587.846,0.03314613,0.007124586,1,1,0
1590.187,0.02897816,0.008230542,1,1,0
1594.81,0.02760058,0.002984039,1,1,0
1598.739,0.03894831,0.03340492,1,1,0
1605.646,0.03951579,0.02013986,1,1,0
1607.934,0.03971982,0.003012852,1,1,0
1612.542,0.04300882,0.07474474,1,1,0
1613.304,0.04228493,0.0247731,1,1,0
1616.518,0.04148632,0.03149828,1,1,0
1620.651,0.04091634,0.01678676,1,1,0
1624.13,0.04049823,0.02059221,1,1,0
1625.876,0.03894329,0.006330127,1,1,0
1627.304,0.03896631,0.003231696,1,1,0
1634.049,0.03431361,0.002049789,1,1,0
1636.81,0.03931203,0.02056304,1,1,0
1638.992,0.0381464,0.0001188381,1,1,0
1650.193,0.02888134,0.006055785,1,1,0
1651.741,0.03952538,0.001911515,1,1,0
1657.469,0.04137134,0.005727682,1,1,0
1659.111,0.04276305,0.03256095,1,1,0
1660.76,0.04102038,0.001689116,1,1,0
1662.407,0.04205909,0.000972374,1,1,0
1664.292,0.04210845,0.02720646,1,1,0
1666.195,0.04047333,0.0005329963,1,1,0
1669.489,0.0391649,0.001278107,1,1,0
1670.613,0.0374264,0.00347468,1,1,0
1673.189,0.04144087,0.0540969,1,1,0
1679.521,0.03676866,0.006544261,1,1,0
1682.623,0.04350298,0.005348921,1,1,0
1684.345,0.04048631,0.05112081,1,1,0
1690.192,0.03468935,0.0009291277,1,1,0
1693.419,0.04100139,0.02453762,1,1,0
1699.475,0.0563561,0.001134612,1,1,0
1701.898,0.04248617,0.0415247,1,1,0
1703.869,0.04156703,0.02499321,1,1,0
1705.959,0.04185049,0.02594754,1,1,0
1707.975,0.0496606,0.002108877,1,1,0
1710.235,0.0409102,0.04150703,1,1,0
1713.594,0.03613587,0.001863178,1,1,0
1717.422,0.04435042,0.000960674,1,1,0
1719.088,0.03794273,0.004832055,1,1,0
1720.312,0.04386218,0.001552898,1,1,0
1722.797,0.04018474,0.008688409,1,1,0
1724.298,0.04416814,0.002655485,1,1,0
1726.597,0.04341697,0.02264182,1,1,0
1727.865,0.03706324,0.007505505,1,1,0
1729.346,0.03800494,0.005494876,1,1,0
1730.796,0.0419465,0.009553499,1,1,0
1731.797,0.03843515,0.002157839,1,1,0
1733.264,0.03822084,0.001630663,1,1,0
1735.327,0.03124483,0.006344534,1,1,0
1736.09,0.04585585,0.01639549,1,1,0
1739.724,0.04099582,0.02362599,1,1,0
1742.447,0.03760036,0.0002758911,1,1,0
1745.622,0.04092034,0.0003733669,1,1,0
1747.43,0.04010153,0.03735036,1,1,0
1754.173,0.0395592,0.01255264,1,1,0
1757.2,0.03338594,0.01097713,1,1,0
1759.461,0.04635319,0.0007007465,1,1,0
1763.092,0.03610739,0.006734822,1,1,0
1764.33,0.04261843,0.02818802,1,1,0
1767.592,0.04151672,0.0008994682,1,1,0
1770.118,0.03851691,0.003852914,1,1,0
1772.757,0.03940415,0.02038536,1,1,0
1775.261,0.04575969,0.001646292,1,1,0
1778.264,0.04449717,0.00886119,1,1,0
1779.441,0.0394991,0.003832939,1,1,0
1780.891,0.03837457,0.01658217,1,1,0
1782.972,0.03816408,0.002117109,1,1,0
1787.922,0.04204621,0.02589383,1,1,0
1789.838,0.04023356,0.003733628,1,1,0
1794.039,0.04173772,0.004739375,1,1,0
1796.178,0.04194016,0.1180238,1,1,0
1800.456,0.04118328,0.0273327,1,1,0
1803.133,0.04126434,0.04559994,1,1,0
1807.759,0.04298813,0.07914386,1,1,0
1809.306,0.03840444,0.05622517,1,1,0
1815.623,0.038397,0.01329955,1,1,0
1819.267,0.04093588,0.001827961,1,1,0
1826.671,0.04290127,0.01626632,1,1,0
1832.041,0.04146287,0.03394481,1,1,0
1834.908,0.04463785,0.06737991,1,1,0
1834.915,0.03894226,0.001447179,1,1,0
1837.302,0.04028248,0.0007506967,1,1,0
1840.213,0.03774066,0.005669301,1,1,0
1844.092,0.03871627,0.00663465,1,1,0
1846.204,0.04309301,0.02271778,1,1,0
1849.301,0.03845386,0.0044175,1,1,0
1851.572,0.03973718,0.01555575,1,1,0
1853.028,0.0399951,0.01608543,1,1,0
1857.854,0.03870988,0.01352381,1,1,0
1862.23,0.0403399,0.002092128,1,1,0
1864.809,0.04091445,0.001781562,1,1,0
1873.53,0.04247915,0.01660162,1,1,0
1874.071,0.03857995,0.02347221,1,1,0
1875.888,0.041848,0.002819671,1,1,0
1878.222,0.03661624,0.01723968,1,1,0
1886.3,0.03970175,0.005175964,1,1,0
1887.956,0.04444454,0.002907622,1,1,0
1890.401,0.04361563,0.002089424,1,1,0
1892.748,0.03502816,0.01067566,1,1,0
1896.481,0.0368069,0.01833456,1,1,0
1898.065,0.04062546,0.04458397,1,1,0
1901.929,0.03905936,0.00178337,1,1,0
1904.288,0.03602175,0.0143523,1,1,0
1907.302,0.0377013,0.003862309,1,1,0
1910.203,0.041807,0.001633423,1,1,0
1910.253,0.0387867,0.0005008123,1,1,0
1912.105,0.03124288,0.03728659,1,1,0
1919.056,0.03622871,0.0101414,1,1,0
1921.338,0.03487346,0.006965136,1,1,0
1924.181,0.03395444,0.008697074,1,1,0
1929.213,0.03954849,0.01800879,1,1,0
1932.35,0.03857974,0.01275609,1,1,0
1933.74,0.03814652,0.007762627,1,1,0
1941.15,0.04618863,0.007599907,1,1,0
1942.508,0.04563059,0.001066448,1,1,0
1947.004,0.04132358,0.0005017013,1,1,0
1949.236,0.04041945,0.03932509,1,1,0
1951.519,0.03887614,0.01645828,1,1,0
1954.104,0.0430522,0.05706244,1,1,0
1960.256,0.04030867,0.01782384,1,1,0
1962.625,0.03560831,0.002043594,1,1,0
1964.878,0.0396131,0.01289506,1,1,0
1966.395,0.03609119,0.01979626,1,1,0
1968.294,0.03953201,0.0009685891,1,1,0
1970.622,0.0306458,0.005383557,1,1,0
1971.851,0.04567003,0.003475586,1,1,0
1972.788,0.04409313,0.03171475,1,1,0
1976.317,0.04216678,0.004903575,1,1,0
1978.006,0.04591341,0.001786264,1,1,0
1981.408,0.03238251,0.0007324714,1,1,0
1987.176,0.04428911,0.00892703,1,1,0
1990.816,0.04248951,0.003858376,1,1,0
1992.695,0.03770163,0.003442824,1,1,0
1994.854,0.03922595,0.0119534,1,1,0
1996.776,0.04081704,0.02791778,1,1,0
1999.079,0.03968152,0.00259309,1,1,0
2000.065,0.04292026,0.01208583,1,1,0
2006.56,0.04143149,0.004471574,1,1,0
2007.462,0.03851482,0.003901331,1,1,0
2008.726,0.04126256,0.01758454,1,1,0
2011.635,0.04711429,0.00107894,1,1,0
2012.886,0.03600698,0.00354252,1,1,0
2014.935,0.01755669,0.001110678,1,1,0
2018.857,0.04332363,0.03012749,1,1,0
2020.005,0.04010445,0.001555053,1,1,0
2021.632,0.04775342,0.017337,1,1,0
2025.488,0.04426396,0.001877663,1,1,0
2027.195,0.03500693,0.001238421,1,1,0
2028.143,0.03096293,0.005221348,1,1,0
2035.427,0.0456892,0.003146105,1,1,0
2036.577,0.04335961,0.003003903,1,1,0
2038.712,0.04860854,0.01550173,1,1,0
2040.283,0.04140921,0.008646755,1,1,0
2042.794,0.04202762,0.01757882,1,1,0
2046.348,0.03669514,0.002488565,1,1,0
2050.324,0.02499388,0.001596919,1,1,0
2053.983,0.03462234,0.003598158,1,1,0
2055.117,0.04080422,0.01433209,1,1,0
2056.492,0.0395031,0.001668999,1,1,0
2059.11,0.03967792,0.006799171,1,1,0
2061.2,0.04055615,0.001120933,1,1,0
2064.085,0.04387297,0.001933961,1,1,0
2066.169,0.04248523,0.04117152,1,1,0
2068.072,0.04640571,0.01037167,1,1,0
2069.234,0.04268364,0.004429924,1,1,0
2072.847,0.03873929,0.02801494,1,1,0
2075.126,0.04493108,0.003671362,1,1,0
2078.178,0.04259195,0.02118985,1,1,0
2081.301,0.04154518,0.002331619,1,1,0
2084.307,0.0398386,0.01122237,1,1,0
2085.788,0.04110912,0.02081228,1,1,0
2088.245,0.04065505,0.04421949,1,1,0
2092.662,0.035579,0.002206632,1,1,0
2095.098,0.03861175,0.02244851,1,1,0
2098.112,0.04422202,0.02646097,1,1,0
2101.728,0.03641869,0.01995644,1,1,0
2104.62,0.03132249,0.002413069,1,1,0
2108.173,0.04248755,0.01626394,1,1,0
2111.259,0.04611288,0.02690661,1,1,0
2112.895,0.0360855,0.0009366881,1,1,0
2112.924,0.0372751,0.03434669,1,1,0
2121.226,0.04304666,0.06367971,1,1,0
2123.987,0.04342024,0.01260179,1,1,0
2126.56,0.04022321,0.03359286,1,1,0
2130.615,0.04184943,0.02935339,1,1,0
2137.483,0.03821267,0.01034162,1,1,0
2138.963,0.03701797,0.004012262,1,1,0
2142.997,0.03626985,0.0006949559,1,1,0
2146.667,0.04229239,0.005525554,1,1,0
2149.002,0.04248182,0.01340053,1,1,0
2151.426,0.04048659,0.017824,1,1,0
2153.123,0.04868454,0.04693895,1,1,0
2157.025,0.03788074,0.02088114,1,1,0
2159.068,0.0442158,0.009231404,1,1,0
2160.538,0.03976726,0.01197543,1,1,0
2164.585,0.04174622,0.02390201,1,1,0
2166.682,0.03896671,0.002486201,1,1,0
2169.056,0.04299262,0.03314964,1,1,0
2171.401,0.04191154,0.01599688,1,1,0
2175.876,0.04631179,0.01596895,1,1,0
2178.487,0.04294947,0.02358938,1,1,0
2180.349,0.03691358,0.003963192,1,1,0
2184.202,0.04626915,0.005680355,1,1,0
2186.511,0.03409959,0.0005436005,1,1,0
2188.942,0.04512204,0.004787457,1,1,0
2191.949,0.03691526,0.008874197,1,1,0
2195.28,0.04691567,0.01742782,1,1,0
2198.69,0.03905728,0.01316078,1,1,0
2201.14,0.03891155,0.003919353,1,1,0
2203.137,0.04279449,0.06401532,1,1,0
2209.379,0.03922158,0.0003646266,1,1,0
2211.122,0.03551663,0.001438903,1,1,0
2213.172,0.03899644,0.03131731,1,1,0
2215.162,0.04319904,0.009179424,1,1,0
2218.293,0.04805535,0.002502584,1,1,0
2220.321,0.03705414,0.00832123,1,1,0
2223.275,0.03550126,0.02413882,1,1,0
2224.932,0.0397494,8.559849e-05,1,1,0
2228.29,0.04437303,0.02373061,1,1,0
2231.864,0.02310204,0.002158019,1,1,0
2234.127,0.03540847,0.007074406,1,1,0
2236.679,0.03209526,0.001343909,1,1,0
2238.448,0.04338134,0.01427947,1,1,0
2241.502,0.04443146,0.02028873,1,1,0
2244.863,0.03919099,0.001014962,1,1,0
2248.968,0.05099279,0.003059336,1,1,0
2251.168,0.04667644,0.01384903,1,1,0
2254.946,0.0398454,0.003112413,1,1,0
2257.326,0.04241857,0.001886316,1,1,0
2259.618,0.04065321,0.02051361,1,1,0
2262.463,0.04364635,0.04059997,1,1,0
2264.874,0.0411637,0.004312903,1,1,0
2267.845,0.04165004,0.01171094,1,1,0
2269.839,0.03927836,0.03063353,1,1,0
2276.449,0.02999896,0.001373286,1,1,0
2278.561,0.04042639,0.009066669,1,1,0
2281.776,0.03833407,0.006798716,1,1,0
2284.039,0.03095617,0.001410275,1,1,0
2288.872,0.0438088,0.02866736,1,1,0
2292.422,0.04366698,0.005030862,1,1,0
2297.119,0.04306273,0.1337101,1,1,0
2303.737,0.04739982,0.07032462,1,1,0
2305.638,0.04052549,0.0144787,1,1,0
