energy,Gd157 + photon [inclusive] width,n + Gd156 width,J,Pi,L
33.23,0.08999972,0.01460002,0.5,1,0
80.1,0.08499984,0.07880001,0.5,1,0
110.5,0.08499987,0.0008699984,0.5,1,0
150.4,0.07999976,0.04170002,0.5,1,0
198.5,0.07999958,0.2180002,0.5,1,0
201.8,0.07999953,0.07200003,0.5,1,0
244.9,0.07999836,0.003099997,0.5,1,0
341.0,0.07999952,0.6830004,0.5,1,0
376.7,0.07999962,0.1460001,0.5,1,0
427.3001,0.08500402,0.00250046,0.5,1,0
451.4,0.07999941,0.117,0.5,1,0
477.0,0.07999969,0.1200001,0.5,1,0
481.2,0.07999981,0.001099997,0.5,1,0
515.7,0.07999981,0.1450001,0.5,1,0
563.6,0.07999993,0.003599988,0.5,1,0
606.8001,0.07999332,0.003200629,0.5,1,0
662.7,0.07999883,0.004599995,0.5,1,0
705.5,0.07999933,0.07700001,0.5,1,0
713.3,0.08000098,0.8120005,0.5,1,0
729.7,0.06999985,0.3000002,0.5,1,0
794.3,0.07999961,0.2000003,0.5,1,0
821.9,0.09400074,0.6420028,0.5,1,0
842.2,0.09700107,0.1249984,0.5,1,0
854.2001,0.08002837,0.002100285,0.5,1,0
856.8,0.08000074,0.02899988,0.5,1,0
900.1,0.07899968,0.1649997,0.5,1,0
981.1,0.0800005,0.1280001,0.5,1,0
1004.5,0.0799995,0.003199992,0.5,1,0
1017.2,0.07999978,0.003499994,0.5,1,0
1034.4,0.0799997,0.03899997,0.5,1,0
1054.1,0.07999971,0.09099994,0.5,1,0
1096.0,0.07999966,0.09899998,0.5,1,0
1142.1,0.07999964,0.3779991,0.5,1,0
1153.8,0.08000062,0.292008,0.5,1,0
1182.9,0.07999975,0.2849994,0.5,1,0
1201.1,0.07999971,0.005599974,0.5,1,0
1212.6,0.07999968,0.00379999,0.5,1,0
1240.6,0.07999974,0.02799995,0.5,1,0
1257.3,0.07999866,0.03100054,0.5,1,0
1320.5,0.07999979,0.05999994,0.5,1,0
1342.4,0.07999991,0.05099989,0.5,1,0
1391.7,0.08000034,0.1099996,0.5,1,0
1425.0,0.07998888,0.1500056,0.5,1,0
1431.7,0.08000024,0.1440029,0.5,1,0
1491.6,0.07999968,0.2090004,0.5,1,0
1514.6,0.0799999,0.7550011,0.5,1,0
1553.2,0.08000062,0.1650007,0.5,1,0
1584.1,0.0799986,0.03499986,0.5,1,0
1609.9,0.07999973,0.09199997,0.5,1,0
1626.0,0.07999979,0.004399988,0.5,1,0
1661.3,0.07999974,0.2000001,0.5,1,0
1671.3,0.07999975,0.8540017,0.5,1,0
1737.4,0.07999968,0.02199996,0.5,1,0
1770.0,0.07999691,0.007999986,0.5,1,0
1773.9,0.08,0.754,0.5,1,0
1784.3,0.07999931,0.3119989,0.5,1,0
1822.9,0.08000114,0.7340015,0.5,1,0
1855.1,0.08000017,0.1599984,0.5,1,0
1913.3,0.07999577,0.2200098,0.5,1,0
1939.1,0.07999994,0.006099975,0.5,1,0
1958.6,0.07999964,0.597002,0.5,1,0
1990.8,0.07999952,0.6070023,0.5,1,0
2007.5,0.07999927,0.007599977,0.5,1,0
2031.0,0.07999993,0.02199993,0.5,1,0
2042.7,0.07999979,0.0149999,0.5,1,0
2126.7,0.07999971,1.099999,0.5,1,0
2201.2,0.07999982,0.01699995,0.5,1,0
1278.0,0.07999944,0.002199994,0.5,-1,1
1584.1,0.08002315,0.00350009,0.5,-1,1
1698.7,0.07999922,0.002799991,0.5,-1,1
2014.2,0.08000076,0.004499982,0.5,-1,1
2132.7,0.0800091,0.002799995,0.5,-1,1
56.8,0.08499978,6.499979e-06,1.5,-1,1
72.2,0.08499978,1.299997e-05,1.5,-1,1
258.3,0.08500012,9.499974e-05,1.5,-1,1
494.3,0.07999984,0.0002249993,1.5,-1,1
549.0,0.07999964,0.0002249993,1.5,-1,1
974.0,0.08499738,0.000999996,1.5,-1,1
1126.4,0.07999806,0.0004999989,1.5,-1,1
1230.0,0.07999949,0.001149996,1.5,-1,1
1410.1,0.08000474,0.001699999,1.5,-1,1
1414.8,0.08002483,0.0002650083,1.5,-1,1
1478.6,0.07999958,0.001099996,1.5,-1,1
1496.8,0.07999683,0.001349979,1.5,-1,1
2060.4,0.08000078,0.002049992,1.5,-1,1
2091.8,0.07999999,0.002249992,1.5,-1,1
2144.0,0.08000004,0.001599995,1.5,-1,1
2226.501,0.08014143,0.001202204,1.5,-1,1
