energy,U236 + photon [inclusive] width,n + U235 width,J,Pi,L
93.2226,0.04180655,0.0003763125,3,1,0
94.73723,0.04145033,0.000525287,3,1,0
96.14175,0.03796287,0.000172149,3,1,0
96.34822,0.04056933,0.0009093591,3,1,0
98.08529,0.04119231,0.002737367,3,1,0
99.472,0.03850423,0.0004035544,3,1,0
101.2549,0.04386334,6.45659e-07,3,1,0
101.8152,0.04033529,0.0004097823,3,1,0
103.4464,0.04033975,0.0001807507,3,1,0
104.1438,0.04266354,0.0002794153,3,1,0
105.1399,0.04188791,0.002839544,3,1,0
106.8724,0.03890962,0.0003730033,3,1,0
107.6217,0.03908886,0.006019188,3,1,0
109.045,0.04519202,1.157303e-08,3,1,0
110.0705,0.04574708,0.001399784,3,1,0
111.1496,0.03752258,8.006813e-05,3,1,0
113.4965,0.04400412,0.001757573,3,1,0
114.5806,0.04270708,0.0001868329,3,1,0
115.9297,0.03237575,0.002330767,3,1,0
117.6416,0.03915337,0.0007876354,3,1,0
118.5387,0.04142198,1.51515e-07,3,1,0
120.4027,0.03345289,7.191369e-06,3,1,0
121.034,0.0677767,0.0006729083,3,1,0
123.4493,0.03847755,0.0004847173,3,1,0
123.7552,0.0373576,0.000231446,3,1,0
125.2338,0.07174618,0.0003768186,3,1,0
126.4444,0.03863981,0.003670256,3,1,0
128.1218,0.03923376,4.78301e-07,3,1,0
129.5358,0.04352306,0.000802344,3,1,0
131.3842,0.04611067,0.001863305,3,1,0
132.2828,0.04384959,0.001226505,3,1,0
133.0393,0.04560619,0.00124213,3,1,0
135.4424,0.03479323,0.00551063,3,1,0
135.8049,0.04116146,2.334624e-06,3,1,0
139.126,0.04897831,0.00063098,3,1,0
140.0961,0.04219356,0.001317459,3,1,0
141.8187,0.04451662,0.002012282,3,1,0
142.7738,0.04172779,0.00037612,3,1,0
143.7587,0.04056034,2.627329e-06,3,1,0
145.5469,0.04564964,0.005962551,3,1,0
146.9868,0.04203993,2.060154e-06,3,1,0
147.327,0.04162354,0.003417354,3,1,0
148.8882,0.04489818,0.002205017,3,1,0
149.2693,0.04791493,0.002285247,3,1,0
151.9748,0.04186985,1.150544e-05,3,1,0
152.1803,0.0382359,4.824815e-05,3,1,0
154.2069,0.04241559,8.15654e-06,3,1,0
155.2893,0.05147879,0.0008588544,3,1,0
156.1686,0.03474262,0.001818659,3,1,0
157.4527,0.03887893,0.0008875222,3,1,0
158.5076,0.03972548,0.001373757,3,1,0
159.9095,0.04032,0.0007860337,3,1,0
160.9366,0.03956762,0.007556611,3,1,0
161.7742,0.03466055,3.47473e-05,3,1,0
162.5457,0.04103255,0.001763928,3,1,0
166.259,0.03830002,0.003322055,3,1,0
168.5247,0.04175874,0.0003800648,3,1,0
169.3938,0.0410538,0.002526772,3,1,0
171.2984,0.03250885,1.774547e-05,3,1,0
171.728,0.04943647,0.001605862,3,1,0
174.5343,0.04777447,0.005068639,3,1,0
175.0134,0.02409381,0.0009746647,3,1,0
175.912,0.05588678,0.0001025256,3,1,0
177.5359,0.05600975,0.009613519,3,1,0
181.9175,0.0391793,0.002368168,3,1,0
182.2345,0.04737746,2.712165e-05,3,1,0
182.2788,0.04893817,0.003128835,3,1,0
184.0636,0.041021,0.001015912,3,1,0
187.4984,0.04036073,5.564723e-05,3,1,0
187.8102,0.04376977,0.000251103,3,1,0
188.8646,0.04233013,0.000228849,3,1,0
189.5011,0.03852183,0.006233012,3,1,0
189.9592,0.0748594,0.0003229813,3,1,0
192.3371,0.03959975,0.01064969,3,1,0
193.0755,0.04511267,9.873016e-06,3,1,0
193.4274,0.05364696,3.993837e-05,3,1,0
196.0432,0.02705898,0.000189467,3,1,0
197.1566,0.03846877,0.001241953,3,1,0
198.0573,0.03949177,0.0005765556,3,1,0
198.8318,0.02801781,0.006222282,3,1,0
200.5707,0.04306409,0.0004104233,3,1,0
203.0703,0.04221328,0.0006109466,3,1,0
204.078,0.04383227,0.000889186,3,1,0
205.8459,0.04212562,1.416801e-06,3,1,0
208.3567,0.04247991,0.0001475579,3,1,0
210.6489,0.04193799,0.002260393,3,1,0
212.0628,0.04110621,0.0007706626,3,1,0
212.269,0.04214053,1.031946e-06,3,1,0
213.5844,0.04042024,0.007895463,3,1,0
215.0237,0.04217223,2.705432e-05,3,1,0
215.6461,0.04044599,0.0003734833,3,1,0
216.5683,0.04151323,0.0001643872,3,1,0
218.1403,0.04156937,0.000193106,3,1,0
219.7391,0.0413447,0.0002738899,3,1,0
220.7597,0.04104035,0.007366284,3,1,0
221.7502,0.04126564,0.00690688,3,1,0
224.5575,0.0399949,0.005663831,3,1,0
225.9966,0.04216309,8.72222e-05,3,1,0
226.3958,0.0412363,0.005204181,3,1,0
228.7974,0.04163821,0.001460172,3,1,0
229.3825,0.04048822,0.001300777,3,1,0
230.9298,0.04317574,0.01096375,3,1,0
232.021,0.04160008,0.001733418,3,1,0
233.9362,0.04342458,0.005615024,3,1,0
235.2329,0.04244249,0.0007765157,3,1,0
236.7658,0.04070149,0.001855067,3,1,0
238.0051,0.04114687,0.0003222029,3,1,0
239.1782,0.04009698,0.0005329873,3,1,0
239.4426,0.04176197,0.008642092,3,1,0
243.0701,0.04097296,0.002529495,3,1,0
243.9428,0.03947229,0.0004195094,3,1,0
246.3438,0.04177589,0.002788704,3,1,0
247.977,0.04182379,0.0005029139,3,1,0
248.6821,0.04128184,0.000600517,3,1,0
249.7967,0.04028197,0.0001661606,3,1,0
250.8536,0.04227636,9.254648e-06,3,1,0
253.6933,0.04862085,0.009984217,3,1,0
253.756,0.04269355,1.925758e-05,3,1,0
257.3258,0.0423594,1.177702e-05,3,1,0
257.4914,0.04279796,0.0006276977,3,1,0
257.971,0.04154498,1.112359e-05,3,1,0
258.9756,0.04252019,1.083705e-05,3,1,0
261.6656,0.04449516,0.02281968,3,1,0
263.3053,0.04251894,5.505057e-05,3,1,0
265.1595,0.04212201,9.227814e-06,3,1,0
266.4533,0.04338456,0.008399416,3,1,0
267.2374,0.04150242,0.0002162943,3,1,0
267.5555,0.04218754,1.47398e-05,3,1,0
269.3932,0.04290436,0.003404085,3,1,0
270.0453,0.04922325,0.007795405,3,1,0
273.3981,0.04863892,0.003959685,3,1,0
274.9662,0.04467884,0.001415468,3,1,0
276.6462,0.04212822,7.217361e-06,3,1,0
278.7305,0.04084038,0.001017414,3,1,0
279.8257,0.04245599,0.0122132,3,1,0
280.7076,0.04298393,0.001081978,3,1,0
282.4746,0.04208731,3.75448e-07,3,1,0
283.3027,0.0422551,3.199244e-05,3,1,0
284.081,0.04175991,0.0004070513,3,1,0
285.2293,0.04251258,0.0003129106,3,1,0
285.5249,0.04382439,0.003562057,3,1,0
286.1638,0.0426106,0.000178286,3,1,0
289.8407,0.04182503,0.003933788,3,1,0
290.3225,0.04445152,0.003199268,3,1,0
291.1979,0.04070028,0.0002282555,3,1,0
292.2686,0.044293,0.002486125,3,1,0
295.3584,0.04263875,0.002229651,3,1,0
295.7843,0.04209976,1.170825e-05,3,1,0
298.509,0.03970125,0.01090552,3,1,0
300.4895,0.04191605,2.097654e-05,3,1,0
300.68,0.04006846,0.00047181,3,1,0
301.3643,0.04010067,0.0002548066,3,1,0
302.7548,0.04375029,0.001752086,3,1,0
304.0768,0.03775925,0.0003204884,3,1,0
305.5735,0.04036235,0.001599843,3,1,0
305.9078,0.04129828,0.0005594937,3,1,0
307.0763,0.04192099,0.0003062853,3,1,0
308.441,0.04204969,0.0006965893,3,1,0
309.7961,0.04439874,0.0001904554,3,1,0
311.2978,0.03965109,0.001424516,3,1,0
313.2233,0.03531551,0.005357086,3,1,0
315.6829,0.04255509,0.0001840738,3,1,0
316.1284,0.04106261,0.001952657,3,1,0
317.2449,0.03857044,0.001514299,3,1,0
318.9081,0.04171948,0.0008139773,3,1,0
319.667,0.04416588,0.003377765,3,1,0
321.5953,0.04096168,0.0002172997,3,1,0
322.7159,0.04006341,0.007959292,3,1,0
323.735,0.04032566,0.006386289,3,1,0
325.3182,0.04130027,0.003626249,3,1,0
328.0213,0.04207701,0.0001889199,3,1,0
328.966,0.04217814,5.950873e-05,3,1,0
329.1477,0.04167972,0.004096044,3,1,0
332.5071,0.03766256,0.004714662,3,1,0
333.5425,0.04211977,0.0006169505,3,1,0
336.2865,0.04213118,5.597464e-05,3,1,0
336.6225,0.03968611,0.008053746,3,1,0
337.386,0.03997064,0.0003218572,3,1,0
337.7032,0.0414254,0.0002549205,3,1,0
338.8035,0.04060555,0.0001531755,3,1,0
340.0845,0.03954349,0.01940878,3,1,0
341.5066,0.04308381,0.0001858641,3,1,0
343.7403,0.04381302,0.007167251,3,1,0
345.2633,0.04504059,0.0001700405,3,1,0
347.4969,0.04035131,0.001539175,3,1,0
349.3754,0.0419789,8.93127e-05,3,1,0
350.8073,0.0388427,0.002804281,3,1,0
351.7044,0.04456545,0.00378255,3,1,0
352.8111,0.03936796,0.003118295,3,1,0
353.42,0.04137668,0.0006642761,3,1,0
355.3165,0.04236126,0.005797375,3,1,0
356.4526,0.04223886,0.004204343,3,1,0
357.4277,0.04121014,0.0006685463,3,1,0
358.9077,0.03998608,0.0002391698,3,1,0
359.6578,0.04238527,9.667843e-05,3,1,0
360.9246,0.04095969,0.000777785,3,1,0
362.4988,0.04635626,0.001650731,3,1,0
364.0561,0.04137507,0.002586262,3,1,0
365.1606,0.04026932,0.005188773,3,1,0
365.9499,0.0428224,0.001497842,3,1,0
368.3475,0.03978704,0.0002621384,3,1,0
371.3881,0.04398587,0.0032236,3,1,0
372.6629,0.04218718,7.428917e-06,3,1,0
373.4473,0.04085047,0.002478504,3,1,0
375.5053,0.04178637,3.27031e-05,3,1,0
376.9062,0.04131448,4.274082e-05,3,1,0
377.7833,0.04280891,0.00442872,3,1,0
379.4288,0.03932437,0.00189757,3,1,0
381.8856,0.04226368,0.001064871,3,1,0
382.9919,0.04205936,0.0002015606,3,1,0
384.4337,0.04158056,0.001674022,3,1,0
385.1648,0.04071879,0.001226677,3,1,0
386.9631,0.03968005,0.0008761657,3,1,0
388.3229,0.03741923,0.003848929,3,1,0
388.9249,0.04032711,0.001446216,3,1,0
392.9821,0.03876075,0.0001020105,3,1,0
393.5309,0.04022893,0.001864682,3,1,0
394.2943,0.04179734,0.0005604642,3,1,0
395.7697,0.03971265,0.002063682,3,1,0
397.1675,0.04212056,0.0001043567,3,1,0
397.4232,0.04630692,0.003518038,3,1,0
399.8745,0.04621562,0.001117286,3,1,0
401.5471,0.0416487,0.001190225,3,1,0
403.5604,0.03944898,0.001246253,3,1,0
404.6167,0.03892207,0.004848759,3,1,0
405.8019,0.04371634,0.00649702,3,1,0
405.8337,0.04176437,5.322689e-05,3,1,0
407.1594,0.04079651,0.000918272,3,1,0
408.5788,0.04309387,0.005044809,3,1,0
410.5775,0.04452128,0.002165336,3,1,0
410.8459,0.04205096,0.0003918137,3,1,0
413.1924,0.04104874,0.0001515744,3,1,0
414.9736,0.04322576,3.154369e-05,3,1,0
415.6741,0.04396141,6.22284e-05,3,1,0
416.092,0.04638927,0.0002109165,3,1,0
418.7276,0.04310503,5.904678e-05,3,1,0
419.361,0.04214876,0.001277323,3,1,0
421.5182,0.04056068,0.0004414861,3,1,0
422.6218,0.04300948,3.507787e-05,3,1,0
423.3375,0.03414828,0.01258966,3,1,0
423.739,0.04273345,0.0001168865,3,1,0
425.2551,0.03721791,0.009173497,3,1,0
426.1012,0.04138397,0.006213606,3,1,0
429.4559,0.04207687,0.004446304,3,1,0
431.2076,0.04093727,0.004856083,3,1,0
431.4126,0.04267196,0.0002069178,3,1,0
434.2645,0.04307599,2.042799e-05,3,1,0
434.8883,0.04532875,0.008181271,3,1,0
436.9403,0.04221882,0.0005942239,3,1,0
438.2007,0.04211518,0.0002848124,3,1,0
439.1018,0.0435901,0.004972718,3,1,0
439.5423,0.04124026,0.002650265,3,1,0
440.7599,0.04323663,0.0003431331,3,1,0
442.8857,0.04122141,0.0002547385,3,1,0
444.3155,0.04075747,0.0008774251,3,1,0
445.3701,0.04397545,0.0009714102,3,1,0
447.6261,0.04303413,0.0004075565,3,1,0
447.7445,0.03877799,0.00195695,3,1,0
450.6483,0.04583676,0.002263234,3,1,0
451.2022,0.04246565,6.403458e-05,3,1,0
452.632,0.04362752,0.0002132912,3,1,0
453.5947,0.04336921,0.0005542773,3,1,0
455.6359,0.03981114,0.002722225,3,1,0
457.2937,0.04309629,0.0001066049,3,1,0
457.4364,0.04314536,7.25854e-05,3,1,0
458.8252,0.04104553,0.005550814,3,1,0
461.4456,0.04392826,0.003766995,3,1,0
463.802,0.04266138,0.01994508,3,1,0
466.4469,0.03952038,0.003771122,3,1,0
466.6969,0.0417241,0.0001220819,3,1,0
466.7578,0.04221884,9.220074e-05,3,1,0
467.6341,0.04336589,0.0001152095,3,1,0
469.0369,0.04322215,0.005997858,3,1,0
470.3611,0.0438752,0.001543439,3,1,0
471.3673,0.04252509,0.0001837573,3,1,0
473.3798,0.04361357,0.002174436,3,1,0
475.1838,0.04654225,0.001489822,3,1,0
477.3129,0.04434369,0.004007353,3,1,0
477.8827,0.04288854,0.0004113494,3,1,0
478.0255,0.04319945,3.163183e-05,3,1,0
481.3076,0.03807206,0.01822637,3,1,0
483.0943,0.04372704,0.002753842,3,1,0
484.4004,0.04446062,0.002244242,3,1,0
486.1592,0.0424941,0.0007330424,3,1,0
486.6295,0.04308848,7.979204e-05,3,1,0
488.7308,0.03965167,0.004360981,3,1,0
490.8881,0.04261369,0.000934765,3,1,0
492.2408,0.04198802,0.003297269,3,1,0
493.1036,0.0504627,0.004687052,3,1,0
495.7379,0.0447243,0.008793092,3,1,0
498.1397,0.04099654,0.003374959,3,1,0
499.3662,0.04175422,0.005663241,3,1,0
501.6185,0.04655704,0.002543701,3,1,0
502.8808,0.03530564,0.002717625,3,1,0
502.9526,0.04498308,0.002359271,3,1,0
503.5338,0.04427338,0.0007833447,3,1,0
503.9326,0.04134087,0.0007445868,3,1,0
505.6415,0.05128912,0.0008974293,3,1,0
506.9761,0.03920337,0.0008717336,3,1,0
507.7249,0.03486215,0.002993838,3,1,0
510.232,0.03254245,0.005613708,3,1,0
511.1004,0.04281455,0.00100504,3,1,0
513.6805,0.0448331,0.004351058,3,1,0
514.1483,0.04684424,0.003567895,3,1,0
514.5804,0.04165277,0.0004835383,3,1,0
516.3076,0.04498053,0.0001523972,3,1,0
516.8326,0.04242424,0.0004653834,3,1,0
518.0037,0.0434581,0.0004868516,3,1,0
520.5408,0.05180207,0.004716339,3,1,0
522.3984,0.03700973,0.0008855675,3,1,0
523.8136,0.0409662,0.001770907,3,1,0
526.6889,0.05834155,0.0006845161,3,1,0
527.7454,0.02703236,0.0138086,3,1,0
527.8727,0.04969698,0.001043992,3,1,0
530.8027,0.04010762,0.00960733,3,1,0
532.2099,0.04178561,4.08933e-05,3,1,0
532.7218,0.04397063,0.0002655814,3,1,0
535.3568,0.0450862,0.005162764,3,1,0
538.084,0.04640071,0.002428201,3,1,0
538.8555,0.04744762,0.0007507822,3,1,0
540.723,0.05256974,0.0004300442,3,1,0
542.2131,0.03984657,0.02351328,3,1,0
543.9085,0.04267573,0.005299821,3,1,0
546.0469,0.03862775,0.003918604,3,1,0
547.3881,0.03610316,0.000510975,3,1,0
549.0005,0.04459046,0.0001082186,3,1,0
550.0133,0.03639959,0.001189457,3,1,0
550.9186,0.04489474,0.0008320992,3,1,0
552.0545,0.07234347,0.00599136,3,1,0
554.8926,0.05031708,0.0002073314,3,1,0
556.92,0.04209951,0.0009130764,3,1,0
557.7754,0.03057272,0.01508778,3,1,0
558.463,0.04498485,0.003497692,3,1,0
558.8466,0.04354996,3.006159e-05,3,1,0
559.3996,0.0408801,0.0004070672,3,1,0
561.0738,0.04322521,0.00739725,3,1,0
562.275,0.0394878,0.001900102,3,1,0
562.58,0.03463754,0.000958556,3,1,0
563.812,0.04228531,0.002340815,3,1,0
564.2132,0.04481011,0.0002056482,3,1,0
564.2663,0.04450693,0.0002693762,3,1,0
566.172,0.03623891,0.001875991,3,1,0
567.2523,0.04235032,0.000446227,3,1,0
569.0491,0.03882867,0.0006000993,3,1,0
569.8278,0.0302883,0.001413821,3,1,0
573.1646,0.08703987,0.01403099,3,1,0
574.6506,0.0447101,0.003859624,3,1,0
579.4257,0.05740039,0.005469608,3,1,0
581.5526,0.03973342,0.0007791642,3,1,0
582.3741,0.04311636,0.0006269389,3,1,0
584.1669,0.04475282,0.0004240084,3,1,0
585.517,0.04839977,0.002446239,3,1,0
586.2153,0.05937533,0.004945372,3,1,0
588.8542,0.04293691,0.003115147,3,1,0
588.9999,0.04176138,0.0001013587,3,1,0
590.1298,0.03964938,0.005051453,3,1,0
591.5898,0.04579721,0.0005763498,3,1,0
593.4659,0.04533848,0.005977724,3,1,0
596.1293,0.03129171,0.008680803,3,1,0
596.483,0.06450239,0.0003419889,3,1,0
603.2307,0.04673685,0.01391995,3,1,0
605.7606,0.05157424,0.0007983983,3,1,0
606.6761,0.04770241,0.00350694,3,1,0
608.152,0.04482876,0.0008356621,3,1,0
608.5446,0.04745208,0.005014912,3,1,0
611.9638,0.04561948,0.0002674,3,1,0
612.8573,0.05339748,0.006519596,3,1,0
613.5696,0.05343298,0.0006059316,3,1,0
615.4584,0.04441915,0.005944652,3,1,0
617.9221,0.03974141,3.233986e-05,3,1,0
618.976,0.06149475,0.02507109,3,1,0
620.473,0.03898156,0.0004195034,3,1,0
622.2471,0.04368601,0.0004640809,3,1,0
623.9199,0.05457927,0.003179774,3,1,0
626.5327,0.04257366,0.01068877,3,1,0
627.0724,0.04967986,0.001583089,3,1,0
630.4006,0.03985319,0.001469899,3,1,0
632.0381,0.04697322,0.005377456,3,1,0
633.259,0.04272537,0.005859915,3,1,0
635.3727,0.04957358,0.02225895,3,1,0
636.5657,0.04294597,0.006539861,3,1,0
638.0545,0.04433058,0.0005911579,3,1,0
639.1292,0.0453074,0.007207369,3,1,0
641.2139,0.0501233,0.008335928,3,1,0
643.3107,0.04336838,0.005352279,3,1,0
645.6078,0.04294948,0.0003742174,3,1,0
648.868,0.05275177,0.005120631,3,1,0
649.7377,0.04109607,0.0006056785,3,1,0
651.2736,0.03773831,0.0003311365,3,1,0
652.9865,0.04498638,0.003444665,3,1,0
654.3776,0.04388184,0.001399432,3,1,0
656.7555,0.05840683,0.003171232,3,1,0
657.5829,0.05093191,0.001778907,3,1,0
659.8723,0.04533544,0.005597083,3,1,0
661.8208,0.04901536,0.0008732009,3,1,0
663.5701,0.03763148,0.007087054,3,1,0
663.988,0.03749023,0.001008324,3,1,0
667.1724,0.04271282,0.0007659218,3,1,0
667.8931,0.04315005,0.001638721,3,1,0
669.4747,0.04011624,0.0005195209,3,1,0
671.5803,0.03811585,0.002188033,3,1,0
672.4271,0.04323785,0.003588313,3,1,0
672.7394,0.04903545,0.002521262,3,1,0
673.1436,0.03934116,0.004887783,3,1,0
674.8398,0.04665393,0.0005749465,3,1,0
676.291,0.03340325,0.01895493,3,1,0
677.229,0.02901847,0.01509539,3,1,0
678.9556,0.04919574,0.003432382,3,1,0
679.94,0.03902527,0.002094181,3,1,0
682.4525,0.04357346,0.002185267,3,1,0
684.0135,0.04042544,0.004319697,3,1,0
686.0832,0.04909155,0.002074692,3,1,0
686.9531,0.04018095,0.0008306617,3,1,0
690.4498,0.06189115,0.00779421,3,1,0
691.8876,0.0373619,0.003789225,3,1,0
692.9871,0.04032484,0.01683592,3,1,0
695.746,0.03569033,0.00139614,3,1,0
696.9843,0.0399476,0.0008299439,3,1,0
697.4379,0.03584014,0.001170098,3,1,0
699.0113,0.04207603,0.01088923,3,1,0
701.4097,0.04902548,0.00503884,3,1,0
702.5427,0.04637319,0.005669988,3,1,0
704.1857,0.0395578,0.00417842,3,1,0
705.7701,0.04420537,0.0008736804,3,1,0
707.646,0.03077948,0.0005223928,3,1,0
710.7077,0.0684569,0.00836697,3,1,0
712.3018,0.04238919,0.0007387872,3,1,0
714.4656,0.03667347,0.002738505,3,1,0
717.9178,0.03514439,0.005160143,3,1,0
718.8723,0.04994128,0.005673676,3,1,0
719.9527,0.03418496,0.01009996,3,1,0
723.5643,0.04869904,0.009275878,3,1,0
725.402,0.04939297,0.002380141,3,1,0
726.4636,0.03976142,0.0006446371,3,1,0
727.6764,0.05533073,0.007534337,3,1,0
729.4908,0.1028039,0.0101166,3,1,0
730.4885,0.04193401,0.001364138,3,1,0
731.2267,0.04087964,0.007573048,3,1,0
733.4053,0.09321915,0.06319268,3,1,0
735.8879,0.03380694,0.002780618,3,1,0
738.948,0.04112906,0.002242516,3,1,0
741.6727,0.05446095,0.01052728,3,1,0
743.2121,0.05661548,0.002490835,3,1,0
744.5687,0.03508627,0.0008432579,3,1,0
745.3969,0.1455024,0.007156011,3,1,0
747.0463,0.1000441,0.009675134,3,1,0
747.5647,0.033983,0.0005991348,3,1,0
749.9084,0.06695104,0.006629696,3,1,0
751.481,0.04794663,0.006708835,3,1,0
751.928,0.04168306,0.00135573,3,1,0
754.1667,0.04004319,0.01544363,3,1,0
756.3627,0.02461542,0.003089358,3,1,0
757.7429,0.03853081,0.0005497409,3,1,0
759.8096,0.04988524,0.008947134,3,1,0
760.3732,0.041668,0.001503081,3,1,0
765.6111,0.04561971,0.001999348,3,1,0
766.494,0.09376618,0.01694733,3,1,0
767.9651,0.06408007,0.00499154,3,1,0
771.5222,0.03878677,0.0008575558,3,1,0
772.5944,0.07005178,0.01082688,3,1,0
773.9506,0.03719069,0.0002971534,3,1,0
776.0345,0.02893855,0.003711683,3,1,0
779.4869,0.04525135,0.0158131,3,1,0
781.5719,0.03813986,0.001313462,3,1,0
782.329,0.050981,0.005719054,3,1,0
784.9675,0.04805506,0.001792866,3,1,0
787.6103,0.09444478,0.001865106,3,1,0
787.6136,0.04150354,0.001081212,3,1,0
789.978,0.04606074,0.007173505,3,1,0
790.8818,0.04148721,0.002788372,3,1,0
792.5527,0.04272024,0.005717795,3,1,0
793.8471,0.03633372,0.002443286,3,1,0
796.0747,0.03650543,0.005648453,3,1,0
798.0117,0.03637189,0.004296059,3,1,0
799.1656,0.04254181,0.0007441633,3,1,0
800.4731,0.04215322,0.001578575,3,1,0
801.1896,0.04529852,0.0229717,3,1,0
805.1613,0.04076781,0.001161883,3,1,0
806.5176,0.02339697,0.007757943,3,1,0
808.1088,0.0420173,0.00173572,3,1,0
810.1437,0.02703361,0.004508414,3,1,0
812.3398,0.03801801,0.003361806,3,1,0
814.0223,0.07274859,0.004054559,3,1,0
815.4498,0.04074841,0.004955455,3,1,0
816.7469,0.04949653,0.001119223,3,1,0
820.1349,0.04573463,0.003349529,3,1,0
822.3246,0.04659489,0.002309418,3,1,0
823.3927,0.04452687,0.008230739,3,1,0
824.9405,0.04549186,0.001847115,3,1,0
826.6105,0.043657,0.0008466801,3,1,0
827.9583,0.04359053,0.00187348,3,1,0
831.162,0.04086492,0.0009288694,3,1,0
832.4616,0.02983314,0.005417136,3,1,0
834.025,0.0474957,0.00238808,3,1,0
836.9746,0.03038879,0.0113466,3,1,0
838.3601,0.02596379,0.004952335,3,1,0
839.4216,0.04400413,0.001008667,3,1,0
843.1946,0.03861556,0.009606465,3,1,0
844.1279,0.04477591,0.0005075682,3,1,0
845.7127,0.03137151,0.004892512,3,1,0
847.4931,0.08391063,0.01283043,3,1,0
849.0358,0.04413284,6.520238e-05,3,1,0
851.3817,0.026667,0.00312267,3,1,0
854.916,0.0434522,0.00440694,3,1,0
856.7497,0.0482706,0.002723383,3,1,0
