energy,Pu241 + photon [inclusive] width,n + Pu240 width,J,Pi,L
493.8,0.03153,0.005461,0.5,1,0
499.19,0.03632,0.01896,0.5,1,0
510.0,0.0318,0.000414,0.5,1,0
512.5,0.0318,0.0005175,0.5,1,0
514.22,0.0336,0.02061,0.5,1,0
526.26,0.0318,0.0009606999,0.5,1,0
530.8,0.0318,0.0006768,0.5,1,0
546.34,0.0399,0.03129,0.5,1,0
553.06,0.03478,0.01806,0.5,1,0
566.16,0.03381,0.0315,0.5,1,0
584.23,0.0318,0.001152,0.5,1,0
596.66,0.03717,0.0545,0.5,1,0
607.99,0.02915,0.02215,0.5,1,0
632.43,0.03243,0.01441,0.5,1,0
637.52,0.0306,0.01275,0.5,1,0
649.9,0.0318,0.0012,0.5,1,0
665.1,0.02738,0.2018,0.5,1,0
678.48,0.03203,0.02644,0.5,1,0
712.1,0.0318,0.00133,0.5,1,0
743.3,0.0318,0.00101,0.5,1,0
750.02,0.03248,0.06852,0.5,1,0
758.86,0.03202,0.006256,0.5,1,0
778.27,0.0318,0.00112,0.5,1,0
782.43,0.03123,0.003832,0.5,1,0
790.85,0.02317,0.02613,0.5,1,0
810.51,0.03728,0.2188,0.5,1,0
819.85,0.02981,0.1119,0.5,1,0
833.3,0.0318,0.00102,0.5,1,0
845.56,0.03356,0.01005,0.5,1,0
854.78,0.03467,0.04814,0.5,1,0
868.0,0.0318,0.00102,0.5,1,0
876.41,0.03286,0.01521,0.5,1,0
891.46,0.03226,0.09415,0.5,1,0
900.0,0.0318,0.001,0.5,1,0
903.95,0.03477,0.0231,0.5,1,0
908.84,0.0322,0.07809,0.5,1,0
915.16,0.03483,0.03707,0.5,1,0
943.44,0.03274,0.123,0.5,1,0
958.3401,0.03098,0.07411,0.5,1,0
970.0,0.0318,0.001,0.5,1,0
971.2399,0.02989,0.08032,0.5,1,0
979.1699,0.0318,0.007428,0.5,1,0
983.0,0.0318,0.001,0.5,1,0
993.0,0.0318,0.0003,0.5,1,0
1001.8,0.02979,0.0973,0.5,1,0
1012.1,0.0318,0.002,0.5,1,0
1024.0,0.0318,0.005231,0.5,1,0
1028.6,0.0318,0.002,0.5,1,0
1037.4,0.0318,0.002,0.5,1,0
1041.6,0.02974,0.01271,0.5,1,0
1045.6,0.0318,0.003939,0.5,1,0
1050.6,0.0318,0.002,0.5,1,0
1072.4,0.02909,0.1134,0.5,1,0
1077.4,0.0318,0.0017,0.5,1,0
1086.0,0.0318,0.002,0.5,1,0
1099.7,0.03408,0.08155001,0.5,1,0
1115.9,0.0318,0.002571,0.5,1,0
1128.8,0.03095,0.05136,0.5,1,0
1133.9,0.0318,0.006965,0.5,1,0
1142.7,0.03098,0.04417,0.5,1,0
1159.4,0.03286,0.02406,0.5,1,0
1175.5,0.0318,0.0015,0.5,1,0
1185.5,0.03212,0.1608,0.5,1,0
1190.7,0.03183,0.1152,0.5,1,0
1200.8,0.0318,0.002,0.5,1,0
1208.8,0.0317,0.0637,0.5,1,0
1228.0,0.0318,0.01091,0.5,1,0
1236.6,0.0318,0.01168,0.5,1,0
1254.6,0.03119,0.08043,0.5,1,0
1281.5,0.0318,0.004201,0.5,1,0
1300.2,0.03065,0.2474,0.5,1,0
1328.0,0.03271,0.3657,0.5,1,0
1344.9,0.0318,0.02535,0.5,1,0
1351.0,0.0318,0.007739,0.5,1,0
1363.1,0.0318,0.007312,0.5,1,0
1376.8,0.03123,0.06723,0.5,1,0
1388.6,0.0318,0.01499,0.5,1,0
1402.5,0.0318,0.00983,0.5,1,0
1408.6,0.0318,0.00991,0.5,1,0
1426.0,0.02987,0.03956,0.5,1,0
1429.0,0.0318,0.01613,0.5,1,0
1442.1,0.0318,0.002,0.5,1,0
1449.6,0.0318,0.02691,0.5,1,0
1450.5,0.03152,0.02866,0.5,1,0
1462.9,0.0318,0.02246,0.5,1,0
1466.0,0.0318,0.002,0.5,1,0
1475.3,0.0318,0.002,0.5,1,0
1481.3,0.0318,0.009762,0.5,1,0
1498.0,0.0318,0.002,0.5,1,0
1502.7,0.0318,0.004,0.5,1,0
1529.0,0.0318,0.005,0.5,1,0
1540.4,0.03231,0.1045,0.5,1,0
1549.3,0.03171,0.1609,0.5,1,0
1555.2,0.0318,0.0025,0.5,1,0
1563.5,0.03044,0.1186,0.5,1,0
1575.3,0.03164,0.1267,0.5,1,0
1581.9,0.0318,0.003,0.5,1,0
1600.0,0.0318,0.002,0.5,1,0
1609.6,0.0318,0.03662,0.5,1,0
1621.3,0.0318,0.02974,0.5,1,0
1628.8,0.0318,0.005,0.5,1,0
1642.9,0.03166,0.1099,0.5,1,0
1662.5,0.03218,0.07047,0.5,1,0
1667.3,0.0318,0.006,0.5,1,0
1687.8,0.0318,0.03668,0.5,1,0
1707.3,0.0318,0.0045,0.5,1,0
1723.9,0.03144,0.08356,0.5,1,0
1741.5,0.0318,0.02529,0.5,1,0
1749.1,0.0318,0.003,0.5,1,0
1763.7,0.0318,0.05713,0.5,1,0
1771.5,0.0318,0.00973,0.5,1,0
1778.8,0.03065,0.4922,0.5,1,0
1788.8,0.0318,0.005,0.5,1,0
1811.2,0.0318,0.005,0.5,1,0
1841.5,0.03306,0.1282,0.5,1,0
1852.7,0.0318,0.02911,0.5,1,0
1861.6,0.0318,0.004,0.5,1,0
1872.7,0.03074,0.0865,0.5,1,0
1885.7,0.0318,0.005,0.5,1,0
1901.6,0.03063,0.2197,0.5,1,0
1916.5,0.0318,0.0365,0.5,1,0
1937.2,0.0318,0.001981,0.5,1,0
1943.3,0.0318,0.007931,0.5,1,0
1949.0,0.0318,0.08923,0.5,1,0
1956.1,0.03084,0.2534,0.5,1,0
1973.0,0.0318,0.07424,0.5,1,0
1991.2,0.03067,0.1149,0.5,1,0
1998.9,0.0318,0.005398,0.5,1,0
2016.6,0.03151,0.05505,0.5,1,0
2022.7,0.02871,0.05993,0.5,1,0
2033.2,0.0323,0.1076,0.5,1,0
2037.5,0.0318,0.005,0.5,1,0
2055.5,0.02844,0.07042,0.5,1,0
2060.8,0.031,0.005,0.5,1,0
2082.7,0.03088,0.09698,0.5,1,0
2095.7,0.0318,0.009986,0.5,1,0
2110.5,0.0318,0.01401,0.5,1,0
2127.1,0.0318,0.006,0.5,1,0
2142.0,0.0318,0.008,0.5,1,0
2154.5,0.0318,0.01405,0.5,1,0
2177.4,0.0318,0.01,0.5,1,0
2181.6,0.03006,0.08906,0.5,1,0
2198.0,0.03067,0.1377,0.5,1,0
2223.5,0.0318,0.012,0.5,1,0
2230.4,0.0318,0.009,0.5,1,0
2240.8,0.0318,0.03412,0.5,1,0
2256.5,0.03099,0.1349,0.5,1,0
2262.7,0.0318,0.01,0.5,1,0
2268.5,0.0318,0.008,0.5,1,0
2277.8,0.0316,0.3932,0.5,1,0
2282.8,0.03101,0.02793,0.5,1,0
2290.5,0.03088,0.2116,0.5,1,0
2303.4,0.0318,0.01695,0.5,1,0
2318.1,0.0318,0.01,0.5,1,0
2334.4,0.0318,0.03784,0.5,1,0
2351.0,0.0318,0.03854,0.5,1,0
2359.6,0.0318,0.012,0.5,1,0
2365.6,0.03048,0.2355,0.5,1,0
2373.3,0.0318,0.009655,0.5,1,0
2385.8,0.0318,0.01835,0.5,1,0
2404.7,0.0318,0.02502,0.5,1,0
2415.5,0.0318,0.06917,0.5,1,0
2424.8,0.0318,0.005,0.5,1,0
2433.7,0.03044,0.2105,0.5,1,0
2459.4,0.0318,0.02634,0.5,1,0
2470.2,0.0318,0.04899,0.5,1,0
2477.0,0.0318,0.01,0.5,1,0
2484.5,0.0318,0.02145,0.5,1,0
2511.8,0.0318,0.01,0.5,1,0
2520.5,0.0338,0.111,0.5,1,0
2531.4,0.0318,0.015,0.5,1,0
2537.9,0.03234,0.2758,0.5,1,0
2542.7,0.0318,0.0007,0.5,1,0
2548.6,0.03258,0.08507999,0.5,1,0
2563.2,0.0318,0.0007,0.5,1,0
2574.5,0.03638,0.04744,0.5,1,0
2578.2,0.0318,0.01,0.5,1,0
2595.5,0.0318,0.01,0.5,1,0
2602.3,0.0318,0.01,0.5,1,0
2626.4,0.0318,0.015,0.5,1,0
2632.7,0.0318,0.01,0.5,1,0
2639.1,0.03162,0.4062,0.5,1,0
2652.0,0.0318,0.03833,0.5,1,0
2670.0,0.0318,0.01,0.5,1,0
2692.6,0.0318,0.3071,0.5,1,0
2696.4,0.0318,0.015,0.5,1,0
2707.3,0.0318,0.01,0.5,1,0
2717.6,0.0318,0.04042,0.5,1,0
2729.1,0.0318,0.01,0.5,1,0
2738.7,0.0318,0.1749,0.5,1,0
2748.2,0.02913,0.11,0.5,1,0
2763.6,0.0318,0.01,0.5,1,0
2817.3,0.0318,0.04435,0.5,1,0
2843.2,0.0318,0.1716,0.5,1,0
2858.2,0.0318,0.02866,0.5,1,0
2882.2,0.0318,0.03198,0.5,1,0
2895.9,0.0318,0.06388,0.5,1,0
2904.4,0.0318,0.1235,0.5,1,0
2923.6,0.0318,0.018,0.5,1,0
2937.7,0.0318,0.1528,0.5,1,0
2968.6,0.0318,0.09873,0.5,1,0
2980.0,0.0318,0.1136,0.5,1,0
2986.6,0.0318,0.01089,0.5,1,0
2994.5,0.0318,0.06118,0.5,1,0
3004.0,0.0318,0.08387,0.5,1,0
3017.4,0.0318,0.1274,0.5,1,0
3029.7,0.0318,0.02013,0.5,1,0
3040.5,0.0318,0.01,0.5,1,0
3048.3,0.0318,0.01,0.5,1,0
3054.5,0.0318,0.04902,0.5,1,0
3068.0,0.0318,0.01367,0.5,1,0
3077.1,0.0318,0.1339,0.5,1,0
3088.3,0.0318,0.03346,0.5,1,0
3092.1,0.0318,0.01,0.5,1,0
3106.0,0.0318,0.006,0.5,1,0
3113.0,0.0318,0.03966,0.5,1,0
3140.0,0.0318,0.004,0.5,1,0
3172.3,0.0318,0.2335,0.5,1,0
3184.6,0.0318,0.008,0.5,1,0
3191.7,0.0318,0.3485,0.5,1,0
3209.2,0.0318,0.015,0.5,1,0
3237.6,0.0318,0.07396,0.5,1,0
3258.4,0.0318,0.006,0.5,1,0
3265.7,0.0318,0.02602,0.5,1,0
3268.0,0.0318,0.1032,0.5,1,0
3291.0,0.0318,0.01,0.5,1,0
3305.5,0.0318,0.012,0.5,1,0
3317.4,0.0318,0.015,0.5,1,0
3331.7,0.0318,0.01476,0.5,1,0
3340.0,0.0318,0.014,0.5,1,0
3345.9,0.0318,0.005,0.5,1,0
3360.0,0.0318,0.013,0.5,1,0
3381.0,0.0318,0.01595,0.5,1,0
3381.8,0.0318,0.015,0.5,1,0
3389.2,0.0318,0.015,0.5,1,0
3423.0,0.0318,0.03514,0.5,1,0
3440.0,0.0318,0.01,0.5,1,0
3458.2,0.0318,0.07119,0.5,1,0
3465.1,0.0318,0.3485,0.5,1,0
3487.2,0.0318,0.025,0.5,1,0
3493.6,0.0318,0.0659,0.5,1,0
3500.4,0.0318,0.01,0.5,1,0
3514.0,0.0318,0.01,0.5,1,0
3538.6,0.0318,0.01,0.5,1,0
3555.0,0.0318,0.09063001,0.5,1,0
3566.6,0.0318,0.1769,0.5,1,0
3580.9,0.0318,0.015,0.5,1,0
3595.0,0.0318,0.04218,0.5,1,0
3609.9,0.0318,0.07566999,0.5,1,0
3613.6,0.0318,0.038,0.5,1,0
3647.7,0.0318,0.01,0.5,1,0
3656.6,0.0318,0.264,0.5,1,0
3665.1,0.0318,0.05414,0.5,1,0
3681.7,0.0318,0.01,0.5,1,0
3702.0,0.0318,0.05374,0.5,1,0
3711.3,0.0318,0.025,0.5,1,0
3723.1,0.0318,0.05576,0.5,1,0
3742.6,0.0318,0.008,0.5,1,0
3765.2,0.0318,0.005,0.5,1,0
3777.4,0.0318,0.005,0.5,1,0
3799.8,0.0318,0.1103,0.5,1,0
3822.6,0.0318,0.008,0.5,1,0
3833.0,0.0318,0.004,0.5,1,0
3843.1,0.0318,0.08145,0.5,1,0
3852.2,0.0318,0.1053,0.5,1,0
3858.9,0.0318,0.01,0.5,1,0
3872.3,0.0318,0.04508,0.5,1,0
3885.8,0.0318,0.01,0.5,1,0
3900.2,0.0318,0.2266,0.5,1,0
3915.8,0.0318,0.183,0.5,1,0
3938.9,0.0318,0.01,0.5,1,0
3953.0,0.0318,0.1101,0.5,1,0
3960.0,0.0318,0.01,0.5,1,0
3974.4,0.0318,0.1222,0.5,1,0
3990.0,0.0318,0.029,0.5,1,0
4001.9,0.0318,0.025,0.5,1,0
4021.6,0.0318,0.3515,0.5,1,0
4030.4,0.0318,0.1131,0.5,1,0
4054.6,0.0318,0.029,0.5,1,0
4072.8,0.0318,0.0075,0.5,1,0
4083.2,0.0318,0.1352,0.5,1,0
4099.2,0.0318,0.2902,0.5,1,0
4110.0,0.0318,0.009,0.5,1,0
4121.2,0.0318,0.5328,0.5,1,0
4134.6,0.0318,0.06788,0.5,1,0
4143.2,0.0318,0.005,0.5,1,0
4148.3,0.0318,0.2894,0.5,1,0
4160.2,0.0318,0.09028,0.5,1,0
4170.0,0.0318,0.024,0.5,1,0
4202.5,0.0318,0.445,0.5,1,0
4220.7,0.0318,0.06891,0.5,1,0
4240.6,0.0318,0.006,0.5,1,0
4260.5,0.0318,0.008,0.5,1,0
4270.1,0.0318,0.1629,0.5,1,0
4280.5,0.0318,0.031,0.5,1,0
4287.0,0.0318,0.3133,0.5,1,0
4315.1,0.0318,0.035,0.5,1,0
4327.9,0.0318,0.3133,0.5,1,0
4338.2,0.0318,0.0075,0.5,1,0
4362.5,0.0318,0.02,0.5,1,0
4375.8,0.0318,0.08339,0.5,1,0
4386.0,0.0318,0.032,0.5,1,0
4397.0,0.0318,0.07962,0.5,1,0
4414.6,0.0318,0.05,0.5,1,0
4422.0,0.0318,0.061,0.5,1,0
4433.0,0.0318,0.047,0.5,1,0
4446.8,0.0318,0.018,0.5,1,0
4458.6,0.0318,0.1047,0.5,1,0
4473.4,0.0318,0.025,0.5,1,0
4490.5,0.0318,0.02,0.5,1,0
4501.8,0.0318,0.02,0.5,1,0
4517.0,0.0318,0.01,0.5,1,0
4538.2,0.0318,0.026,0.5,1,0
4560.0,0.0318,0.02,0.5,1,0
4569.1,0.0318,0.2328,0.5,1,0
4587.4,0.0318,0.5329,0.5,1,0
4597.8,0.0318,0.0763,0.5,1,0
4613.7,0.0318,0.2661,0.5,1,0
4644.9,0.0318,0.1516,0.5,1,0
4663.6,0.0318,0.008,0.5,1,0
4687.2,0.0318,0.02,0.5,1,0
4712.7,0.0318,0.056,0.5,1,0
4719.7,0.0318,0.4997,0.5,1,0
4744.2,0.0318,0.2551,0.5,1,0
4755.2,0.0318,0.05469,0.5,1,0
4769.3,0.0318,0.03726,0.5,1,0
4778.4,0.0318,0.03421,0.5,1,0
4790.9,0.0318,0.1398,0.5,1,0
4800.0,0.0318,0.02,0.5,1,0
4811.1,0.0318,0.1834,0.5,1,0
4822.7,0.0318,0.06338,0.5,1,0
4842.9,0.0318,0.01802,0.5,1,0
4868.2,0.0318,0.013,0.5,1,0
4894.2,0.0318,0.06281,0.5,1,0
4911.4,0.0318,0.015,0.5,1,0
4932.7,0.0318,0.02,0.5,1,0
4947.6,0.0318,0.05168,0.5,1,0
4957.2,0.0318,0.3261,0.5,1,0
4968.0,0.0318,0.1538,0.5,1,0
4974.5,0.0318,0.075,0.5,1,0
4994.6,0.0318,0.0956,0.5,1,0
5034.5,0.0318,0.015,0.5,1,0
5047.3,0.0318,0.01,0.5,1,0
5071.3,0.0318,0.5699,0.5,1,0
5096.7,0.0318,0.03601,0.5,1,0
5112.0,0.0318,0.08608,0.5,1,0
5120.0,0.0318,0.0195,0.5,1,0
5133.6,0.0318,0.04366,0.5,1,0
5148.0,0.0318,0.05,0.5,1,0
5162.0,0.0318,0.04,0.5,1,0
5175.5,0.0318,0.008,0.5,1,0
5193.3,0.0318,0.3517,0.5,1,0
5214.4,0.0318,0.1668,0.5,1,0
5234.5,0.0318,0.024,0.5,1,0
5247.3,0.0318,0.5081,0.5,1,0
5277.3,0.0318,0.1458,0.5,1,0
5286.4,0.0318,0.053,0.5,1,0
5298.6,0.0318,0.2908,0.5,1,0
5332.0,0.0318,0.1831,0.5,1,0
5349.9,0.0318,0.1514,0.5,1,0
5356.4,0.0318,0.036,0.5,1,0
5367.2,0.0318,0.06973,0.5,1,0
5380.0,0.0318,0.008,0.5,1,0
5392.5,0.0318,0.08465,0.5,1,0
5416.4,0.0318,0.2667,0.5,1,0
5440.0,0.0318,0.012,0.5,1,0
5456.4,0.0318,0.008,0.5,1,0
5465.2,0.0318,0.04971,0.5,1,0
5482.7,0.0318,0.08875,0.5,1,0
5498.4,0.0318,0.0992,0.5,1,0
5509.5,0.0318,0.3559,0.5,1,0
5521.3,0.0318,0.1785,0.5,1,0
5530.9,0.0318,0.016,0.5,1,0
5543.4,0.0318,0.5263,0.5,1,0
5548.6,0.0318,0.1222,0.5,1,0
5563.6,0.0318,0.015,0.5,1,0
5572.9,0.0318,0.7756,0.5,1,0
5591.2,0.0318,0.1946,0.5,1,0
5599.0,0.0318,0.1391,0.5,1,0
5615.0,0.0318,0.062,0.5,1,0
5629.1,0.0318,0.02,0.5,1,0
5643.6,0.0318,0.055,0.5,1,0
5667.3,0.0318,0.045,0.5,1,0
5679.4,0.0318,0.1068,0.5,1,0
5692.0,0.0318,0.09099999,0.5,1,0
5793.7,0.0318,3.342,0.5,1,0
6001.9,0.0318,1.272,0.5,1,0
6985.5,0.0318,11.0,0.5,1,0
9901.0,0.0318,48.25,0.5,1,0
