energy,Fe55 + photon [inclusive] width,n + Fe54 width,J,Pi,L
1106805.0,0.7,2914.327,0.5,1,0
1113871.0,0.7,634.1946,0.5,1,0
1115013.0,0.7,298.3193,0.5,1,0
1116032.0,0.7,2.011558,0.5,1,0
1119116.0,0.7,18321.22,0.5,1,0
1125409.0,0.7,16.0257,0.5,1,0
1130170.0,0.7,10.63606,0.5,1,0
1137036.0,0.7,11.7717,0.5,1,0
1139917.0,0.7,7.116193,0.5,1,0
1148549.0,0.7,6.479679,0.5,1,0
1149079.0,0.7,1.791819,0.5,1,0
1153116.0,0.7,12.91133,0.5,1,0
1160226.0,0.7,23.01283,0.5,1,0
1166220.0,0.7,16.26226,0.5,1,0
1176926.0,0.7,272.1416,0.5,1,0
1177563.0,0.7,28.33032,0.5,1,0
1180217.0,0.7,2960.697,0.5,1,0
1184935.0,0.7,13.49241,0.5,1,0
1193010.0,0.7,1346.723,0.5,1,0
1211500.0,0.7,81.29232,0.5,1,0
1211900.0,0.7,2232.713,0.5,1,0
1216800.0,0.7,753.2561,0.5,1,0
1217600.0,0.7,14992.05,0.5,1,0
1219900.0,0.7,1.368553,0.5,1,0
1222600.0,0.7,25.80568,0.5,1,0
1228000.0,0.7,1.045278,0.5,1,0
1231200.0,0.7,8469.479,0.5,1,0
1235500.0,0.7,12.96387,0.5,1,0
1238200.0,0.7,359.5342,0.5,1,0
1261800.0,0.7,5152.908,0.5,1,0
1265000.0,0.7,23.20658,0.5,1,0
1270700.0,0.7,5.740736,0.5,1,0
1272800.0,0.7,11211.45,0.5,1,0
1277700.0,0.7,19635.29,0.5,1,0
1286400.0,0.7,544.945,0.5,1,0
1288900.0,0.7,46.10701,0.5,1,0
1289300.0,0.7,35.41559,0.5,1,0
1294000.0,0.7,15.13853,0.5,1,0
1301464.0,0.7,1829.046,0.5,1,0
1303552.0,0.7,6868.546,0.5,1,0
1352640.0,0.7,2170.071,0.5,1,0
1382017.0,0.7,0.8166709,0.5,1,0
1401250.0,0.7,2.39706,0.5,1,0
1407300.0,0.7,15.97179,0.5,1,0
1411100.0,0.7,45.37008,0.5,1,0
1412100.0,0.7,49.67713,0.5,1,0
1414000.0,0.7,6.834148,0.5,1,0
1434900.0,0.7,197.2391,0.5,1,0
1436800.0,0.7,125.3945,0.5,1,0
1459200.0,0.7,4672.5,0.5,1,0
1461300.0,0.7,220.5592,0.5,1,0
1472900.0,0.7,40.17182,0.5,1,0
1473500.0,0.7,422.6838,0.5,1,0
1475000.0,0.7,56.30068,0.5,1,0
1478600.0,0.7,184.4172,0.5,1,0
1501105.0,0.64906,1598.74,0.5,1,0
1503308.0,0.64906,1599.913,0.5,1,0
1505510.0,0.64906,1601.084,0.5,1,0
51520.0,0.36,16.002,0.5,-1,1
53590.0,1.5,17.0,0.5,-1,1
55459.0,0.56,32.0,0.5,-1,1
74320.0,0.4,260.14,0.5,-1,1
83480.0,0.59,0.86,0.5,-1,1
91355.0,0.4,6.6012,0.5,-1,1
104160.0,0.4,3.9061,0.5,-1,1
115850.0,0.4,21.522,0.5,-1,1
119830.0,0.4,23.984,0.5,-1,1
126330.0,0.4,6.5203,0.5,-1,1
135760.0,0.35,81.486,0.5,-1,1
150420.0,0.4,7.4453,0.5,-1,1
152700.0,0.4,19.255,0.5,-1,1
157120.0,0.4,10.778,0.5,-1,1
159280.0,0.4,117.64,0.5,-1,1
165290.0,0.4,61.018,0.5,-1,1
174030.0,0.4,197.48,0.5,-1,1
177910.0,0.4,7.0048,0.5,-1,1
207500.0,0.4,6.6981,0.5,-1,1
207610.0,0.4,11.828,0.5,-1,1
213850.0,0.4,151.83,0.5,-1,1
225330.0,0.4,475.85,0.5,-1,1
231230.0,0.59,221.6667,0.5,-1,1
237750.0,0.4,7.063,0.5,-1,1
242040.0,0.4,13.414,0.5,-1,1
262350.0,0.4,46.491,0.5,-1,1
263600.0,0.4,84.538,0.5,-1,1
271490.0,0.4,7.5609,0.5,-1,1
280990.0,0.32,197.68,0.5,-1,1
289350.0,0.4,69.202,0.5,-1,1
292860.0,0.4,20.746,0.5,-1,1
303580.0,0.4,19.197,0.5,-1,1
303820.0,0.4,1.0098,0.5,-1,1
309160.0,0.4,29.61,0.5,-1,1
311780.0,0.4,44.57,0.5,-1,1
326090.0,0.4,9.192,0.5,-1,1
332750.0,0.4,36.851,0.5,-1,1
336750.0,0.4,54.973,0.5,-1,1
343850.0,0.4,6.2129,0.5,-1,1
357380.0,0.4,28.481,0.5,-1,1
361030.0,0.59,57.3,0.5,-1,1
362730.0,0.59,6.0,0.5,-1,1
367380.0,0.4,29.102,0.5,-1,1
368520.0,0.4,115.96,0.5,-1,1
370180.0,0.4,103.19,0.5,-1,1
375130.0,0.4,26.789,0.5,-1,1
384770.0,0.59,78.0,0.5,-1,1
389680.0,0.59,124.0,0.5,-1,1
397850.0,0.59,50.8,0.5,-1,1
406310.0,0.4,42.088,0.5,-1,1
416300.0,0.4,71.676,0.5,-1,1
427660.0,0.4,21.204,0.5,-1,1
427700.0,0.4,33.444,0.5,-1,1
443530.0,0.4,163.31,0.5,-1,1
446460.0,0.4,84.641,0.5,-1,1
461590.0,0.4,63.247,0.5,-1,1
468670.0,0.4,53.828,0.5,-1,1
474000.0,0.4,610.35,0.5,-1,1
490600.0,0.4,10.08,0.5,-1,1
493000.0,0.4,144.24,0.5,-1,1
498820.0,0.4,271.73,0.5,-1,1
510980.0,0.4,1087.134,0.5,-1,1
511879.7,0.4,1.079896,0.5,-1,1
524264.1,0.4,42.04802,0.5,-1,1
524471.5,0.4,19.42133,0.5,-1,1
526098.4,0.4,109.9708,0.5,-1,1
539239.3,0.4,199.9082,0.5,-1,1
549048.9,0.4,64.18378,0.5,-1,1
551029.7,0.4,126.716,0.5,-1,1
561223.8,0.4,9.983347,0.5,-1,1
589375.8,0.4,32.67754,0.5,-1,1
606487.2,0.4,3363.521,0.5,-1,1
630403.3,0.4,130.3078,0.5,-1,1
636151.9,0.4,88.01258,0.5,-1,1
641165.6,0.4,387.9805,0.5,-1,1
656947.9,0.4,46.85032,0.5,-1,1
665492.1,0.4,3.842323,0.5,-1,1
684885.8,0.4,0.1630389,0.5,-1,1
685550.6,0.4,2036.212,0.5,-1,1
707944.9,0.4,32.62791,0.5,-1,1
724350.8,0.4,462.201,0.5,-1,1
739033.9,0.4,53.74703,0.5,-1,1
751904.0,0.4,27.15538,0.5,-1,1
791333.3,0.4,972.0917,0.5,-1,1
802140.3,0.4,231.7511,0.5,-1,1
805248.3,0.4,272.7453,0.5,-1,1
820922.1,0.4,499.126,0.5,-1,1
823029.9,0.4,0.154098,0.5,-1,1
828160.0,0.4,4679.765,0.5,-1,1
838852.3,0.4,64.9258,0.5,-1,1
854440.6,0.4,224.7298,0.5,-1,1
874237.1,0.4,118.3769,0.5,-1,1
879154.5,0.4,1729.12,0.5,-1,1
885133.7,0.4,2502.694,0.5,-1,1
903876.1,0.4,127.8049,0.5,-1,1
914810.5,0.4,51.79936,0.5,-1,1
926108.5,0.4,1082.181,0.5,-1,1
945810.8,0.4,12907.37,0.5,-1,1
950151.3,0.4,226.4682,0.5,-1,1
956167.8,0.4,2.404672,0.5,-1,1
957161.3,0.4,137.252,0.5,-1,1
970651.8,0.4,3.14017,0.5,-1,1
982796.9,0.4,3958.198,0.5,-1,1
991811.5,0.4,0.4349787,0.5,-1,1
992434.4,0.4,8988.154,0.5,-1,1
994355.1,0.4,54.00306,0.5,-1,1
1007936.0,0.7,4757.654,0.5,-1,1
1010554.0,0.7,17881.09,0.5,-1,1
1013662.0,0.7,45.26361,0.5,-1,1
1014236.0,0.7,1639.979,0.5,-1,1
1018384.0,0.7,14456.04,0.5,-1,1
1020035.0,0.7,22709.29,0.5,-1,1
1022489.0,0.7,158.5767,0.5,-1,1
1024088.0,0.7,2741.289,0.5,-1,1
1028337.0,0.7,26.88911,0.5,-1,1
1028730.0,0.7,1169.575,0.5,-1,1
1035029.0,0.7,5.049021,0.5,-1,1
1041483.0,0.7,693.2586,0.5,-1,1
1049194.0,0.7,0.5853234,0.5,-1,1
1051941.0,0.7,0.2732861,0.5,-1,1
1054551.0,0.7,20.67607,0.5,-1,1
1058661.0,0.7,742.7173,0.5,-1,1
1067529.0,0.7,2.610806,0.5,-1,1
1079005.0,0.7,4984.63,0.5,-1,1
1080066.0,0.7,4202.75,0.5,-1,1
1087100.0,0.7,22.63758,0.5,-1,1
1093357.0,0.7,11.81581,0.5,-1,1
1095347.0,0.7,3.341273,0.5,-1,1
1114263.0,0.7,0.003951291,0.5,-1,1
1129215.0,0.7,25.21005,0.5,-1,1
1136345.0,0.7,3742.127,0.5,-1,1
1142586.0,0.7,36.97277,0.5,-1,1
1142930.0,0.7,94.41586,0.5,-1,1
1145446.0,0.7,18.901,0.5,-1,1
1153957.0,0.7,6507.07,0.5,-1,1
1165404.0,0.7,23.9753,0.5,-1,1
1169624.0,0.7,2521.247,0.5,-1,1
1172316.0,0.7,4.367571,0.5,-1,1
1178299.0,0.7,22.81827,0.5,-1,1
1186150.0,0.7,2175.313,0.5,-1,1
1196735.0,0.7,1551.876,0.5,-1,1
1197633.0,0.7,147.2436,0.5,-1,1
1200900.0,0.7,16.22288,0.5,-1,1
1203200.0,0.7,20.45252,0.5,-1,1
1203900.0,0.7,2976.736,0.5,-1,1
1211100.0,0.7,8314.176,0.5,-1,1
1214200.0,0.7,7927.457,0.5,-1,1
1228800.0,0.7,1436.4,0.5,-1,1
1235900.0,0.7,327.5355,0.5,-1,1
1246100.0,0.7,3.361403,0.5,-1,1
1250500.0,0.7,2404.723,0.5,-1,1
1258500.0,0.7,87.07712,0.5,-1,1
1269500.0,0.7,3799.778,0.5,-1,1
1288500.0,0.7,46.59112,0.5,-1,1
1291400.0,0.7,1021.775,0.5,-1,1
1293500.0,0.7,7503.388,0.5,-1,1
1294400.0,0.7,1665.153,0.5,-1,1
1295600.0,0.7,4.178903,0.5,-1,1
1299000.0,0.7,47.47361,0.5,-1,1
1299900.0,0.7,3440.912,0.5,-1,1
1321001.0,0.7,732.2842,0.5,-1,1
1325927.0,0.7,124.0116,0.5,-1,1
1341047.0,0.7,7.350127,0.5,-1,1
1365848.0,0.7,0.5123859,0.5,-1,1
1376402.0,0.7,1255.995,0.5,-1,1
1384840.0,0.7,32.67945,0.5,-1,1
1389363.0,0.7,2240.603,0.5,-1,1
1390975.0,0.7,4.612233,0.5,-1,1
1394987.0,0.7,552.6015,0.5,-1,1
1415000.0,0.7,3262.509,0.5,-1,1
1433400.0,0.7,0.8731223,0.5,-1,1
1437300.0,0.7,2112.829,0.5,-1,1
1440300.0,0.7,10.97058,0.5,-1,1
1458700.0,0.7,16.0801,0.5,-1,1
1462300.0,0.7,255.3174,0.5,-1,1
1470900.0,0.7,1946.542,0.5,-1,1
3099.0,0.59,0.0014,1.5,-1,1
13581.0,0.59,0.0175,1.5,-1,1
19278.0,0.59,0.0275,1.5,-1,1
23030.0,0.59,0.2675,1.5,-1,1
28220.0,0.59,0.0925,1.5,-1,1
35260.0,0.59,0.14,1.5,-1,1
38440.0,0.59,1.4,1.5,-1,1
41200.0,0.59,0.012,1.5,-1,1
50140.0,0.59,0.029,1.5,-1,1
59200.0,0.59,0.27,1.5,-1,1
68760.0,0.59,0.15,1.5,-1,1
75800.0,0.4,0.91668,1.5,-1,1
77200.0,0.4,2.7434,1.5,-1,1
81280.0,0.59,0.19,1.5,-1,1
83155.0,0.4,3.8761,1.5,-1,1
87330.0,0.59,0.29,1.5,-1,1
91355.0,0.59,0.13,1.5,-1,1
97770.0,0.59,0.061,1.5,-1,1
99840.0,0.59,0.96,1.5,-1,1
101710.0,0.59,0.19,1.5,-1,1
112580.0,0.59,0.7,1.5,-1,1
112960.0,0.59,0.33,1.5,-1,1
115850.0,0.55,13.5,1.5,-1,1
119780.0,0.53,13.0,1.5,-1,1
126530.0,0.8,21.121,1.5,-1,1
137930.0,0.59,0.63,1.5,-1,1
141010.0,0.59,0.59,1.5,-1,1
145510.0,0.59,0.41,1.5,-1,1
153190.0,0.4,22.706,1.5,-1,1
157200.0,0.56,10.85,1.5,-1,1
164510.0,1.4,56.497,1.5,-1,1
189090.0,0.59,0.25,1.5,-1,1
194480.0,0.4,41.532,1.5,-1,1
203970.0,0.4,16.09,1.5,-1,1
207600.0,0.59,10.0,1.5,-1,1
210010.0,0.59,38.7,1.5,-1,1
225710.0,0.59,5.7,1.5,-1,1
231220.0,0.4,159.06,1.5,-1,1
233710.0,0.59,12.95,1.5,-1,1
242060.0,0.59,8.8,1.5,-1,1
245290.0,0.4,266.56,1.5,-1,1
254890.0,0.59,37.75,1.5,-1,1
263020.0,0.4,16.429,1.5,-1,1
282940.0,0.4,8.7504,1.5,-1,1
309140.0,0.59,13.1,1.5,-1,1
322020.0,0.4,128.47,1.5,-1,1
332690.0,0.59,14.55,1.5,-1,1
345270.0,0.4,117.75,1.5,-1,1
357090.0,0.4,129.62,1.5,-1,1
361090.0,0.4,23.225,1.5,-1,1
384840.0,0.4,23.589,1.5,-1,1
389720.0,0.4,56.205,1.5,-1,1
389910.0,0.4,16.994,1.5,-1,1
397910.0,0.43,22.399,1.5,-1,1
398800.0,0.4,29.944,1.5,-1,1
412390.0,0.4,96.875,1.5,-1,1
427530.0,0.59,11.15,1.5,-1,1
427700.0,0.59,14.1,1.5,-1,1
446970.0,0.4,63.87,1.5,-1,1
458970.0,0.59,13.9,1.5,-1,1
461460.0,0.59,32.05,1.5,-1,1
465450.0,0.59,18.1,1.5,-1,1
470330.0,0.4,140.47,1.5,-1,1
478690.0,0.4,81.113,1.5,-1,1
490150.0,0.4,421.24,1.5,-1,1
498060.0,0.4,185.42,1.5,-1,1
511379.9,0.4,26.61896,1.5,-1,1
524220.0,0.59,7.0,1.5,-1,1
530528.3,0.4,237.7581,1.5,-1,1
552571.6,0.4,180.6954,1.5,-1,1
559890.8,0.4,55.05216,1.5,-1,1
565199.3,0.4,79.60016,1.5,-1,1
568736.5,0.4,90.21971,1.5,-1,1
580930.9,0.4,49.85751,1.5,-1,1
595230.0,0.59,50.5,1.5,-1,1
604249.2,0.4,83.22616,1.5,-1,1
604484.3,0.4,42.13639,1.5,-1,1
621213.9,0.4,72.94993,1.5,-1,1
638550.0,0.59,27.55,1.5,-1,1
647068.3,0.4,560.643,1.5,-1,1
656720.0,0.59,20.0,1.5,-1,1
669905.7,0.4,24.93408,1.5,-1,1
676842.2,0.4,32.62786,1.5,-1,1
680048.7,0.4,45.61021,1.5,-1,1
680575.4,0.4,3.858567,1.5,-1,1
681811.0,0.4,56.94376,1.5,-1,1
683546.4,0.4,457.583,1.5,-1,1
684087.7,0.4,0.0002825082,1.5,-1,1
687628.4,0.4,43.52441,1.5,-1,1
689409.5,0.4,49.69923,1.5,-1,1
697832.6,0.4,66.47285,1.5,-1,1
708779.0,0.4,59.16424,1.5,-1,1
722606.7,0.4,12.0536,1.5,-1,1
726551.9,0.4,444.9364,1.5,-1,1
738710.0,0.59,26.75,1.5,-1,1
749476.6,0.4,81.85866,1.5,-1,1
773557.5,0.4,8.873871,1.5,-1,1
790978.6,0.4,66.27769,1.5,-1,1
795409.0,0.4,93.19217,1.5,-1,1
807088.2,0.4,333.0302,1.5,-1,1
812907.7,0.4,82.93181,1.5,-1,1
818600.5,0.4,99.17532,1.5,-1,1
825406.2,0.4,23.33022,1.5,-1,1
829051.9,0.4,64.92107,1.5,-1,1
835768.2,0.4,450.0824,1.5,-1,1
841278.0,0.4,125.4818,1.5,-1,1
843465.7,0.4,616.9918,1.5,-1,1
847479.5,0.4,207.1445,1.5,-1,1
852237.1,0.4,2188.346,1.5,-1,1
859129.1,0.4,434.9779,1.5,-1,1
876376.3,0.4,23.697,1.5,-1,1
888111.6,0.4,1688.519,1.5,-1,1
896010.1,0.4,1219.338,1.5,-1,1
897719.0,0.4,1028.863,1.5,-1,1
909989.2,0.4,129.474,1.5,-1,1
914450.8,0.4,25.95135,1.5,-1,1
916498.1,0.4,193.1471,1.5,-1,1
918795.3,0.4,1313.353,1.5,-1,1
922752.7,0.4,1658.686,1.5,-1,1
927389.0,0.4,20.96364,1.5,-1,1
944893.5,0.4,75.24011,1.5,-1,1
963621.3,0.4,1307.32,1.5,-1,1
968002.0,0.4,3.850489,1.5,-1,1
978423.1,0.4,83.67731,1.5,-1,1
983843.8,0.4,4147.539,1.5,-1,1
990014.5,0.4,0.5543467,1.5,-1,1
1002368.0,0.7,15.18759,1.5,-1,1
1005913.0,0.7,765.9975,1.5,-1,1
1010327.0,0.7,74.39483,1.5,-1,1
1012920.0,0.7,767.1746,1.5,-1,1
1022815.0,0.7,0.2289961,1.5,-1,1
1026431.0,0.7,126.8982,1.5,-1,1
1028429.0,0.7,15.47053,1.5,-1,1
1031001.0,0.7,322.3212,1.5,-1,1
1031465.0,0.7,359.8004,1.5,-1,1
1032329.0,0.7,4.183987,1.5,-1,1
1051001.0,0.7,611.0995,1.5,-1,1
1056050.0,0.7,41.84111,1.5,-1,1
1058038.0,0.7,615.8646,1.5,-1,1
1062925.0,0.7,2761.361,1.5,-1,1
1072620.0,0.7,9.02467,1.5,-1,1
1083488.0,0.7,1088.39,1.5,-1,1
1085559.0,0.7,0.148343,1.5,-1,1
1091677.0,0.7,1194.235,1.5,-1,1
1095462.0,0.7,1.894608,1.5,-1,1
1099070.0,0.7,5.528152,1.5,-1,1
1101233.0,0.7,1.596818,1.5,-1,1
1104403.0,0.7,176.0413,1.5,-1,1
1106613.0,0.7,1989.903,1.5,-1,1
1107490.0,0.7,127.467,1.5,-1,1
1109121.0,0.7,36.1754,1.5,-1,1
1110144.0,0.7,23.70016,1.5,-1,1
1117903.0,0.7,8.918474,1.5,-1,1
1118632.0,0.7,7202.237,1.5,-1,1
1119608.0,0.7,85.76966,1.5,-1,1
1125225.0,0.7,3283.345,1.5,-1,1
1128490.0,0.7,1.075546,1.5,-1,1
1135245.0,0.7,0.6675872,1.5,-1,1
1141235.0,0.7,6.90319,1.5,-1,1
1144014.0,0.7,84.74489,1.5,-1,1
1160850.0,0.7,17.39419,1.5,-1,1
1166727.0,0.7,3.483328,1.5,-1,1
1172094.0,0.7,0.561484,1.5,-1,1
1179700.0,0.7,10.49276,1.5,-1,1
1190647.0,0.7,1.988563,1.5,-1,1
1191495.0,0.7,0.9753071,1.5,-1,1
1195039.0,0.7,133.7952,1.5,-1,1
1197252.0,0.7,209.7729,1.5,-1,1
1200500.0,0.7,12.2661,1.5,-1,1
1214900.0,0.7,675.0564,1.5,-1,1
1220700.0,0.7,0.6827222,1.5,-1,1
1274800.0,0.7,5.396743,1.5,-1,1
1288100.0,0.7,2.739994,1.5,-1,1
1297300.0,0.7,10.83002,1.5,-1,1
1300387.0,0.7,54.93265,1.5,-1,1
1306103.0,0.7,1778.696,1.5,-1,1
1307309.0,0.7,0.1608504,1.5,-1,1
1312399.0,0.7,603.9068,1.5,-1,1
1318355.0,0.7,1022.869,1.5,-1,1
1324614.0,0.7,766.2769,1.5,-1,1
1362008.0,0.7,972.1002,1.5,-1,1
1370898.0,0.7,1373.088,1.5,-1,1
1382499.0,0.7,3325.686,1.5,-1,1
1396057.0,0.7,1046.229,1.5,-1,1
1403500.0,0.7,38.38244,1.5,-1,1
1407800.0,0.7,879.3682,1.5,-1,1
1421700.0,0.7,975.7445,1.5,-1,1
1430000.0,0.7,0.9268406,1.5,-1,1
1432400.0,0.7,0.7682903,1.5,-1,1
1439300.0,0.7,19.81232,1.5,-1,1
1441300.0,0.7,0.00537368,1.5,-1,1
1465800.0,0.7,48.01503,1.5,-1,1
1467900.0,0.7,806.2626,1.5,-1,1
1468900.0,0.7,27.46135,1.5,-1,1
1475500.0,0.7,2636.608,1.5,-1,1
1496700.0,0.7,5.591693,1.5,-1,1
9480.0,0.27,1.2,1.5,1,2
11180.0,0.35,3.8501,1.5,1,2
14450.0,0.35,0.70002,1.5,1,2
30640.0,0.48,5.0001,1.5,1,2
39140.0,0.41,0.85002,1.5,1,2
53540.0,0.3,8.5024,1.5,1,2
55350.0,0.34,16.004,1.5,1,2
120690.0,0.4,0.91198,1.5,1,2
120770.0,0.45,16.139,1.5,1,2
142820.0,0.96,1.2,1.5,1,2
164650.0,0.4,2.8485,1.5,1,2
182420.0,0.501,40.15,1.5,1,2
192120.0,0.96,1.2,1.5,1,2
197700.0,0.96,0.76,1.5,1,2
209990.0,0.4,24.738,1.5,1,2
225770.0,0.4,12.835,1.5,1,2
225800.0,0.4,13.125,1.5,1,2
228090.0,0.4,3.6773,1.5,1,2
229300.0,0.4,5.1956,1.5,1,2
233680.0,0.4,16.117,1.5,1,2
254900.0,0.4,28.283,1.5,1,2
262900.0,0.4,1.8118,1.5,1,2
264250.0,0.4,8.7326,1.5,1,2
277320.0,0.4,120.28,1.5,1,2
305980.0,0.4,128.78,1.5,1,2
324160.0,0.4,60.356,1.5,1,2
367730.0,0.4,236.98,1.5,1,2
383000.0,0.4,200.68,1.5,1,2
390760.0,0.4,13.925,1.5,1,2
391190.0,0.4,37.338,1.5,1,2
398950.0,0.4,22.178,1.5,1,2
402960.0,0.4,162.19,1.5,1,2
409500.0,0.4,30.399,1.5,1,2
413670.0,0.4,15.663,1.5,1,2
416700.0,0.4,423.91,1.5,1,2
427990.0,0.4,47.083,1.5,1,2
432110.0,0.4,191.72,1.5,1,2
442810.0,0.4,143.55,1.5,1,2
446030.0,0.4,296.69,1.5,1,2
446570.0,0.4,58.432,1.5,1,2
459040.0,0.4,13.944,1.5,1,2
465540.0,0.4,25.7,1.5,1,2
476020.0,0.4,8.0349,1.5,1,2
476290.0,0.4,27.671,1.5,1,2
482080.0,0.4,12.439,1.5,1,2
485770.0,0.4,55.176,1.5,1,2
507347.5,0.4,13.7972,1.5,1,2
510271.6,0.4,67.36567,1.5,1,2
510429.2,0.4,110.3354,1.5,1,2
515476.4,0.4,28.01142,1.5,1,2
519081.5,0.4,16.66742,1.5,1,2
521660.0,0.4,48.20773,1.5,1,2
534137.4,0.4,59.66375,1.5,1,2
538543.7,0.4,167.9649,1.5,1,2
549654.0,0.4,154.7438,1.5,1,2
556185.7,0.4,405.8745,1.5,1,2
569458.1,0.4,107.303,1.5,1,2
571676.4,0.4,213.373,1.5,1,2
576144.0,0.4,220.9928,1.5,1,2
576883.4,0.4,33.43362,1.5,1,2
579116.8,0.4,5.318386,1.5,1,2
585256.2,0.4,38.38181,1.5,1,2
585690.7,0.4,4.050193,1.5,1,2
588299.5,0.4,455.9138,1.5,1,2
595360.7,0.4,48.23196,1.5,1,2
597236.7,0.4,595.3381,1.5,1,2
599023.7,0.4,378.2001,1.5,1,2
616782.0,0.4,21.3143,1.5,1,2
618665.9,0.4,434.3671,1.5,1,2
634863.8,0.4,1106.123,1.5,1,2
638913.0,0.4,1.426816,1.5,1,2
642888.0,0.4,57.49459,1.5,1,2
643531.1,0.4,0.1272912,1.5,1,2
648502.9,0.4,107.2359,1.5,1,2
652911.5,0.4,515.4546,1.5,1,2
654773.2,0.4,3.807383,1.5,1,2
663107.7,0.4,294.6856,1.5,1,2
664845.5,0.4,730.3448,1.5,1,2
674909.2,0.4,50.93406,1.5,1,2
698663.1,0.4,138.4974,1.5,1,2
704844.0,0.4,12.36817,1.5,1,2
717200.3,0.4,185.349,1.5,1,2
731051.0,0.4,974.4808,1.5,1,2
741573.1,0.4,58.59396,1.5,1,2
744676.8,0.4,151.0914,1.5,1,2
753730.4,0.4,3635.781,1.5,1,2
760682.1,0.4,773.8128,1.5,1,2
769550.0,0.96,275.0,1.5,1,2
775580.0,0.96,233.0,1.5,1,2
783903.4,0.4,6.394942,1.5,1,2
788316.7,0.4,0.9858968,1.5,1,2
807030.0,0.96,79.5,1.5,1,2
