energy,Cu66 + photon [inclusive] width,n + Cu65 width,J,Pi,L
105209.5,0.37,11.00019,1,1,1
105399.1,0.37,1.198484,1,1,1
106577.6,0.37,1.248024,1,1,1
107259.7,0.37,66.84702,1,1,1
107482.8,0.37,31.49771,1,1,1
112063.2,0.37,22.91263,1,1,1
113052.5,0.37,45.04181,1,1,1
113242.4,0.37,0.8932414,1,1,1
113564.1,0.37,47.98165,1,1,1
116407.3,0.37,0.8934526,1,1,1
116556.2,0.37,30.20832,1,1,1
117770.4,0.37,2.058184,1,1,1
118166.7,0.37,52.75,1,1,1
118725.3,0.37,24.41497,1,1,1
119247.6,0.37,0.4807784,1,1,1
119567.1,0.37,24.31783,1,1,1
119814.7,0.37,20.23145,1,1,1
120700.5,0.37,7.953559,1,1,1
120900.5,0.37,1.176386,1,1,1
121268.2,0.37,0.4706982,1,1,1
121427.2,0.37,0.4226793,1,1,1
121546.1,0.37,46.52839,1,1,1
121897.0,0.37,1.286292,1,1,1
122752.0,0.37,41.05231,1,1,1
123559.5,0.37,33.16933,1,1,1
124584.7,0.37,63.92138,1,1,1
125767.8,0.37,28.38714,1,1,1
126573.0,0.37,97.12854,1,1,1
128884.0,0.37,1.044307,1,1,1
129317.0,0.37,8.243859,1,1,1
130758.7,0.37,17.00926,1,1,1
131036.4,0.37,11.58631,1,1,1
131562.6,0.37,1.851286,1,1,1
132653.0,0.37,5.445849,1,1,1
133209.1,0.37,73.52981,1,1,1
133443.4,0.37,2.509271,1,1,1
133813.0,0.37,32.73027,1,1,1
134617.8,0.37,2.937712,1,1,1
138922.5,0.37,6.444975,1,1,1
139218.6,0.37,0.7923152,1,1,1
141575.2,0.37,0.5840033,1,1,1
142200.2,0.37,15.32176,1,1,1
142500.2,0.37,17.73124,1,1,1
142798.7,0.37,13.10818,1,1,1
143414.9,0.37,0.7676841,1,1,1
144569.8,0.37,34.38693,1,1,1
145440.9,0.37,1.477861,1,1,1
146122.2,0.37,1.460686,1,1,1
147157.5,0.37,0.64289,1,1,1
147400.7,0.37,1.541882,1,1,1
148541.2,0.37,1.084296,1,1,1
148960.1,0.37,124.9699,1,1,1
149554.6,0.37,68.05804,1,1,1
152380.7,0.37,26.61422,1,1,1
153464.4,0.37,0.6614087,1,1,1
153644.2,0.37,89.30173,1,1,1
157704.5,0.37,29.07657,1,1,1
157949.0,0.37,13.40147,1,1,1
160404.7,0.37,32.70934,1,1,1
161693.9,0.37,35.88309,1,1,1
162915.8,0.37,2.089306,1,1,1
164184.4,0.37,36.60803,1,1,1
164743.2,0.37,100.8337,1,1,1
167067.5,0.37,75.73454,1,1,1
168220.8,0.37,60.31385,1,1,1
170304.5,0.37,216.8693,1,1,1
170702.8,0.37,4.539158,1,1,1
170909.3,0.37,51.49756,1,1,1
172276.0,0.37,13.12995,1,1,1
172728.1,0.37,94.51932,1,1,1
173149.9,0.37,0.4959438,1,1,1
173377.2,0.37,36.52461,1,1,1
174636.7,0.37,46.44854,1,1,1
176868.3,0.37,1.168133,1,1,1
177404.6,0.37,1.490497,1,1,1
178987.8,0.37,5.935688,1,1,1
179311.0,0.37,38.4045,1,1,1
180958.0,0.37,32.88368,1,1,1
182399.7,0.37,0.7567261,1,1,1
189488.3,0.37,74.81288,1,1,1
190103.1,0.37,0.3454622,1,1,1
190380.4,0.37,72.05663,1,1,1
191081.4,0.37,66.58538,1,1,1
194255.6,0.37,12.13067,1,1,1
197675.8,0.37,23.32435,1,1,1
197914.0,0.37,26.06844,1,1,1
200598.1,0.37,0.5100175,1,1,1
200985.2,0.37,135.7519,1,1,1
201281.8,0.37,0.5587931,1,1,1
204393.9,0.37,0.1869096,1,1,1
204538.4,0.37,0.6610119,1,1,1
204732.7,0.37,30.21658,1,1,1
205212.3,0.37,0.302321,1,1,1
206306.5,0.37,27.48699,1,1,1
206434.8,0.37,29.78873,1,1,1
206652.8,0.37,31.09129,1,1,1
207648.2,0.37,38.72239,1,1,1
207824.4,0.37,133.4574,1,1,1
207936.1,0.37,98.91377,1,1,1
208557.5,0.37,0.235604,1,1,1
209137.2,0.37,573.2269,1,1,1
209460.3,0.37,0.6035937,1,1,1
209781.2,0.37,34.89086,1,1,1
211975.7,0.37,28.74383,1,1,1
214982.3,0.37,44.14932,1,1,1
216257.8,0.37,0.7379818,1,1,1
220475.2,0.37,72.45327,1,1,1
220976.6,0.37,25.92047,1,1,1
222495.3,0.37,37.98087,1,1,1
223190.8,0.37,42.68308,1,1,1
228295.9,0.37,103.1531,1,1,1
229188.5,0.37,18.78469,1,1,1
230194.3,0.37,146.0067,1,1,1
230678.1,0.37,3.796641,1,1,1
231262.2,0.37,18.96765,1,1,1
232212.5,0.37,47.23877,1,1,1
234010.3,0.37,1.311094,1,1,1
236781.1,0.37,14.31449,1,1,1
239703.3,0.37,205.2272,1,1,1
240988.4,0.37,92.94931,1,1,1
241847.0,0.37,1.337248,1,1,1
243991.7,0.37,58.78791,1,1,1
244472.2,0.37,0.5923086,1,1,1
251295.4,0.37,181.4629,1,1,1
251546.0,0.37,142.6626,1,1,1
252123.4,0.37,58.36749,1,1,1
252582.5,0.37,214.3661,1,1,1
255806.9,0.37,33.07528,1,1,1
257087.4,0.37,74.06964,1,1,1
257520.0,0.37,145.757,1,1,1
260021.2,0.37,39.21873,1,1,1
262499.8,0.37,0.6401611,1,1,1
263898.2,0.37,43.57548,1,1,1
264129.4,0.37,0.08912923,1,1,1
265971.1,0.37,43.16803,1,1,1
268424.4,0.37,0.1397727,1,1,1
268914.0,0.37,3.407412,1,1,1
269464.9,0.37,677.9252,1,1,1
275275.6,0.37,27.89822,1,1,1
276035.0,0.37,219.3326,1,1,1
280118.9,0.37,0.6275608,1,1,1
280132.2,0.37,212.9869,1,1,1
281833.3,0.37,54.07559,1,1,1
283240.2,0.37,0.7191695,1,1,1
293880.2,0.37,0.1995968,1,1,1
294531.2,0.37,1.030538,1,1,1
298337.9,0.37,245.155,1,1,1
11966.87,0.3319386,0.001352654,2,1,1
30901.24,0.3709869,2.656863,2,1,1
41583.84,0.3190558,0.5170785,2,1,1
44700.71,0.3247944,0.1287498,2,1,1
45813.9,0.3538462,0.1881425,2,1,1
49629.83,0.3323569,0.3915382,2,1,1
52984.41,0.3675795,0.03931886,2,1,1
53433.69,0.3620743,0.06205714,2,1,1
53505.19,0.3653744,0.0528539,2,1,1
53738.54,0.3399143,0.1470809,2,1,1
55379.18,0.3590626,0.1003296,2,1,1
56583.97,0.3587295,0.0811421,2,1,1
60877.39,0.3299743,0.3157076,2,1,1
61138.7,0.4018261,20.64625,2,1,1
66495.38,0.3187535,0.7651481,2,1,1
66558.76,0.3572331,0.1471236,2,1,1
69500.4,0.3514992,0.3545332,2,1,1
70502.87,0.3615543,0.1150468,2,1,1
73135.49,0.3678258,89.91432,2,1,1
78413.43,0.3619979,0.1334755,2,1,1
85333.03,0.3654856,0.06919347,2,1,1
87791.71,0.3650878,2.655251,2,1,1
95295.89,0.3622704,2.794762,2,1,1
96183.04,0.3491278,1.215443,2,1,1
103367.7,0.37,0.1397416,2,1,1
103699.0,0.37,1.269259,2,1,1
103809.7,0.37,0.4888994,2,1,1
107030.7,0.37,457.3809,2,1,1
111081.5,0.37,34.59662,2,1,1
113753.4,0.37,16.33245,2,1,1
116751.2,0.37,0.6721323,2,1,1
120096.3,0.37,0.1773529,2,1,1
122946.9,0.37,0.8825053,2,1,1
123800.5,0.37,26.46137,2,1,1
123961.8,0.37,0.3964494,2,1,1
124766.3,0.37,0.1204206,2,1,1
125625.8,0.37,1.523411,2,1,1
126245.7,0.37,9.639267,2,1,1
127133.2,0.37,0.4767058,2,1,1
131990.9,0.37,156.3621,2,1,1
136498.1,0.37,112.6139,2,1,1
139829.4,0.37,72.27414,2,1,1
140538.7,0.37,27.59909,2,1,1
143600.8,0.37,1.780737,2,1,1
144719.1,0.37,0.970741,2,1,1
147665.2,0.37,0.2993957,2,1,1
149326.4,0.37,103.3352,2,1,1
155574.2,0.37,8.687637,2,1,1
159127.9,0.37,1.967406,2,1,1
159802.4,0.37,71.5671,2,1,1
159886.3,0.37,0.01198968,2,1,1
160030.3,0.37,10.54418,2,1,1
160736.2,0.37,0.3350701,2,1,1
164002.5,0.37,11.9806,2,1,1
165489.4,0.37,0.6256182,2,1,1
166493.2,0.37,0.4831962,2,1,1
167335.1,0.37,57.66366,2,1,1
167541.7,0.37,34.64362,2,1,1
169422.5,0.37,82.38414,2,1,1
169872.3,0.37,17.41078,2,1,1
170560.9,0.37,0.1161585,2,1,1
172025.6,0.37,0.5469181,2,1,1
173614.8,0.37,8.652394,2,1,1
174842.1,0.37,37.38164,2,1,1
179730.8,0.37,27.21825,2,1,1
180605.7,0.37,10.1099,2,1,1
182788.0,0.37,39.1278,2,1,1
183003.2,0.37,39.86117,2,1,1
186266.9,0.37,38.66275,2,1,1
188663.2,0.37,12.37506,2,1,1
189147.1,0.37,5.006094,2,1,1
192405.6,0.37,33.96946,2,1,1
196668.0,0.37,20.6893,2,1,1
197357.8,0.37,71.79486,2,1,1
198401.5,0.37,18.48746,2,1,1
201986.1,0.37,5.470011,2,1,1
202350.1,0.37,27.92939,2,1,1
202854.9,0.37,10.06846,2,1,1
215892.7,0.37,10.10154,2,1,1
216585.9,0.37,64.81575,2,1,1
233843.3,0.37,0.1864796,2,1,1
234518.3,0.37,1.173094,2,1,1
238049.7,0.37,1.287886,2,1,1
238625.4,0.37,30.12849,2,1,1
244927.6,0.37,2.920394,2,1,1
248068.4,0.37,0.1710278,2,1,1
248479.3,0.37,1.066964,2,1,1
248994.9,0.37,0.5307074,2,1,1
249992.9,0.37,12.94664,2,1,1
250707.9,0.37,5.69269,2,1,1
258028.3,0.37,0.8599238,2,1,1
265334.8,0.37,0.8722464,2,1,1
267512.2,0.37,0.4319473,2,1,1
270868.0,0.37,3.641717,2,1,1
274733.9,0.37,0.3648824,2,1,1
278622.1,0.37,1.694443,2,1,1
281193.3,0.37,408.1924,2,1,1
284729.5,0.37,13.39072,2,1,1
286086.8,0.37,1151.066,2,1,1
288691.4,0.37,76.87795,2,1,1
289646.5,0.37,8.820069,2,1,1
291473.7,0.37,26.57771,2,1,1
292766.8,0.37,44.2032,2,1,1
294882.9,0.37,54.7342,2,1,1
296716.0,0.37,254.2005,2,1,1
230.05,0.2422516,0.009822047,3,1,1
13832.95,0.3552027,0.0006851606,3,1,1
18329.02,0.3091268,0.01968803,3,1,1
19553.87,0.3681427,0.0003916114,3,1,1
19693.18,0.364324,0.001168925,3,1,1
25255.53,0.3704572,0.02354294,3,1,1
25668.29,0.3701855,0.02513606,3,1,1
46377.49,0.3700621,0.02007744,3,1,1
53043.65,0.3699812,0.01333903,3,1,1
55142.43,0.3699707,0.01444573,3,1,1
56194.14,0.3706475,0.05555812,3,1,1
60199.84,0.3702166,0.03408244,3,1,1
61515.51,0.3716351,0.07916179,3,1,1
62890.19,0.370025,0.01273501,3,1,1
64750.71,0.37087,0.07457461,3,1,1
64898.83,0.3703949,0.07945058,3,1,1
86210.84,0.3692975,0.2929738,3,1,1
89539.83,0.3691228,0.1271229,3,1,1
90480.08,0.3698849,0.03319168,3,1,1
104000.7,0.37,0.2597205,3,1,1
116910.2,0.37,0.1044536,3,1,1
121123.9,0.37,0.2648715,3,1,1
122471.3,0.37,0.004473038,3,1,1
123141.8,0.37,0.1753619,3,1,1
134077.6,0.37,11.11631,3,1,1
134741.4,0.37,0.3288801,3,1,1
139474.5,0.37,0.764587,3,1,1
141128.2,0.37,0.1425981,3,1,1
147816.2,0.37,0.6456524,3,1,1
153850.6,0.37,0.06284899,3,1,1
154450.8,0.37,0.303858,3,1,1
154775.6,0.37,0.5646726,3,1,1
155704.5,0.37,21.07465,3,1,1
164904.9,0.37,0.7244342,3,1,1
167857.5,0.37,60.56061,3,1,1
171195.4,0.37,0.3612298,3,1,1
173780.0,0.37,10.31202,3,1,1
176475.6,0.37,0.6006329,3,1,1
177153.0,0.37,0.965348,3,1,1
180382.6,0.37,1.067377,3,1,1
180747.6,0.37,0.7097859,3,1,1
181400.5,0.37,0.2253743,3,1,1
186522.5,0.37,0.9085068,3,1,1
187189.8,0.37,17.16609,3,1,1
187477.8,0.37,7.980574,3,1,1
190000.3,0.37,0.39164,3,1,1
190630.5,0.37,0.8392132,3,1,1
191627.9,0.37,0.3971826,3,1,1
192652.6,0.37,10.80133,3,1,1
194450.8,0.37,1.473819,3,1,1
194620.2,0.37,0.09129105,3,1,1
195317.7,0.37,44.14933,3,1,1
196348.4,0.37,2.333078,3,1,1
198698.5,0.37,3.014374,3,1,1
204933.6,0.37,0.1957589,3,1,1
205210.2,0.37,0.6159962,3,1,1
205471.9,0.37,3.387458,3,1,1
208276.4,0.37,0.2490586,3,1,1
210156.2,0.37,37.83499,3,1,1
210493.6,0.37,53.10953,3,1,1
210931.9,0.37,0.7842974,3,1,1
212662.7,0.37,2.244419,3,1,1
213088.8,0.37,35.82242,3,1,1
213499.5,0.37,9.868001,3,1,1
214001.0,0.37,0.6773854,3,1,1
215534.0,0.37,8.914343,3,1,1
216850.9,0.37,0.33259,3,1,1
217088.8,0.37,0.8023495,3,1,1
218205.5,0.37,2.043217,3,1,1
229728.3,0.37,0.5055423,3,1,1
240421.9,0.37,0.006895997,3,1,1
247421.2,0.37,1.010122,3,1,1
255203.7,0.37,11.91319,3,1,1
259497.4,0.37,0.3732858,3,1,1
264998.2,0.37,0.1032471,3,1,1
269678.3,0.37,1.459966,3,1,1
270355.2,0.37,42.01329,3,1,1
276513.2,0.37,0.2047206,3,1,1
282817.6,0.37,19.6591,3,1,1
288004.5,0.37,0.2332837,3,1,1
295607.6,0.37,0.6379779,3,1,1
